"","from","to","probability","origin"
"49","mainstem, RIS to RRE","loss","0.11 (0.10 - 0.12)","Wenatchee_River"
"50","mainstem, RIS to RRE","loss","<0.01","Entiat_River"
"51","mainstem, RIS to RRE","loss","0.02 (0.01 - 0.03)","Okanogan_River"
"52","mainstem, RIS to RRE","loss","0.03 (0.03 - 0.04)","Methow_River"
"53","mainstem, RRE to WEL","mainstem, RIS to RRE","0.23 (0.21 - 0.24)","Wenatchee_River"
"54","mainstem, RRE to WEL","mainstem, RIS to RRE","0.03 (0.02 - 0.04)","Entiat_River"
"55","mainstem, RRE to WEL","mainstem, RIS to RRE","<0.01","Okanogan_River"
"56","mainstem, RRE to WEL","mainstem, RIS to RRE","0.01 (0.00 - 0.01)","Methow_River"
"57","mainstem, RRE to WEL","mainstem, upstream of WEL","0.56 (0.54 - 0.58)","Wenatchee_River"
"58","mainstem, RRE to WEL","mainstem, upstream of WEL","0.36 (0.32 - 0.39)","Entiat_River"
"59","mainstem, RRE to WEL","mainstem, upstream of WEL","0.98 (0.97 - 0.99)","Okanogan_River"
"60","mainstem, RRE to WEL","mainstem, upstream of WEL","0.93 (0.92 - 0.94)","Methow_River"
"61","mainstem, RRE to WEL","Entiat River Mouth","0.03 (0.03 - 0.04)","Wenatchee_River"
"62","mainstem, RRE to WEL","Entiat River Mouth","0.56 (0.51 - 0.60)","Entiat_River"
"63","mainstem, RRE to WEL","Entiat River Mouth","<0.01","Okanogan_River"
"64","mainstem, RRE to WEL","Entiat River Mouth","<0.01","Methow_River"
"65","mainstem, RRE to WEL","loss","0.18 (0.17 - 0.19)","Wenatchee_River"
"66","mainstem, RRE to WEL","loss","0.06 (0.04 - 0.08)","Entiat_River"
"67","mainstem, RRE to WEL","loss","0.02 (0.01 - 0.03)","Okanogan_River"
"68","mainstem, RRE to WEL","loss","0.06 (0.06 - 0.07)","Methow_River"
"69","mainstem, upstream of WEL","mainstem, RRE to WEL","0.20 (0.18 - 0.21)","Wenatchee_River"
"70","mainstem, upstream of WEL","mainstem, RRE to WEL","0.62 (0.56 - 0.67)","Entiat_River"
"71","mainstem, upstream of WEL","mainstem, RRE to WEL","0.01 (0.01 - 0.02)","Okanogan_River"
"72","mainstem, upstream of WEL","mainstem, RRE to WEL","0.01 (0.01 - 0.01)","Methow_River"
"73","mainstem, upstream of WEL","Okanogan River Mouth","<0.01","Wenatchee_River"
"74","mainstem, upstream of WEL","Okanogan River Mouth","0.01 (0.00 - 0.05)","Entiat_River"
"75","mainstem, upstream of WEL","Okanogan River Mouth","0.75 (0.71 - 0.80)","Okanogan_River"
"76","mainstem, upstream of WEL","Okanogan River Mouth","0.07 (0.06 - 0.09)","Methow_River"
"77","mainstem, upstream of WEL","Methow River Mouth","0.18 (0.16 - 0.20)","Wenatchee_River"
"78","mainstem, upstream of WEL","Methow River Mouth","0.25 (0.19 - 0.30)","Entiat_River"
"79","mainstem, upstream of WEL","Methow River Mouth","0.06 (0.04 - 0.07)","Okanogan_River"
"80","mainstem, upstream of WEL","Methow River Mouth","0.63 (0.61 - 0.66)","Methow_River"
"81","mainstem, upstream of WEL","Upstream WEL other tributaries","<0.01","Wenatchee_River"
"82","mainstem, upstream of WEL","Upstream WEL other tributaries","<0.01","Entiat_River"
"83","mainstem, upstream of WEL","Upstream WEL other tributaries","<0.01","Okanogan_River"
"84","mainstem, upstream of WEL","Upstream WEL other tributaries","<0.01","Methow_River"
"85","mainstem, upstream of WEL","loss","0.62 (0.59 - 0.65)","Wenatchee_River"
"86","mainstem, upstream of WEL","loss","0.12 (0.07 - 0.16)","Entiat_River"
"87","mainstem, upstream of WEL","loss","0.18 (0.14 - 0.21)","Okanogan_River"
"88","mainstem, upstream of WEL","loss","0.28 (0.26 - 0.31)","Methow_River"
"89","Wenatchee River Mouth","mainstem, RIS to RRE","0.05 (0.03 - 0.07)","Wenatchee_River"
"90","Wenatchee River Mouth","mainstem, RIS to RRE","0.98 (0.90 - 1.00)","Entiat_River"
"91","Wenatchee River Mouth","mainstem, RIS to RRE","0.97 (0.86 - 1.00)","Okanogan_River"
"92","Wenatchee River Mouth","mainstem, RIS to RRE","0.91 (0.78 - 0.99)","Methow_River"
"93","Wenatchee River Mouth","loss","0.95 (0.93 - 0.97)","Wenatchee_River"
"94","Wenatchee River Mouth","loss","0.02 (0.00 - 0.10)","Entiat_River"
"95","Wenatchee River Mouth","loss","0.03 (0.00 - 0.14)","Okanogan_River"
"96","Wenatchee River Mouth","loss","0.09 (0.01 - 0.22)","Methow_River"
"97","Entiat River Mouth","mainstem, RRE to WEL","0.13 (0.07 - 0.19)","Wenatchee_River"
"98","Entiat River Mouth","mainstem, RRE to WEL","0.03 (0.02 - 0.05)","Entiat_River"
"99","Entiat River Mouth","mainstem, RRE to WEL","0.38 (0.00 - 1.00)","Okanogan_River"
"100","Entiat River Mouth","mainstem, RRE to WEL","0.45 (0.00 - 1.00)","Methow_River"
"101","Entiat River Mouth","loss","0.87 (0.81 - 0.93)","Wenatchee_River"
"102","Entiat River Mouth","loss","0.97 (0.95 - 0.98)","Entiat_River"
"103","Entiat River Mouth","loss","0.62 (0.00 - 1.00)","Okanogan_River"
"104","Entiat River Mouth","loss","0.55 (0.00 - 1.00)","Methow_River"
"105","Okanogan River Mouth","mainstem, upstream of WEL","0.04 (0.00 - 0.28)","Wenatchee_River"
"106","Okanogan River Mouth","mainstem, upstream of WEL","0.92 (0.47 - 1.00)","Entiat_River"
"107","Okanogan River Mouth","mainstem, upstream of WEL","<0.01","Okanogan_River"
"108","Okanogan River Mouth","mainstem, upstream of WEL","<0.01","Methow_River"
"109","Okanogan River Mouth","loss","0.96 (0.72 - 1.00)","Wenatchee_River"
"110","Okanogan River Mouth","loss","0.08 (0.00 - 0.53)","Entiat_River"
"111","Okanogan River Mouth","loss","1.00 (0.99 - 1.00)","Okanogan_River"
"112","Okanogan River Mouth","loss","1.00 (1.00 - 1.00)","Methow_River"
"113","Okanogan River Upstream","mainstem, upstream of WEL","0.04 (0.00 - 0.28)","Wenatchee_River"
"114","Okanogan River Upstream","mainstem, upstream of WEL","0.92 (0.47 - 1.00)","Entiat_River"
"115","Okanogan River Upstream","mainstem, upstream of WEL","<0.01","Okanogan_River"
"116","Okanogan River Upstream","mainstem, upstream of WEL","<0.01","Methow_River"
"117","Okanogan River Upstream","loss","0.96 (0.72 - 1.00)","Wenatchee_River"
"118","Okanogan River Upstream","loss","0.08 (0.00 - 0.53)","Entiat_River"
"119","Okanogan River Upstream","loss","1.00 (0.99 - 1.00)","Okanogan_River"
"120","Okanogan River Upstream","loss","1.00 (1.00 - 1.00)","Methow_River"
"121","Methow River Mouth","mainstem, upstream of WEL","0.13 (0.09 - 0.17)","Wenatchee_River"
"122","Methow River Mouth","mainstem, upstream of WEL","0.70 (0.58 - 0.82)","Entiat_River"
"123","Methow River Mouth","mainstem, upstream of WEL","0.02 (0.00 - 0.06)","Okanogan_River"
"124","Methow River Mouth","mainstem, upstream of WEL","0.01 (0.00 - 0.01)","Methow_River"
"125","Methow River Mouth","loss","0.87 (0.83 - 0.91)","Wenatchee_River"
"126","Methow River Mouth","loss","0.30 (0.18 - 0.42)","Entiat_River"
"127","Methow River Mouth","loss","0.98 (0.94 - 1.00)","Okanogan_River"
"128","Methow River Mouth","loss","0.99 (0.99 - 1.00)","Methow_River"
"129","Methow River Upstream","mainstem, upstream of WEL","0.13 (0.09 - 0.17)","Wenatchee_River"
"130","Methow River Upstream","mainstem, upstream of WEL","0.70 (0.58 - 0.82)","Entiat_River"
"131","Methow River Upstream","mainstem, upstream of WEL","0.02 (0.00 - 0.06)","Okanogan_River"
"132","Methow River Upstream","mainstem, upstream of WEL","0.01 (0.00 - 0.01)","Methow_River"
"133","Methow River Upstream","loss","0.87 (0.83 - 0.91)","Wenatchee_River"
"134","Methow River Upstream","loss","0.30 (0.18 - 0.42)","Entiat_River"
"135","Methow River Upstream","loss","0.98 (0.94 - 1.00)","Okanogan_River"
"136","Methow River Upstream","loss","0.99 (0.99 - 1.00)","Methow_River"
