# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-10-18 14:54:24 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13335050 ASOTIN CREEK AT ASOTIN, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 13335050
#            TS   parameter     statistic     Description
#        150187       00060     00003     Discharge, cubic feet per second (Mean)
#        150188       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	150187_00060_00003	150187_00060_00003_cd	150188_00065_00003	150188_00065_00003_cd
USGS	13335050	2005-02-02	42.8	A	2.03	A
USGS	13335050	2005-02-03	42.7	A	2.03	A
USGS	13335050	2005-02-04	42.7	A	2.03	A
USGS	13335050	2005-02-05	42.7	A	2.03	A
USGS	13335050	2005-02-06	42.3	A	2.03	A
USGS	13335050	2005-02-07	42.0	A	2.03	A
USGS	13335050	2005-02-08	41.7	A	2.02	A
USGS	13335050	2005-02-09	40.8	A	2.02	A
USGS	13335050	2005-02-10	40.9	A	2.02	A
USGS	13335050	2005-02-11	40.5	A	2.02	A
USGS	13335050	2005-02-12	41.2	A	2.02	A
USGS	13335050	2005-02-13	41.2	A	2.02	A
USGS	13335050	2005-02-14	40.8	A	2.02	A
USGS	13335050	2005-02-15	39.5	A	2.01	A
USGS	13335050	2005-02-16	38.9	A	2.00	A
USGS	13335050	2005-02-17	38.5	A	2.00	A
USGS	13335050	2005-02-18	39.0	A	2.00	A
USGS	13335050	2005-02-19	40.5	A	2.02	A
USGS	13335050	2005-02-20	41.0	A	2.02	A
USGS	13335050	2005-02-21	40.2	A	2.01	A
USGS	13335050	2005-02-22	39.8	A	2.01	A
USGS	13335050	2005-02-23	39.7	A	2.01	A
USGS	13335050	2005-02-24	39.7	A	2.01	A
USGS	13335050	2005-02-25	39.8	A	2.01	A
USGS	13335050	2005-02-26	39.8	A	2.01	A
USGS	13335050	2005-02-27	40.0	A	2.01	A
USGS	13335050	2005-02-28	41.2	A	2.02	A
USGS	13335050	2005-03-01	41.0	A	2.02	A
USGS	13335050	2005-03-02	40.6	A	2.02	A
USGS	13335050	2005-03-03	41.1	A	2.02	A
USGS	13335050	2005-03-04	41.0	A	2.02	A
USGS	13335050	2005-03-05	41.0	A	2.02	A
USGS	13335050	2005-03-06	41.1	A	2.02	A
USGS	13335050	2005-03-07	41.1	A	2.02	A
USGS	13335050	2005-03-08	42.0	A	2.03	A
USGS	13335050	2005-03-09	42.3	A	2.03	A
USGS	13335050	2005-03-10	42.6	A	2.03	A
USGS	13335050	2005-03-11	42.6	A	2.03	A
USGS	13335050	2005-03-12	42.7	A	2.03	A
USGS	13335050	2005-03-13	43.0	A	2.03	A
USGS	13335050	2005-03-14	42.8	A	2.03	A
USGS	13335050	2005-03-15	42.6	A	2.03	A
USGS	13335050	2005-03-16	42.9	A	2.03	A
USGS	13335050	2005-03-17	43.8	A	2.04	A
USGS	13335050	2005-03-18	43.0	A	2.03	A
USGS	13335050	2005-03-19	42.7	A	2.03	A
USGS	13335050	2005-03-20	43.1	A	2.03	A
USGS	13335050	2005-03-21	43.5	A	2.04	A
USGS	13335050	2005-03-22	43.3	A	2.03	A
USGS	13335050	2005-03-23	44.4	A	2.04	A
USGS	13335050	2005-03-24	44.1	A	2.04	A
USGS	13335050	2005-03-25	43.6	A	2.04	A
USGS	13335050	2005-03-26	43.4	A	2.04	A
USGS	13335050	2005-03-27	60.7	A	2.13	A
USGS	13335050	2005-03-28	179	A	2.59	A
USGS	13335050	2005-03-29	146	A	2.47	A
USGS	13335050	2005-03-30	121	A	2.36	A
USGS	13335050	2005-03-31	107	A	2.31	A
USGS	13335050	2005-04-01	99.7	A	2.28	A
USGS	13335050	2005-04-02	96.0	A	2.26	A
USGS	13335050	2005-04-03	96.5	A	2.26	A
USGS	13335050	2005-04-04	100	A	2.28	A
USGS	13335050	2005-04-05	98.9	A	2.27	A
USGS	13335050	2005-04-06	94.8	A	2.26	A
USGS	13335050	2005-04-07	92.7	A	2.24	A
USGS	13335050	2005-04-08	98.7	A	2.27	A
USGS	13335050	2005-04-09	96.6	A	2.26	A
USGS	13335050	2005-04-10	90.6	A	2.23	A
USGS	13335050	2005-04-11	87.1	A	2.22	A
USGS	13335050	2005-04-12	89.1	A	2.23	A
USGS	13335050	2005-04-13	85.7	A	2.21	A
USGS	13335050	2005-04-14	80.9	A	2.19	A
USGS	13335050	2005-04-15	77.8	A	2.17	A
USGS	13335050	2005-04-16	76.5	A	2.16	A
USGS	13335050	2005-04-17	95.1	A	2.26	A
USGS	13335050	2005-04-18	101	A	2.29	A
USGS	13335050	2005-04-19	98.3	A	2.27	A
USGS	13335050	2005-04-20	95.3	A	2.26	A
USGS	13335050	2005-04-21	93.0	A	2.25	A
USGS	13335050	2005-04-22	90.5	A	2.23	A
USGS	13335050	2005-04-23	92.6	A	2.24	A
USGS	13335050	2005-04-24	97.9	A	2.27	A
USGS	13335050	2005-04-25	105	A	2.30	A
USGS	13335050	2005-04-26	108	A	2.31	A
USGS	13335050	2005-04-27	114	A	2.34	A
USGS	13335050	2005-04-28	113	A	2.33	A
USGS	13335050	2005-04-29	109	A	2.31	A
USGS	13335050	2005-04-30	106	A	2.30	A
USGS	13335050	2005-05-01	101	A	2.28	A
USGS	13335050	2005-05-02	96.5	A	2.26	A
USGS	13335050	2005-05-03	93.4	A	2.25	A
USGS	13335050	2005-05-04	93.8	A	2.25	A
USGS	13335050	2005-05-05	101	A	2.28	A
USGS	13335050	2005-05-06	113	A	2.33	A
USGS	13335050	2005-05-07	157	A	2.51	A
USGS	13335050	2005-05-08	145	A	2.47	A
USGS	13335050	2005-05-09	152	A	2.49	A
USGS	13335050	2005-05-10	165	A	2.54	A
USGS	13335050	2005-05-11	182	A	2.60	A
USGS	13335050	2005-05-12	178	A	2.59	A
USGS	13335050	2005-05-13	169	A	2.55	A
USGS	13335050	2005-05-14	159	A	2.51	A
USGS	13335050	2005-05-15	161	A	2.52	A
USGS	13335050	2005-05-16	162	A	2.52	A
USGS	13335050	2005-05-17	173	A	2.57	A
USGS	13335050	2005-05-18	158	A	2.51	A
USGS	13335050	2005-05-19	148	A	2.48	A
USGS	13335050	2005-05-20	140	A	2.45	A
USGS	13335050	2005-05-21	137	A	2.43	A
USGS	13335050	2005-05-22	139	A	2.44	A
USGS	13335050	2005-05-23	144	A	2.46	A
USGS	13335050	2005-05-24	129	A	2.40	A
USGS	13335050	2005-05-25	119	A	2.36	A
USGS	13335050	2005-05-26	111	A	2.32	A
USGS	13335050	2005-05-27	104	A	2.29	A
USGS	13335050	2005-05-28	97.6	A	2.27	A
USGS	13335050	2005-05-29	93.0	A	2.25	A
USGS	13335050	2005-05-30	89.0	A	2.23	A
USGS	13335050	2005-05-31	86.8	A	2.22	A
USGS	13335050	2005-06-01	83.2	A	2.20	A
USGS	13335050	2005-06-02	80.6	A	2.18	A
USGS	13335050	2005-06-03	79.2	A	2.18	A
USGS	13335050	2005-06-04	74.9	A	2.15	A
USGS	13335050	2005-06-05	82.4	A	2.19	A
USGS	13335050	2005-06-06	84.2	A	2.20	A
USGS	13335050	2005-06-07	83.0	A	2.20	A
USGS	13335050	2005-06-08	79.5	A	2.18	A
USGS	13335050	2005-06-09	75.3	A	2.16	A
USGS	13335050	2005-06-10	71.6	A	2.14	A
USGS	13335050	2005-06-11	71.2	A	2.13	A
USGS	13335050	2005-06-12	69.7	A	2.13	A
USGS	13335050	2005-06-13	66.5	A	2.11	A
USGS	13335050	2005-06-14	61.9	A	2.09	A
USGS	13335050	2005-06-15	60.4	A	2.08	A
USGS	13335050	2005-06-16	59.9	A	2.08	A
USGS	13335050	2005-06-17	66.8	A	2.11	A
USGS	13335050	2005-06-18	73.8	A	2.15	A
USGS	13335050	2005-06-19	70.3	A	2.13	A
USGS	13335050	2005-06-20	61.0	A	2.09	A
USGS	13335050	2005-06-21	57.5	A	2.06	A
USGS	13335050	2005-06-22	54.6	A	2.05	A
USGS	13335050	2005-06-23	54.2	A	2.04	A
USGS	13335050	2005-06-24	51.6	A	2.03	A
USGS	13335050	2005-06-25	50.8	A	2.02	A
USGS	13335050	2005-06-26	50.5	A	2.02	A
USGS	13335050	2005-06-27	57.1	A	2.06	A
USGS	13335050	2005-06-28	63.7	A	2.10	A
USGS	13335050	2005-06-29	58.8	A	2.07	A
USGS	13335050	2005-06-30	54.5	A	2.05	A
USGS	13335050	2005-07-01	51.3	A	2.03	A
USGS	13335050	2005-07-02	50.0	A	2.02	A
USGS	13335050	2005-07-03	49.6	A	2.02	A
USGS	13335050	2005-07-04	48.5	A	2.01	A
USGS	13335050	2005-07-05	48.0	A	2.01	A
USGS	13335050	2005-07-06	46.9	A	2.00	A
USGS	13335050	2005-07-07	46.2	A	1.99	A
USGS	13335050	2005-07-08	46.5	A	2.00	A
USGS	13335050	2005-07-09	52.0	A	2.03	A
USGS	13335050	2005-07-10	55.7	A	2.05	A
USGS	13335050	2005-07-11	51.7	A	2.03	A
USGS	13335050	2005-07-12	47.5	A	2.00	A
USGS	13335050	2005-07-13	45.7	A	1.99	A
USGS	13335050	2005-07-14	45.0	A	1.99	A
USGS	13335050	2005-07-15	42.7	A	1.97	A
USGS	13335050	2005-07-16	40.0	A	1.95	A
USGS	13335050	2005-07-17	40.6	A	1.96	A
USGS	13335050	2005-07-18	40.1	A	1.95	A
USGS	13335050	2005-07-19	38.2	A	1.94	A
USGS	13335050	2005-07-20	37.2	A	1.93	A
USGS	13335050	2005-07-21	36.2	A	1.93	A
USGS	13335050	2005-07-22	35.6	A	1.92	A
USGS	13335050	2005-07-23	35.6	A	1.92	A
USGS	13335050	2005-07-24	34.1	A	1.91	A
USGS	13335050	2005-07-25	34.0	A	1.91	A
USGS	13335050	2005-07-26	33.3	A	1.90	A
USGS	13335050	2005-07-27	32.9	A	1.90	A
USGS	13335050	2005-07-28	32.0	A	1.89	A
USGS	13335050	2005-07-29	31.0	A	1.89	A
USGS	13335050	2005-07-30	30.8	A	1.88	A
USGS	13335050	2005-07-31	30.3	A	1.88	A
USGS	13335050	2005-08-01	30.3	A	1.88	A
USGS	13335050	2005-08-02	31.1	A	1.89	A
USGS	13335050	2005-08-03	30.9	A	1.88	A
USGS	13335050	2005-08-04	29.7	A	1.88	A
USGS	13335050	2005-08-05	29.1	A	1.87	A
USGS	13335050	2005-08-06	28.6	A	1.87	A
USGS	13335050	2005-08-07	28.8	A	1.87	A
USGS	13335050	2005-08-08	29.1	A	1.87	A
USGS	13335050	2005-08-09	29.4	A	1.87	A
USGS	13335050	2005-08-10	29.0	A	1.87	A
USGS	13335050	2005-08-11	26.4	A	1.86	A
USGS	13335050	2005-08-12	26.1	A	1.86	A
USGS	13335050	2005-08-13	27.0	A	1.86	A
USGS	13335050	2005-08-14	28.1	A	1.87	A
USGS	13335050	2005-08-15	27.1	A	1.86	A
USGS	13335050	2005-08-16	26.2	A	1.86	A
USGS	13335050	2005-08-17	27.6	A	1.87	A
USGS	13335050	2005-08-18	30.0	A	1.89	A
USGS	13335050	2005-08-19	28.4	A	1.87	A
USGS	13335050	2005-08-20	27.2	A	1.87	A
USGS	13335050	2005-08-21	25.9	A	1.85	A
USGS	13335050	2005-08-22	25.6	A	1.85	A
USGS	13335050	2005-08-23	26.3	A	1.86	A
USGS	13335050	2005-08-24	27.1	A	1.86	A
USGS	13335050	2005-08-25	27.1	A	1.86	A
USGS	13335050	2005-08-26	26.7	A	1.86	A
USGS	13335050	2005-08-27	26.2	A	1.86	A
USGS	13335050	2005-08-28	25.8	A	1.85	A
USGS	13335050	2005-08-29	26.4	A	1.86	A
USGS	13335050	2005-08-30	27.7	A	1.87	A
USGS	13335050	2005-08-31	28.0	A	1.87	A
USGS	13335050	2005-09-01	28.0	A	1.87	A
USGS	13335050	2005-09-02	27.7	A	1.87	A
USGS	13335050	2005-09-03	27.1	A	1.86	A
USGS	13335050	2005-09-04	26.7	A	1.86	A
USGS	13335050	2005-09-05	25.2	A	1.86	A
USGS	13335050	2005-09-06	25.3	A	1.86	A
USGS	13335050	2005-09-07	25.2	A	1.86	A
USGS	13335050	2005-09-08	25.4	A	1.86	A
USGS	13335050	2005-09-09	26.3	A	1.87	A
USGS	13335050	2005-09-10	29.0	A	1.89	A
USGS	13335050	2005-09-11	30.5	A	1.90	A
USGS	13335050	2005-09-12	30.6	A	1.90	A
USGS	13335050	2005-09-13	29.6	A	1.89	A
USGS	13335050	2005-09-14	28.4	A	1.89	A
USGS	13335050	2005-09-15	28.3	A	1.88	A
USGS	13335050	2005-09-16	28.4	A	1.89	A
USGS	13335050	2005-09-17	29.8	A	1.90	A
USGS	13335050	2005-09-18	30.3	A	1.90	A
USGS	13335050	2005-09-19	29.2	A	1.89	A
USGS	13335050	2005-09-20	27.9	A	1.88	A
USGS	13335050	2005-09-21	28.2	A	1.88	A
USGS	13335050	2005-09-22	28.2	A	1.88	A
USGS	13335050	2005-09-23	28.6	A	1.89	A
USGS	13335050	2005-09-24	28.7	A	1.89	A
USGS	13335050	2005-09-25	28.9	A	1.89	A
USGS	13335050	2005-09-26	29.1	A	1.89	A
USGS	13335050	2005-09-27	28.6	A	1.89	A
USGS	13335050	2005-09-28	29.1	A	1.89	A
USGS	13335050	2005-09-29	27.8	A	1.89	A
USGS	13335050	2005-09-30	28.0	A	1.89	A
USGS	13335050	2005-10-01	30.7	A	1.91	A
USGS	13335050	2005-10-02	31.5	A	1.92	A
USGS	13335050	2005-10-03	32.1	A	1.92	A
USGS	13335050	2005-10-04	32.7	A	1.93	A
USGS	13335050	2005-10-05	31.5	A	1.92	A
USGS	13335050	2005-10-06	30.5	A	1.91	A
USGS	13335050	2005-10-07	29.8	A	1.91	A
USGS	13335050	2005-10-08	30.1	A	1.91	A
USGS	13335050	2005-10-09	31.4	A	1.92	A
USGS	13335050	2005-10-10	32.4	A	1.93	A
USGS	13335050	2005-10-11	33.9	A	1.94	A
USGS	13335050	2005-10-12	35.5	A	1.95	A
USGS	13335050	2005-10-13	35.1	A	1.95	A
USGS	13335050	2005-10-14	34.4	A	1.94	A
USGS	13335050	2005-10-15	34.0	A	1.94	A
USGS	13335050	2005-10-16	33.7	A	1.94	A
USGS	13335050	2005-10-17	33.5	A	1.94	A
USGS	13335050	2005-10-18	33.7	A	1.94	A
USGS	13335050	2005-10-19	34.2	A	1.94	A
USGS	13335050	2005-10-20	34.3	A	1.94	A
USGS	13335050	2005-10-21	34.6	A	1.94	A
USGS	13335050	2005-10-22	34.7	A	1.94	A
USGS	13335050	2005-10-23	34.9	A	1.95	A
USGS	13335050	2005-10-24	34.9	A	1.95	A
USGS	13335050	2005-10-25	34.6	A	1.94	A
USGS	13335050	2005-10-26	36.8	A	1.96	A
USGS	13335050	2005-10-27	38.0	A	1.97	A
USGS	13335050	2005-10-28	37.1	A	1.96	A
USGS	13335050	2005-10-29	37.3	A	1.96	A
USGS	13335050	2005-10-30	36.9	A	1.96	A
USGS	13335050	2005-10-31	38.2	A	1.97	A
USGS	13335050	2005-11-01	46.6	A	2.03	A
USGS	13335050	2005-11-02	43.0	A	2.00	A
USGS	13335050	2005-11-03	40.1	A	1.98	A
USGS	13335050	2005-11-04	42.7	A	2.00	A
USGS	13335050	2005-11-05	41.1	A	1.99	A
USGS	13335050	2005-11-06	41.2	A	1.99	A
USGS	13335050	2005-11-07	40.7	A	1.99	A
USGS	13335050	2005-11-08	40.3	A	1.98	A
USGS	13335050	2005-11-09	39.5	A	1.98	A
USGS	13335050	2005-11-10	39.4	A	1.98	A
USGS	13335050	2005-11-11	39.9	A	1.98	A
USGS	13335050	2005-11-12	40.1	A	1.98	A
USGS	13335050	2005-11-13	39.9	A	1.98	A
USGS	13335050	2005-11-14	40.9	A	1.99	A
USGS	13335050	2005-11-15	40.9	A	1.99	A
USGS	13335050	2005-11-16	40.5	A	1.99	A
USGS	13335050	2005-11-17	40.5	A	1.99	A
USGS	13335050	2005-11-18	40.6	A	1.99	A
USGS	13335050	2005-11-19	40.6	A	1.99	A
USGS	13335050	2005-11-20	40.6	A	1.99	A
USGS	13335050	2005-11-21	40.6	A	1.99	A
USGS	13335050	2005-11-22	40.7	A	1.99	A
USGS	13335050	2005-11-23	40.9	A	1.99	A
USGS	13335050	2005-11-24	40.9	A	1.99	A
USGS	13335050	2005-11-25	41.3	A	1.99	A
USGS	13335050	2005-11-26	42.4	A	2.00	A
USGS	13335050	2005-11-27	41.6	A	1.99	A
USGS	13335050	2005-11-28	41.0	A	1.99	A
USGS	13335050	2005-11-29	41.0	A	1.99	A
USGS	13335050	2005-11-30	42.2	A	2.00	A
USGS	13335050	2005-12-01	41.6	A	1.99	A
USGS	13335050	2005-12-02	42.4	A	2.00	A
USGS	13335050	2005-12-03	43.9	A	2.01	A
USGS	13335050	2005-12-04	41.1	A	1.99	A
USGS	13335050	2005-12-05	40.3	A	1.98	A
USGS	13335050	2005-12-06	41.5	A	1.99	A
USGS	13335050	2005-12-07	37.3	A	1.96	A
USGS	13335050	2005-12-08	32.5	A	1.94	A
USGS	13335050	2005-12-09	42.3	A	2.01	A
USGS	13335050	2005-12-10	41.0	A:e	2.04	A
USGS	13335050	2005-12-11	40.0	A	2.00	A
USGS	13335050	2005-12-12	38.9	A	1.99	A
USGS	13335050	2005-12-13	41.2	A	2.01	A
USGS	13335050	2005-12-14	40.0	A	2.00	A
USGS	13335050	2005-12-15	36.4	A	1.98	A
USGS	13335050	2005-12-16	36.9	A	1.98	A
USGS	13335050	2005-12-17	36.0	A	1.97	A
USGS	13335050	2005-12-18	34.0	A:e	2.19	A
USGS	13335050	2005-12-19	36.0	A:e	2.36	A
USGS	13335050	2005-12-20	36.0	A:e	2.00	A
USGS	13335050	2005-12-21	37.5	A	1.98	A
USGS	13335050	2005-12-22	41.4	A	2.01	A
USGS	13335050	2005-12-23	59.7	A	2.13	A
USGS	13335050	2005-12-24	58.7	A	2.12	A
USGS	13335050	2005-12-25	55.4	A	2.10	A
USGS	13335050	2005-12-26	56.5	A	2.11	A
USGS	13335050	2005-12-27	59.5	A	2.13	A
USGS	13335050	2005-12-28	61.9	A	2.14	A
USGS	13335050	2005-12-29	79.4	A	2.24	A
USGS	13335050	2005-12-30	79.3	A	2.24	A
USGS	13335050	2005-12-31	86.9	A	2.28	A
USGS	13335050	2006-01-01	104	A	2.35	A
USGS	13335050	2006-01-02	96.6	A	2.32	A
USGS	13335050	2006-01-03	87.0	A	2.28	A
USGS	13335050	2006-01-04	80.4	A	2.24	A
USGS	13335050	2006-01-05	74.5	A	2.21	A
USGS	13335050	2006-01-06	70.2	A	2.19	A
USGS	13335050	2006-01-07	68.1	A	2.18	A
USGS	13335050	2006-01-08	66.7	A	2.17	A
USGS	13335050	2006-01-09	63.8	A	2.15	A
USGS	13335050	2006-01-10	71.4	A	2.19	A
USGS	13335050	2006-01-11	201	A	2.69	A
USGS	13335050	2006-01-12	164	A	2.58	A
USGS	13335050	2006-01-13	221	A	2.73	A
USGS	13335050	2006-01-14	364	A	3.16	A
USGS	13335050	2006-01-15	286	A	2.95	A
USGS	13335050	2006-01-16	202	A	2.71	A
USGS	13335050	2006-01-17	167	A	2.59	A
USGS	13335050	2006-01-18	147	A	2.52	A
USGS	13335050	2006-01-19	131	A	2.46	A
USGS	13335050	2006-01-20	118	A	2.41	A
USGS	13335050	2006-01-21	110	A	2.37	A
USGS	13335050	2006-01-22	99.1	A	2.33	A
USGS	13335050	2006-01-23	92.0	A	2.30	A
USGS	13335050	2006-01-24	87.0	A	2.28	A
USGS	13335050	2006-01-25	83.6	A	2.26	A
USGS	13335050	2006-01-26	82.8	A	2.26	A
USGS	13335050	2006-01-27	80.9	A	2.25	A
USGS	13335050	2006-01-28	80.4	A	2.24	A
USGS	13335050	2006-01-29	78.1	A	2.23	A
USGS	13335050	2006-01-30	82.2	A	2.25	A
USGS	13335050	2006-01-31	125	A	2.44	A
USGS	13335050	2006-02-01	133	A	2.47	A
USGS	13335050	2006-02-02	128	A	2.45	A
USGS	13335050	2006-02-03	128	A	2.45	A
USGS	13335050	2006-02-04	161	A	2.57	A
USGS	13335050	2006-02-05	157	A	2.56	A
USGS	13335050	2006-02-06	127	A	2.45	A
USGS	13335050	2006-02-07	111	A	2.38	A
USGS	13335050	2006-02-08	102	A	2.34	A
USGS	13335050	2006-02-09	94.5	A	2.31	A
USGS	13335050	2006-02-10	87.1	A	2.28	A
USGS	13335050	2006-02-11	82.4	A	2.25	A
USGS	13335050	2006-02-12	79.2	A	2.24	A
USGS	13335050	2006-02-13	76.6	A	2.22	A
USGS	13335050	2006-02-14	74.5	A	2.21	A
USGS	13335050	2006-02-15	67.9	A	2.17	A
USGS	13335050	2006-02-16	65.6	A	2.16	A
USGS	13335050	2006-02-17	63.5	A	2.15	A
USGS	13335050	2006-02-18	52.0	A	2.08	A
USGS	13335050	2006-02-19	54.4	A	2.10	A
USGS	13335050	2006-02-20	62.0	A:e	2.16	A
USGS	13335050	2006-02-21	83.1	A	2.18	A
USGS	13335050	2006-02-22	77.3	A	2.15	A
USGS	13335050	2006-02-23	74.9	A	2.13	A
USGS	13335050	2006-02-24	73.9	A	2.13	A
USGS	13335050	2006-02-25	70.6	A	2.11	A
USGS	13335050	2006-02-26	70.2	A	2.11	A
USGS	13335050	2006-02-27	103	A	2.26	A
USGS	13335050	2006-02-28	190	A	2.61	A
USGS	13335050	2006-03-01	192	A	2.62	A
USGS	13335050	2006-03-02	177	A	2.57	A
USGS	13335050	2006-03-03	156	A	2.49	A
USGS	13335050	2006-03-04	146	A	2.45	A
USGS	13335050	2006-03-05	136	A	2.41	A
USGS	13335050	2006-03-06	136	A	2.41	A
USGS	13335050	2006-03-07	153	A	2.48	A
USGS	13335050	2006-03-08	148	A	2.46	A
USGS	13335050	2006-03-09	144	A	2.44	A
USGS	13335050	2006-03-10	136	A	2.41	A
USGS	13335050	2006-03-11	128	A	2.38	A
USGS	13335050	2006-03-12	121	A	2.35	A
USGS	13335050	2006-03-13	115	A	2.32	A
USGS	13335050	2006-03-14	113	A	2.31	A
USGS	13335050	2006-03-15	109	A	2.29	A
USGS	13335050	2006-03-16	107	A	2.28	A
USGS	13335050	2006-03-17	110	A	2.30	A
USGS	13335050	2006-03-18	113	A	2.31	A
USGS	13335050	2006-03-19	106	A	2.28	A
USGS	13335050	2006-03-20	102	A	2.26	A
USGS	13335050	2006-03-21	100	A	2.25	A
USGS	13335050	2006-03-22	98.2	A	2.25	A
USGS	13335050	2006-03-23	98.3	A	2.25	A
USGS	13335050	2006-03-24	105	A	2.27	A
USGS	13335050	2006-03-25	139	A	2.42	A
USGS	13335050	2006-03-26	169	A	2.54	A
USGS	13335050	2006-03-27	151	A	2.47	A
USGS	13335050	2006-03-28	148	A	2.46	A
USGS	13335050	2006-03-29	164	A	2.52	A
USGS	13335050	2006-03-30	174	A	2.56	A
USGS	13335050	2006-03-31	185	A	2.59	A
USGS	13335050	2006-04-01	207	A	2.67	A
USGS	13335050	2006-04-02	205	A	2.66	A
USGS	13335050	2006-04-03	186	A	2.59	A
USGS	13335050	2006-04-04	199	A	2.64	A
USGS	13335050	2006-04-05	299	A	2.95	A
USGS	13335050	2006-04-06	364	A	3.14	A
USGS	13335050	2006-04-07	337	A	3.07	A
USGS	13335050	2006-04-08	309	A	2.99	A
USGS	13335050	2006-04-09	304	A	2.97	A
USGS	13335050	2006-04-10	317	A	3.01	A
USGS	13335050	2006-04-11	288	A	2.93	A
USGS	13335050	2006-04-12	265	A	2.86	A
USGS	13335050	2006-04-13	290	A	2.93	A
USGS	13335050	2006-04-14	336	A	3.07	A
USGS	13335050	2006-04-15	356	A	3.12	A
USGS	13335050	2006-04-16	336	A	3.07	A
USGS	13335050	2006-04-17	294	A	2.95	A
USGS	13335050	2006-04-18	255	A	2.83	A
USGS	13335050	2006-04-19	230	A	2.75	A
USGS	13335050	2006-04-20	218	A	2.71	A
USGS	13335050	2006-04-21	221	A	2.72	A
USGS	13335050	2006-04-22	230	A	2.75	A
USGS	13335050	2006-04-23	229	A	2.75	A
USGS	13335050	2006-04-24	225	A	2.73	A
USGS	13335050	2006-04-25	214	A	2.69	A
USGS	13335050	2006-04-26	206	A	2.67	A
USGS	13335050	2006-04-27	206	A	2.67	A
