# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-10-18 14:57:01 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14103000 DESCHUTES RIVER AT MOODY, NEAR BIGGS, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14103000
#            TS   parameter     statistic     Description
#        113458       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	113458_00060_00003	113458_00060_00003_cd
USGS	14103000	2005-04-21	4710	A
USGS	14103000	2005-04-22	4580	A
USGS	14103000	2005-04-23	4580	A
USGS	14103000	2005-04-24	4720	A
USGS	14103000	2005-04-25	4760	A
USGS	14103000	2005-04-26	4790	A
USGS	14103000	2005-04-27	4960	A
USGS	14103000	2005-04-28	5080	A
USGS	14103000	2005-04-29	5480	A
USGS	14103000	2005-04-30	5810	A
USGS	14103000	2005-05-01	5720	A
USGS	14103000	2005-05-02	5590	A
USGS	14103000	2005-05-03	5490	A
USGS	14103000	2005-05-04	5460	A
USGS	14103000	2005-05-05	5390	A
USGS	14103000	2005-05-06	5480	A
USGS	14103000	2005-05-07	5710	A
USGS	14103000	2005-05-08	5760	A
USGS	14103000	2005-05-09	5940	A
USGS	14103000	2005-05-10	6190	A
USGS	14103000	2005-05-11	6470	A
USGS	14103000	2005-05-12	6260	A
USGS	14103000	2005-05-13	6070	A
USGS	14103000	2005-05-14	5990	A
USGS	14103000	2005-05-15	6070	A
USGS	14103000	2005-05-16	6340	A
USGS	14103000	2005-05-17	6330	A
USGS	14103000	2005-05-18	6210	A
USGS	14103000	2005-05-19	6270	A
USGS	14103000	2005-05-20	6290	A
USGS	14103000	2005-05-21	6250	A
USGS	14103000	2005-05-22	6220	A
USGS	14103000	2005-05-23	5950	A
USGS	14103000	2005-05-24	5650	A
USGS	14103000	2005-05-25	5490	A
USGS	14103000	2005-05-26	5330	A
USGS	14103000	2005-05-27	4950	A
USGS	14103000	2005-05-28	4830	A
USGS	14103000	2005-05-29	4710	A
USGS	14103000	2005-05-30	4640	A
USGS	14103000	2005-05-31	4620	A
USGS	14103000	2005-06-01	4640	A
USGS	14103000	2005-06-02	4870	A
USGS	14103000	2005-06-03	4850	A
USGS	14103000	2005-06-04	4830	A
USGS	14103000	2005-06-05	4790	A
USGS	14103000	2005-06-06	4660	A
USGS	14103000	2005-06-07	4680	A
USGS	14103000	2005-06-08	4660	A
USGS	14103000	2005-06-09	4620	A
USGS	14103000	2005-06-10	4510	A
USGS	14103000	2005-06-11	4510	A
USGS	14103000	2005-06-12	4510	A
USGS	14103000	2005-06-13	4500	A
USGS	14103000	2005-06-14	4490	A
USGS	14103000	2005-06-15	4470	A
USGS	14103000	2005-06-16	4370	A
USGS	14103000	2005-06-17	4420	A
USGS	14103000	2005-06-18	4480	A
USGS	14103000	2005-06-19	4430	A
USGS	14103000	2005-06-20	4400	A
USGS	14103000	2005-06-21	4380	A
USGS	14103000	2005-06-22	4390	A
USGS	14103000	2005-06-23	4380	A
USGS	14103000	2005-06-24	4340	A
USGS	14103000	2005-06-25	4250	A
USGS	14103000	2005-06-26	4240	A
USGS	14103000	2005-06-27	4270	A
USGS	14103000	2005-06-28	4290	A
USGS	14103000	2005-06-29	4250	A
USGS	14103000	2005-06-30	4240	A
USGS	14103000	2005-07-01	4260	A
USGS	14103000	2005-07-02	4360	A
USGS	14103000	2005-07-03	4340	A
USGS	14103000	2005-07-04	4340	A
USGS	14103000	2005-07-05	4340	A
USGS	14103000	2005-07-06	4350	A
USGS	14103000	2005-07-07	4360	A
USGS	14103000	2005-07-08	4340	A
USGS	14103000	2005-07-09	4280	A
USGS	14103000	2005-07-10	4270	A
USGS	14103000	2005-07-11	4240	A
USGS	14103000	2005-07-12	4230	A
USGS	14103000	2005-07-13	4240	A
USGS	14103000	2005-07-14	4230	A
USGS	14103000	2005-07-15	4240	A
USGS	14103000	2005-07-16	4240	A
USGS	14103000	2005-07-17	4220	A
USGS	14103000	2005-07-18	4210	A
USGS	14103000	2005-07-19	4200	A
USGS	14103000	2005-07-20	4190	A
USGS	14103000	2005-07-21	4200	A
USGS	14103000	2005-07-22	4220	A
USGS	14103000	2005-07-23	4220	A
USGS	14103000	2005-07-24	4200	A
USGS	14103000	2005-07-25	4200	A
USGS	14103000	2005-07-26	4190	A
USGS	14103000	2005-07-27	4090	A
USGS	14103000	2005-07-28	4090	A
USGS	14103000	2005-07-29	4090	A
USGS	14103000	2005-07-30	4080	A
USGS	14103000	2005-07-31	4090	A
USGS	14103000	2005-08-01	4110	A
USGS	14103000	2005-08-02	4220	A
USGS	14103000	2005-08-03	4200	A
USGS	14103000	2005-08-04	4200	A
USGS	14103000	2005-08-05	4180	A
USGS	14103000	2005-08-06	4170	A
USGS	14103000	2005-08-07	4160	A
USGS	14103000	2005-08-08	4170	A
USGS	14103000	2005-08-09	4160	A
USGS	14103000	2005-08-10	4160	A
USGS	14103000	2005-08-11	4150	A
USGS	14103000	2005-08-12	4160	A
USGS	14103000	2005-08-13	4140	A
USGS	14103000	2005-08-14	4150	A
USGS	14103000	2005-08-15	4140	A
USGS	14103000	2005-08-16	4130	A
USGS	14103000	2005-08-17	4130	A
USGS	14103000	2005-08-18	4140	A
USGS	14103000	2005-08-19	4140	A
USGS	14103000	2005-08-20	4130	A
USGS	14103000	2005-08-21	4130	A
USGS	14103000	2005-08-22	4130	A
USGS	14103000	2005-08-23	4140	A
USGS	14103000	2005-08-24	4130	A
USGS	14103000	2005-08-25	4140	A
USGS	14103000	2005-08-26	4130	A
USGS	14103000	2005-08-27	4130	A
USGS	14103000	2005-08-28	4130	A
USGS	14103000	2005-08-29	4150	A
USGS	14103000	2005-08-30	4160	A
USGS	14103000	2005-08-31	4160	A
USGS	14103000	2005-09-01	4170	A
USGS	14103000	2005-09-02	4160	A
USGS	14103000	2005-09-03	4180	A
USGS	14103000	2005-09-04	4180	A
USGS	14103000	2005-09-05	4190	A
USGS	14103000	2005-09-06	4190	A
USGS	14103000	2005-09-07	4210	A
USGS	14103000	2005-09-08	4200	A
USGS	14103000	2005-09-09	4200	A
USGS	14103000	2005-09-10	4210	A
USGS	14103000	2005-09-11	4240	A
USGS	14103000	2005-09-12	4240	A
USGS	14103000	2005-09-13	4260	A
USGS	14103000	2005-09-14	4350	A
USGS	14103000	2005-09-15	4360	A
USGS	14103000	2005-09-16	4390	A
USGS	14103000	2005-09-17	4490	A
USGS	14103000	2005-09-18	4500	A
USGS	14103000	2005-09-19	4480	A
USGS	14103000	2005-09-20	4370	A
USGS	14103000	2005-09-21	4370	A
USGS	14103000	2005-09-22	4370	A
USGS	14103000	2005-09-23	4360	A
USGS	14103000	2005-09-24	4360	A
USGS	14103000	2005-09-25	4380	A
USGS	14103000	2005-09-26	4380	A
USGS	14103000	2005-09-27	4370	A
USGS	14103000	2005-09-28	4370	A
USGS	14103000	2005-09-29	4370	A
USGS	14103000	2005-09-30	4410	A
USGS	14103000	2005-10-01	4500	A
USGS	14103000	2005-10-02	4510	A
USGS	14103000	2005-10-03	4520	A
USGS	14103000	2005-10-04	4620	A
USGS	14103000	2005-10-05	4640	A
USGS	14103000	2005-10-06	4740	A
USGS	14103000	2005-10-07	4750	A
USGS	14103000	2005-10-08	4740	A
USGS	14103000	2005-10-09	4750	A
USGS	14103000	2005-10-10	4740	A
USGS	14103000	2005-10-11	4720	A
USGS	14103000	2005-10-12	4710	A
USGS	14103000	2005-10-13	4710	A
USGS	14103000	2005-10-14	4720	A
USGS	14103000	2005-10-15	4870	A
USGS	14103000	2005-10-16	4870	A
USGS	14103000	2005-10-17	4870	A
USGS	14103000	2005-10-18	5120	A
USGS	14103000	2005-10-19	5160	A
USGS	14103000	2005-10-20	5160	A
USGS	14103000	2005-10-21	5180	A
USGS	14103000	2005-10-22	5100	A
USGS	14103000	2005-10-23	4780	A
USGS	14103000	2005-10-24	4860	A
USGS	14103000	2005-10-25	4660	A
USGS	14103000	2005-10-26	4740	A
USGS	14103000	2005-10-27	4750	A
USGS	14103000	2005-10-28	4750	A
USGS	14103000	2005-10-29	4760	A
USGS	14103000	2005-10-30	4740	A
USGS	14103000	2005-10-31	4760	A
USGS	14103000	2005-11-01	4890	A
USGS	14103000	2005-11-02	4950	A
USGS	14103000	2005-11-03	5100	A
USGS	14103000	2005-11-04	5470	A
USGS	14103000	2005-11-05	5580	A
USGS	14103000	2005-11-06	5580	A
USGS	14103000	2005-11-07	5780	A
USGS	14103000	2005-11-08	5730	A
USGS	14103000	2005-11-09	5570	A
USGS	14103000	2005-11-10	5440	A
USGS	14103000	2005-11-11	5470	A
USGS	14103000	2005-11-12	5410	A
USGS	14103000	2005-11-13	5390	A
USGS	14103000	2005-11-14	5320	A
USGS	14103000	2005-11-15	5210	A
USGS	14103000	2005-11-16	5130	A
USGS	14103000	2005-11-17	4860	A
USGS	14103000	2005-11-18	4830	A
USGS	14103000	2005-11-19	4800	A
USGS	14103000	2005-11-20	4790	A
USGS	14103000	2005-11-21	4830	A
USGS	14103000	2005-11-22	4980	A
USGS	14103000	2005-11-23	4980	A
USGS	14103000	2005-11-24	4940	A
USGS	14103000	2005-11-25	4950	A
USGS	14103000	2005-11-26	5050	A
USGS	14103000	2005-11-27	5270	A
USGS	14103000	2005-11-28	5090	A
USGS	14103000	2005-11-29	4970	A
USGS	14103000	2005-11-30	4960	A
USGS	14103000	2005-12-01	4990	A
USGS	14103000	2005-12-02	5070	A
USGS	14103000	2005-12-03	5350	A
USGS	14103000	2005-12-04	5370	A
USGS	14103000	2005-12-05	5210	A
USGS	14103000	2005-12-06	5190	A
USGS	14103000	2005-12-07	5170	A
USGS	14103000	2005-12-08	4990	A
USGS	14103000	2005-12-09	4960	A
USGS	14103000	2005-12-10	4910	A
USGS	14103000	2005-12-11	4920	A
USGS	14103000	2005-12-12	4910	A
USGS	14103000	2005-12-13	4770	A
USGS	14103000	2005-12-14	4760	A
USGS	14103000	2005-12-15	4670	A
USGS	14103000	2005-12-16	4600	A
USGS	14103000	2005-12-17	4640	A
USGS	14103000	2005-12-18	4640	A
USGS	14103000	2005-12-19	4720	A
USGS	14103000	2005-12-20	4740	A
USGS	14103000	2005-12-21	4880	A
USGS	14103000	2005-12-22	5070	A
USGS	14103000	2005-12-23	6060	A
USGS	14103000	2005-12-24	6340	A
USGS	14103000	2005-12-25	6470	A
USGS	14103000	2005-12-26	6380	A
USGS	14103000	2005-12-27	6600	A
USGS	14103000	2005-12-28	9200	A
USGS	14103000	2005-12-29	10000	A
USGS	14103000	2005-12-30	13100	A
USGS	14103000	2005-12-31	27300	A
USGS	14103000	2006-01-01	25400	A
USGS	14103000	2006-01-02	17300	A
USGS	14103000	2006-01-03	13700	A
USGS	14103000	2006-01-04	11300	A
USGS	14103000	2006-01-05	10400	A
USGS	14103000	2006-01-06	9730	A
USGS	14103000	2006-01-07	9550	A
USGS	14103000	2006-01-08	9370	A
USGS	14103000	2006-01-09	8920	A
USGS	14103000	2006-01-10	9420	A
USGS	14103000	2006-01-11	15700	A
USGS	14103000	2006-01-12	17100	A
USGS	14103000	2006-01-13	14800	A
USGS	14103000	2006-01-14	15700	A
USGS	14103000	2006-01-15	15200	A
USGS	14103000	2006-01-16	13400	A
USGS	14103000	2006-01-17	13300	A
USGS	14103000	2006-01-18	15100	A
USGS	14103000	2006-01-19	13800	A
USGS	14103000	2006-01-20	12900	A
USGS	14103000	2006-01-21	12300	A
USGS	14103000	2006-01-22	11300	A
USGS	14103000	2006-01-23	10800	A
USGS	14103000	2006-01-24	10000	A
USGS	14103000	2006-01-25	9520	A
USGS	14103000	2006-01-26	9040	A
USGS	14103000	2006-01-27	8540	A
USGS	14103000	2006-01-28	8290	A
USGS	14103000	2006-01-29	8510	A
USGS	14103000	2006-01-30	9080	A
USGS	14103000	2006-01-31	9820	A
USGS	14103000	2006-02-01	11400	A
USGS	14103000	2006-02-02	12000	A
USGS	14103000	2006-02-03	12000	A
USGS	14103000	2006-02-04	11400	A
USGS	14103000	2006-02-05	11400	A
USGS	14103000	2006-02-06	10800	A
USGS	14103000	2006-02-07	10200	A
USGS	14103000	2006-02-08	9400	A
USGS	14103000	2006-02-09	8870	A
USGS	14103000	2006-02-10	8530	A
USGS	14103000	2006-02-11	8200	A
USGS	14103000	2006-02-12	7950	A
USGS	14103000	2006-02-13	7830	A
USGS	14103000	2006-02-14	7220	A
USGS	14103000	2006-02-15	7060	A
USGS	14103000	2006-02-16	6850	A
USGS	14103000	2006-02-17	6780	A
USGS	14103000	2006-02-18	6810	A
USGS	14103000	2006-02-19	6580	A
USGS	14103000	2006-02-20	6400	A
USGS	14103000	2006-02-21	6170	A
USGS	14103000	2006-02-22	6220	A
USGS	14103000	2006-02-23	6230	A
USGS	14103000	2006-02-24	6210	A
USGS	14103000	2006-02-25	6140	A
USGS	14103000	2006-02-26	6090	A
USGS	14103000	2006-02-27	6100	A
USGS	14103000	2006-02-28	6320	A
USGS	14103000	2006-03-01	6850	A
USGS	14103000	2006-03-02	6700	A
USGS	14103000	2006-03-03	6490	A
USGS	14103000	2006-03-04	6410	A
USGS	14103000	2006-03-05	6370	A
USGS	14103000	2006-03-06	6340	A
USGS	14103000	2006-03-07	6240	A
USGS	14103000	2006-03-08	6020	A
USGS	14103000	2006-03-09	5940	A
USGS	14103000	2006-03-10	5970	A
USGS	14103000	2006-03-11	5990	A
USGS	14103000	2006-03-12	6110	A
USGS	14103000	2006-03-13	6090	A
USGS	14103000	2006-03-14	6080	A
USGS	14103000	2006-03-15	6100	A
USGS	14103000	2006-03-16	6100	A
USGS	14103000	2006-03-17	6240	A
USGS	14103000	2006-03-18	6310	A
USGS	14103000	2006-03-19	6080	A
USGS	14103000	2006-03-20	6190	A
USGS	14103000	2006-03-21	6170	A
USGS	14103000	2006-03-22	6160	A
USGS	14103000	2006-03-23	6110	A
USGS	14103000	2006-03-24	6020	A
USGS	14103000	2006-03-25	6140	A
USGS	14103000	2006-03-26	6710	A
USGS	14103000	2006-03-27	7470	A
USGS	14103000	2006-03-28	7810	A
USGS	14103000	2006-03-29	7880	A
USGS	14103000	2006-03-30	7940	A
USGS	14103000	2006-03-31	7970	A
USGS	14103000	2006-04-01	8050	A
USGS	14103000	2006-04-02	8230	A
USGS	14103000	2006-04-03	8390	A
USGS	14103000	2006-04-04	8670	A
USGS	14103000	2006-04-05	8770	A
USGS	14103000	2006-04-06	9000	A
USGS	14103000	2006-04-07	9540	A
USGS	14103000	2006-04-08	9720	A
USGS	14103000	2006-04-09	10300	A
USGS	14103000	2006-04-10	11100	A
USGS	14103000	2006-04-11	11700	A
USGS	14103000	2006-04-12	10800	A
USGS	14103000	2006-04-13	10600	A
USGS	14103000	2006-04-14	10400	A
USGS	14103000	2006-04-15	10600	A
USGS	14103000	2006-04-16	10700	A
USGS	14103000	2006-04-17	10600	A
USGS	14103000	2006-04-18	10400	A
USGS	14103000	2006-04-19	10200	A
USGS	14103000	2006-04-20	9890	A
USGS	14103000	2006-04-21	9720	A
USGS	14103000	2006-04-22	9630	A
USGS	14103000	2006-04-23	9520	A
USGS	14103000	2006-04-24	9330	A
USGS	14103000	2006-04-25	9270	A
USGS	14103000	2006-04-26	9130	A
USGS	14103000	2006-04-27	8960	A
USGS	14103000	2006-04-28	8940	A
USGS	14103000	2006-04-29	8900	A
USGS	14103000	2006-04-30	9200	A
USGS	14103000	2006-05-01	9360	A
USGS	14103000	2006-05-02	9190	A
USGS	14103000	2006-05-03	8970	A
USGS	14103000	2006-05-04	8590	A
USGS	14103000	2006-05-05	8310	A
USGS	14103000	2006-05-06	8010	A
USGS	14103000	2006-05-07	7810	A
USGS	14103000	2006-05-08	7620	A
USGS	14103000	2006-05-09	7300	A
USGS	14103000	2006-05-10	7160	A
USGS	14103000	2006-05-11	6990	A
USGS	14103000	2006-05-12	6530	A
USGS	14103000	2006-05-13	6130	A
USGS	14103000	2006-05-14	5970	A
USGS	14103000	2006-05-15	5970	A
USGS	14103000	2006-05-16	6100	A
USGS	14103000	2006-05-17	6350	A
USGS	14103000	2006-05-18	6720	A
USGS	14103000	2006-05-19	7370	A
USGS	14103000	2006-05-20	7840	A
USGS	14103000	2006-05-21	7870	A
USGS	14103000	2006-05-22	7830	A
USGS	14103000	2006-05-23	7690	A
USGS	14103000	2006-05-24	7750	A
USGS	14103000	2006-05-25	7640	A
USGS	14103000	2006-05-26	7220	A
USGS	14103000	2006-05-27	6850	A
USGS	14103000	2006-05-28	6570	A
USGS	14103000	2006-05-29	6460	A
USGS	14103000	2006-05-30	6230	A
USGS	14103000	2006-05-31	6040	A
USGS	14103000	2006-06-01	5890	A
USGS	14103000	2006-06-02	5800	A
USGS	14103000	2006-06-03	6110	A
USGS	14103000	2006-06-04	6480	A
USGS	14103000	2006-06-05	6990	A
USGS	14103000	2006-06-06	7070	A
USGS	14103000	2006-06-07	7020	A
USGS	14103000	2006-06-08	6880	A
USGS	14103000	2006-06-09	6700	A
USGS	14103000	2006-06-10	6450	A
USGS	14103000	2006-06-11	6080	A
USGS	14103000	2006-06-12	6000	A
USGS	14103000	2006-06-13	5980	A
USGS	14103000	2006-06-14	6220	A
USGS	14103000	2006-06-15	6150	A
USGS	14103000	2006-06-16	5890	A
USGS	14103000	2006-06-17	5700	A
USGS	14103000	2006-06-18	5810	A
USGS	14103000	2006-06-19	5900	A
USGS	14103000	2006-06-20	5740	A
USGS	14103000	2006-06-21	5520	A
USGS	14103000	2006-06-22	5320	A
USGS	14103000	2006-06-23	5150	A
USGS	14103000	2006-06-24	5030	A
USGS	14103000	2006-06-25	4990	A
USGS	14103000	2006-06-26	4970	A
USGS	14103000	2006-06-27	4980	A
USGS	14103000	2006-06-28	4990	A
USGS	14103000	2006-06-29	5090	A
USGS	14103000	2006-06-30	5150	A
USGS	14103000	2006-07-01	5300	A
USGS	14103000	2006-07-02	5350	A
USGS	14103000	2006-07-03	5190	A
USGS	14103000	2006-07-04	5050	A
USGS	14103000	2006-07-05	5110	A
USGS	14103000	2006-07-06	5070	A
USGS	14103000	2006-07-07	4970	A
USGS	14103000	2006-07-08	4930	A
USGS	14103000	2006-07-09	4750	A
USGS	14103000	2006-07-10	4690	A
USGS	14103000	2006-07-11	4690	A
USGS	14103000	2006-07-12	4710	A
USGS	14103000	2006-07-13	4610	A
USGS	14103000	2006-07-14	4500	A
USGS	14103000	2006-07-15	4630	A
USGS	14103000	2006-07-16	4370	A
USGS	14103000	2006-07-17	4640	A
USGS	14103000	2006-07-18	4600	A
USGS	14103000	2006-07-19	4480	A
USGS	14103000	2006-07-20	4550	A
USGS	14103000	2006-07-21	4440	A
USGS	14103000	2006-07-22	4440	A
USGS	14103000	2006-07-23	4470	A
USGS	14103000	2006-07-24	4510	A
USGS	14103000	2006-07-25	4650	A
USGS	14103000	2006-07-26	4520	A
USGS	14103000	2006-07-27	4460	A
USGS	14103000	2006-07-28	4360	A
USGS	14103000	2006-07-29	4370	A
USGS	14103000	2006-07-30	4370	A
USGS	14103000	2006-07-31	4430	A
USGS	14103000	2006-08-01	4430	A
USGS	14103000	2006-08-02	4370	A
USGS	14103000	2006-08-03	4360	A
USGS	14103000	2006-08-04	4360	A
USGS	14103000	2006-08-05	4360	A
USGS	14103000	2006-08-06	4360	A
USGS	14103000	2006-08-07	4350	A
USGS	14103000	2006-08-08	4370	A
USGS	14103000	2006-08-09	4430	A
USGS	14103000	2006-08-10	4580	A
USGS	14103000	2006-08-11	4470	A
USGS	14103000	2006-08-12	4460	A
USGS	14103000	2006-08-13	4400	A
USGS	14103000	2006-08-14	4380	A
USGS	14103000	2006-08-15	4350	A
USGS	14103000	2006-08-16	4340	A
USGS	14103000	2006-08-17	4360	A
USGS	14103000	2006-08-18	4370	A
USGS	14103000	2006-08-19	4430	A
USGS	14103000	2006-08-20	4340	A
USGS	14103000	2006-08-21	4370	A
USGS	14103000	2006-08-22	4470	A
USGS	14103000	2006-08-23	4470	A
USGS	14103000	2006-08-24	4450	A
USGS	14103000	2006-08-25	4400	A
USGS	14103000	2006-08-26	4350	A
USGS	14103000	2006-08-27	4350	A
USGS	14103000	2006-08-28	4350	A
USGS	14103000	2006-08-29	4350	A
USGS	14103000	2006-08-30	4350	A
USGS	14103000	2006-08-31	4360	A
USGS	14103000	2006-09-01	4360	A
USGS	14103000	2006-09-02	4360	A
USGS	14103000	2006-09-03	4350	A
USGS	14103000	2006-09-04	4350	A
USGS	14103000	2006-09-05	4350	A
USGS	14103000	2006-09-06	4360	A
USGS	14103000	2006-09-07	4360	A
USGS	14103000	2006-09-08	4370	A
USGS	14103000	2006-09-09	4360	A
USGS	14103000	2006-09-10	4310	A
USGS	14103000	2006-09-11	4310	A
USGS	14103000	2006-09-12	4310	A
USGS	14103000	2006-09-13	4350	A
USGS	14103000	2006-09-14	4340	A
USGS	14103000	2006-09-15	4350	A
USGS	14103000	2006-09-16	4380	A
USGS	14103000	2006-09-17	4460	A
USGS	14103000	2006-09-18	4490	A
USGS	14103000	2006-09-19	4500	A
USGS	14103000	2006-09-20	4570	A
USGS	14103000	2006-09-21	4610	A
USGS	14103000	2006-09-22	4560	A
USGS	14103000	2006-09-23	4560	A
USGS	14103000	2006-09-24	4540	A
USGS	14103000	2006-09-25	4540	A
USGS	14103000	2006-09-26	4500	A
USGS	14103000	2006-09-27	4490	A
USGS	14103000	2006-09-28	4460	A
USGS	14103000	2006-09-29	4390	A
USGS	14103000	2006-09-30	4380	A
USGS	14103000	2006-10-01	4380	A
USGS	14103000	2006-10-02	4390	A
USGS	14103000	2006-10-03	4400	A
USGS	14103000	2006-10-04	4420	A
USGS	14103000	2006-10-05	4430	A
USGS	14103000	2006-10-06	4410	A
