# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-10-18 14:50:44 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12510500 YAKIMA RIVER AT KIONA, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 12510500
#            TS   parameter     statistic     Description
#        150108       00060     00003     Discharge, cubic feet per second (Mean)
#        150109       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=12510500&ts_ids=150108,150109]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	150108_00060_00003	150108_00060_00003_cd	150109_00065_00003	150109_00065_00003_cd
USGS	12510500	2005-02-08	2940	A	5.32	A
USGS	12510500	2005-02-09	2830	A	5.22	A
USGS	12510500	2005-02-10	2690	A	5.10	A
USGS	12510500	2005-02-11	2640	A	5.06	A
USGS	12510500	2005-02-12	2570	A	5.00	A
USGS	12510500	2005-02-13	2540	A	4.97	A
USGS	12510500	2005-02-14	2490	A	4.93	A
USGS	12510500	2005-02-15	2420	A	4.87	A
USGS	12510500	2005-02-16	2350	A	4.80	A
USGS	12510500	2005-02-17	2210	A	4.67	A
USGS	12510500	2005-02-18	2150	A	4.62	A
USGS	12510500	2005-02-19	2130	A	4.60	A
USGS	12510500	2005-02-20	2130	A	4.60	A
USGS	12510500	2005-02-21	2130	A	4.60	A
USGS	12510500	2005-02-22	2120	A	4.59	A
USGS	12510500	2005-02-23	2070	A	4.54	A
USGS	12510500	2005-02-24	2020	A	4.50	A
USGS	12510500	2005-02-25	2000	A	4.48	A
USGS	12510500	2005-02-26	1990	A	4.46	A
USGS	12510500	2005-02-27	1950	A	4.42	A
USGS	12510500	2005-02-28	1930	A	4.39	A
USGS	12510500	2005-03-01	1900	A	4.36	A
USGS	12510500	2005-03-02	1940	A	4.39	A
USGS	12510500	2005-03-03	1920	A	4.36	A
USGS	12510500	2005-03-04	1910	A	4.35	A
USGS	12510500	2005-03-05	1850	A	4.29	A
USGS	12510500	2005-03-06	1820	A	4.25	A
USGS	12510500	2005-03-07	1820	A	4.25	A
USGS	12510500	2005-03-08	1810	A	4.24	A
USGS	12510500	2005-03-09	1830	A	4.24	A
USGS	12510500	2005-03-10	1860	A	4.27	A
USGS	12510500	2005-03-11	1900	A	4.30	A
USGS	12510500	2005-03-12	1910	A	4.31	A
USGS	12510500	2005-03-13	1890	A	4.28	A
USGS	12510500	2005-03-14	1910	A	4.29	A
USGS	12510500	2005-03-15	1730	A	4.13	A
USGS	12510500	2005-03-16	1550	A	3.97	A
USGS	12510500	2005-03-17	1600	A	4.00	A
USGS	12510500	2005-03-18	1590	A	3.98	A
USGS	12510500	2005-03-19	1500	A	3.91	A
USGS	12510500	2005-03-20	1460	A	3.88	A
USGS	12510500	2005-03-21	1450	A	3.86	A
USGS	12510500	2005-03-22	1180	A	3.63	A
USGS	12510500	2005-03-23	939	A	3.42	A
USGS	12510500	2005-03-24	941	A	3.42	A
USGS	12510500	2005-03-25	886	A	3.36	A
USGS	12510500	2005-03-26	813	A	3.28	A
USGS	12510500	2005-03-27	885	A	3.35	A
USGS	12510500	2005-03-28	1110	A	3.54	A
USGS	12510500	2005-03-29	1570	A	3.90	A
USGS	12510500	2005-03-30	1780	A	4.08	A
USGS	12510500	2005-03-31	1600	A	3.92	A
USGS	12510500	2005-04-01	1450	A	3.80	A
USGS	12510500	2005-04-02	1230	A	3.62	A
USGS	12510500	2005-04-03	1270	A	3.65	A
USGS	12510500	2005-04-04	1450	A	3.79	A
USGS	12510500	2005-04-05	1350	A	3.70	A
USGS	12510500	2005-04-06	1200	A	3.58	A
USGS	12510500	2005-04-07	1210	A	3.58	A
USGS	12510500	2005-04-08	1320	A	3.66	A
USGS	12510500	2005-04-09	1370	A	3.69	A
USGS	12510500	2005-04-10	1310	A	3.65	A
USGS	12510500	2005-04-11	1300	A	3.63	A
USGS	12510500	2005-04-12	1260	A	3.59	A
USGS	12510500	2005-04-13	1210	A	3.55	A
USGS	12510500	2005-04-14	1020	A	3.37	A
USGS	12510500	2005-04-15	900	A	3.26	A
USGS	12510500	2005-04-16	810	A	3.16	A
USGS	12510500	2005-04-17	880	A	3.23	A
USGS	12510500	2005-04-18	1110	A	3.44	A
USGS	12510500	2005-04-19	1150	A	3.46	A
USGS	12510500	2005-04-20	1000	A	3.33	A
USGS	12510500	2005-04-21	867	A	3.19	A
USGS	12510500	2005-04-22	819	A	3.14	A
USGS	12510500	2005-04-23	774	A	3.08	A
USGS	12510500	2005-04-24	1080	A	3.37	A
USGS	12510500	2005-04-25	1480	A	3.69	A
USGS	12510500	2005-04-26	2090	A	4.23	A
USGS	12510500	2005-04-27	2300	A	4.41	A
USGS	12510500	2005-04-28	2470	A	4.57	A
USGS	12510500	2005-04-29	2540	A	4.62	A
USGS	12510500	2005-04-30	2210	A	4.31	A
USGS	12510500	2005-05-01	1590	A	3.76	A
USGS	12510500	2005-05-02	1410	A	3.60	A
USGS	12510500	2005-05-03	1290	A	3.50	A
USGS	12510500	2005-05-04	1110	A	3.35	A
USGS	12510500	2005-05-05	949	A	3.19	A
USGS	12510500	2005-05-06	902	A	3.14	A
USGS	12510500	2005-05-07	963	A	3.21	A
USGS	12510500	2005-05-08	935	A	3.19	A
USGS	12510500	2005-05-09	849	A	3.12	A
USGS	12510500	2005-05-10	970	A	3.24	A
USGS	12510500	2005-05-11	2300	A	4.40	A
USGS	12510500	2005-05-12	3510	A	5.44	A
USGS	12510500	2005-05-13	3070	A	5.10	A
USGS	12510500	2005-05-14	2620	A	4.72	A
USGS	12510500	2005-05-15	2220	A	4.38	A
USGS	12510500	2005-05-16	2160	A	4.33	A
USGS	12510500	2005-05-17	2290	A	4.47	A
USGS	12510500	2005-05-18	2270	A	4.45	A
USGS	12510500	2005-05-19	2090	A	4.29	A
USGS	12510500	2005-05-20	2020	A	4.24	A
USGS	12510500	2005-05-21	2030	A	4.26	A
USGS	12510500	2005-05-22	1990	A	4.23	A
USGS	12510500	2005-05-23	1920	A	4.17	A
USGS	12510500	2005-05-24	1850	A	4.12	A
USGS	12510500	2005-05-25	1410	A	3.75	A
USGS	12510500	2005-05-26	1060	A	3.48	A
USGS	12510500	2005-05-27	834	A	3.27	A
USGS	12510500	2005-05-28	741	A	3.19	A
USGS	12510500	2005-05-29	745	A	3.20	A
USGS	12510500	2005-05-30	807	A	3.28	A
USGS	12510500	2005-05-31	855	A	3.33	A
USGS	12510500	2005-06-01	908	A	3.40	A
USGS	12510500	2005-06-02	870	A	3.37	A
USGS	12510500	2005-06-03	951	A	3.46	A
USGS	12510500	2005-06-04	935	A	3.45	A
USGS	12510500	2005-06-05	803	A	3.33	A
USGS	12510500	2005-06-06	750	A	3.28	A
USGS	12510500	2005-06-07	820	A	3.36	A
USGS	12510500	2005-06-08	1090	A	3.63	A
USGS	12510500	2005-06-09	1350	A		
USGS	12510500	2005-06-10	1600	A:e		
USGS	12510500	2005-06-11	1620	A:e		
USGS	12510500	2005-06-12	1280	A:e		
USGS	12510500	2005-06-13	1080	A	3.67	A
USGS	12510500	2005-06-14	985	A	3.59	A
USGS	12510500	2005-06-15	913	A	3.53	A
USGS	12510500	2005-06-16	794	A	3.43	A
USGS	12510500	2005-06-17	777	A	3.45	A
USGS	12510500	2005-06-18	810	A	3.53	A
USGS	12510500	2005-06-19	832	A	3.59	A
USGS	12510500	2005-06-20	872	A	3.68	A
USGS	12510500	2005-06-21	937	A	3.78	A
USGS	12510500	2005-06-22	802	A	3.69	A
USGS	12510500	2005-06-23	732	A	3.66	A
USGS	12510500	2005-06-24	724	A	3.70	A
USGS	12510500	2005-06-25	749	A	3.77	A
USGS	12510500	2005-06-26	755	A	3.82	A
USGS	12510500	2005-06-27	759	A	3.86	A
USGS	12510500	2005-06-28	763	A	3.91	A
USGS	12510500	2005-06-29	825	A	4.02	A
USGS	12510500	2005-06-30	830	A	4.07	A
USGS	12510500	2005-07-01	753	A	4.03	A
USGS	12510500	2005-07-02	767	A	4.09	A
USGS	12510500	2005-07-03	766	A	4.13	A
USGS	12510500	2005-07-04	822	A	4.23	A
USGS	12510500	2005-07-05	900	A	4.35	A
USGS	12510500	2005-07-06	924	A	4.42	A
USGS	12510500	2005-07-07	841	A	4.38	A
USGS	12510500	2005-07-08	817	A	4.40	A
USGS	12510500	2005-07-09	846	A	4.47	A
USGS	12510500	2005-07-10	919	A	4.59	A
USGS	12510500	2005-07-11	1070	A	4.77	A
USGS	12510500	2005-07-12	1040	A	4.79	A
USGS	12510500	2005-07-13	1030	A	4.82	A
USGS	12510500	2005-07-14	888	A	4.73	A
USGS	12510500	2005-07-15	801	A	4.69	A
USGS	12510500	2005-07-16	736	A	4.66	A
USGS	12510500	2005-07-17	728	A	4.70	A
USGS	12510500	2005-07-18	723	A	4.73	A
USGS	12510500	2005-07-19	685	A	4.74	A
USGS	12510500	2005-07-20	753	A	4.85	A
USGS	12510500	2005-07-21	629	A	4.76	A
USGS	12510500	2005-07-22	563	A	4.72	A
USGS	12510500	2005-07-23	716	A	4.94	A
USGS	12510500	2005-07-24	906	A	5.18	A
USGS	12510500	2005-07-25	1120	A	5.42	A
USGS	12510500	2005-07-26	1100	A	5.45	A
USGS	12510500	2005-07-27	1050	A	5.42	A
USGS	12510500	2005-07-28	947	A	5.35	A
USGS	12510500	2005-07-29	768	A	5.19	A
USGS	12510500	2005-07-30	678	A	5.12	A
USGS	12510500	2005-07-31	599	A	5.04	A
USGS	12510500	2005-08-01	620	A	5.09	A
USGS	12510500	2005-08-02	709	A	5.21	A
USGS	12510500	2005-08-03	786	A	5.32	A
USGS	12510500	2005-08-04	834	A	5.39	A
USGS	12510500	2005-08-05	792	A	5.37	A
USGS	12510500	2005-08-06	772	A	5.37	A
USGS	12510500	2005-08-07	737	A	5.35	A
USGS	12510500	2005-08-08	753	A	5.39	A
USGS	12510500	2005-08-09	819	A	5.48	A
USGS	12510500	2005-08-10	854	A	5.54	A
USGS	12510500	2005-08-11	828	A	5.53	A
USGS	12510500	2005-08-12	822	A	5.55	A
USGS	12510500	2005-08-13	830	A	5.58	A
USGS	12510500	2005-08-14	1030	A	5.79	A
USGS	12510500	2005-08-15	1130	A	5.90	A
USGS	12510500	2005-08-16	1170	A	5.96	A
USGS	12510500	2005-08-17	1010	A	5.83	A
USGS	12510500	2005-08-18	955	A	5.81	A
USGS	12510500	2005-08-19	937	A	5.79	A
USGS	12510500	2005-08-20	965	A	5.81	A
USGS	12510500	2005-08-21	903	A	5.75	A
USGS	12510500	2005-08-22	882	A	5.72	A
USGS	12510500	2005-08-23	909	A	5.74	A
USGS	12510500	2005-08-24	883	A	5.71	A
USGS	12510500	2005-08-25	858	A	5.68	A
USGS	12510500	2005-08-26	980	A	5.80	A
USGS	12510500	2005-08-27	1030	A	5.83	A
USGS	12510500	2005-08-28	1050	A	5.85	A
USGS	12510500	2005-08-29	1040	A	5.83	A
USGS	12510500	2005-08-30	1250	A	6.01	A
USGS	12510500	2005-08-31	1290	A	6.03	A
USGS	12510500	2005-09-01	1280	A	6.02	A
USGS	12510500	2005-09-02	1300	A	6.03	A
USGS	12510500	2005-09-03	1420	A	6.12	A
USGS	12510500	2005-09-04	1310	A	6.03	A
USGS	12510500	2005-09-05	1190	A	5.93	A
USGS	12510500	2005-09-06	1360	A	6.06	A
USGS	12510500	2005-09-07	1640	A	6.27	A
USGS	12510500	2005-09-08	1400	A	6.08	A
USGS	12510500	2005-09-09	1240	A	5.95	A
USGS	12510500	2005-09-10	1260	A	5.96	A
USGS	12510500	2005-09-11	1300	A	5.98	A
USGS	12510500	2005-09-12	1590	A	6.21	A
USGS	12510500	2005-09-13	1810	A	6.38	A
USGS	12510500	2005-09-14	1600	A	6.20	A
USGS	12510500	2005-09-15	1310	A	5.97	A
USGS	12510500	2005-09-16	1200	A	5.88	A
USGS	12510500	2005-09-17	1190	A	5.86	A
USGS	12510500	2005-09-18	1320	A	5.96	A
USGS	12510500	2005-09-19	1410	A	6.03	A
USGS	12510500	2005-09-20	1500	A	6.09	A
USGS	12510500	2005-09-21			5.99	A
USGS	12510500	2005-09-22			5.89	A
USGS	12510500	2005-09-23			5.90	A
USGS	12510500	2005-09-24			5.83	A
USGS	12510500	2005-09-25			5.82	A
USGS	12510500	2005-09-26			5.83	A
USGS	12510500	2005-09-27			5.77	A
USGS	12510500	2005-09-28			5.75	A
USGS	12510500	2005-09-29			5.69	A
USGS	12510500	2005-09-30	1200	A	5.80	A
USGS	12510500	2005-10-01	1580	A	6.10	A
USGS	12510500	2005-10-02	2020	A	6.48	A
USGS	12510500	2005-10-03	2770	A	7.15	A
USGS	12510500	2005-10-04	2490	A	6.91	A
USGS	12510500	2005-10-05	2130	A	6.57	A
USGS	12510500	2005-10-06	1840	A	6.29	A
USGS	12510500	2005-10-07	1520	A	6.01	A
USGS	12510500	2005-10-08	1330	A	5.86	A
USGS	12510500	2005-10-09	1300	A	5.83	A
USGS	12510500	2005-10-10	1230	A	5.77	A
USGS	12510500	2005-10-11	1180	A	5.73	A
USGS	12510500	2005-10-12	1130	A	5.67	A
USGS	12510500	2005-10-13	1050	A	5.60	A
USGS	12510500	2005-10-14	1200	A	5.72	A
USGS	12510500	2005-10-15	1920	A	6.33	A
USGS	12510500	2005-10-16	2200	A	6.57	A
USGS	12510500	2005-10-17	1840	A	6.23	A
USGS	12510500	2005-10-18	1570	A	5.99	A
USGS	12510500	2005-10-19	1690	A	6.08	A
USGS	12510500	2005-10-20	1850	A	6.22	A
USGS	12510500	2005-10-21	2090	A	6.44	A
USGS	12510500	2005-10-22	2140	A	6.46	A
USGS	12510500	2005-10-23	1960	A	6.28	A
USGS	12510500	2005-10-24	1910	A	6.21	A
USGS	12510500	2005-10-25	1920	A	6.21	A
USGS	12510500	2005-10-26	1920	A	6.18	A
USGS	12510500	2005-10-27	1940	A	6.19	A
USGS	12510500	2005-10-28	1870	A	6.10	A
USGS	12510500	2005-10-29	1840	A	6.06	A
USGS	12510500	2005-10-30	1810	A	6.02	A
USGS	12510500	2005-10-31	1800	A	5.98	A
USGS	12510500	2005-11-01	1830	A	5.99	A
USGS	12510500	2005-11-02	2150	A	6.28	A
USGS	12510500	2005-11-03	2450	A	6.54	A
USGS	12510500	2005-11-04	2420	A	6.50	A
USGS	12510500	2005-11-05	2340	A	6.40	A
USGS	12510500	2005-11-06	2320	A	6.37	A
USGS	12510500	2005-11-07	2350	A	6.38	A
USGS	12510500	2005-11-08	2270	A	6.29	A
USGS	12510500	2005-11-09	2160	A	6.17	A
USGS	12510500	2005-11-10	2060	A	6.06	A
USGS	12510500	2005-11-11	1960	A	5.94	A
USGS	12510500	2005-11-12	1880	A	5.85	A
USGS	12510500	2005-11-13	1990	A	5.94	A
USGS	12510500	2005-11-14	2030	A	5.96	A
USGS	12510500	2005-11-15	2040	A	5.96	A
USGS	12510500	2005-11-16	2110	A	6.00	A
USGS	12510500	2005-11-17	2130	A	6.00	A
USGS	12510500	2005-11-18	2050	A	5.91	A
USGS	12510500	2005-11-19	2020	A	5.86	A
USGS	12510500	2005-11-20	2020	A	5.85	A
USGS	12510500	2005-11-21	2050	A	5.85	A
USGS	12510500	2005-11-22	2100	A	5.88	A
USGS	12510500	2005-11-23	2120	A	5.88	A
USGS	12510500	2005-11-24	2100	A	5.85	A
USGS	12510500	2005-11-25	2130	A	5.86	A
USGS	12510500	2005-11-26	2140	A	5.85	A
USGS	12510500	2005-11-27	2100	A	5.80	A
USGS	12510500	2005-11-28	2050	A	5.73	A
USGS	12510500	2005-11-29	1990	A	5.66	A
USGS	12510500	2005-11-30	1780	A	5.46	A
USGS	12510500	2005-12-01	2010	A	5.64	A
USGS	12510500	2005-12-02	1900	A	5.52	A
USGS	12510500	2005-12-03	1780	A	5.39	A
USGS	12510500	2005-12-04	1820	A	5.40	A
USGS	12510500	2005-12-05	1820	A	5.39	A
USGS	12510500	2005-12-06	1800	A	5.35	A
USGS	12510500	2005-12-07	1850	A	5.38	A
USGS	12510500	2005-12-08	1840	A	5.35	A
USGS	12510500	2005-12-09	1770	A	5.26	A
USGS	12510500	2005-12-10	1590	A	5.09	A
USGS	12510500	2005-12-11	1500	A:e	5.17	A
USGS	12510500	2005-12-12	1500	A:e	6.03	A
USGS	12510500	2005-12-13	1500	A:e	6.35	A
USGS	12510500	2005-12-14	1600	A:e	6.72	A
USGS	12510500	2005-12-15	1700	A:e	7.29	A
USGS	12510500	2005-12-16	1600	A:e	7.35	A
USGS	12510500	2005-12-17	1400	A:e	7.08	A
USGS	12510500	2005-12-18	1300	A:e	6.82	A
USGS	12510500	2005-12-19	1300	A:e	5.95	A
USGS	12510500	2005-12-20	1420	A	4.74	A
USGS	12510500	2005-12-21	1550	A	4.81	A
USGS	12510500	2005-12-22	1710	A	4.91	A
USGS	12510500	2005-12-23	1740	A	4.92	A
USGS	12510500	2005-12-24	2100	A	5.24	A
USGS	12510500	2005-12-25	3290	A	6.23	A
USGS	12510500	2005-12-26	4940	A	7.48	A
USGS	12510500	2005-12-27	5010	A	7.50	A
USGS	12510500	2005-12-28	4860	A	7.37	A
USGS	12510500	2005-12-29	5160	A	7.56	A
USGS	12510500	2005-12-30	4960	A	7.40	A
USGS	12510500	2005-12-31	4640	A	7.14	A
USGS	12510500	2006-01-01	4800	A	7.24	A
USGS	12510500	2006-01-02	4390	A	6.92	A
USGS	12510500	2006-01-03	4040	A	6.63	A
USGS	12510500	2006-01-04	3750	A	6.39	A
USGS	12510500	2006-01-05	3410	A	6.10	A
USGS	12510500	2006-01-06	3180	A	5.90	A
USGS	12510500	2006-01-07	3190	A	5.88	A
USGS	12510500	2006-01-08	3750	A	6.30	A
USGS	12510500	2006-01-09	4490	A	6.84	A
USGS	12510500	2006-01-10	4410	A	6.75	A
USGS	12510500	2006-01-11	6340	A	8.05	A
USGS	12510500	2006-01-12	9370	A	9.89	A
USGS	12510500	2006-01-13	8910	A	9.61	A
USGS	12510500	2006-01-14	8380	A	9.27	A
USGS	12510500	2006-01-15	7450	A	8.68	A
USGS	12510500	2006-01-16	6530	A	8.08	A
USGS	12510500	2006-01-17	5990	A	7.70	A
USGS	12510500	2006-01-18	5990	A	7.68	A
USGS	12510500	2006-01-19	5640	A	7.42	A
USGS	12510500	2006-01-20	5180	A	7.08	A
USGS	12510500	2006-01-21	4880	A	6.84	A
USGS	12510500	2006-01-22	4650	A	6.66	A
USGS	12510500	2006-01-23	4400	A	6.46	A
USGS	12510500	2006-01-24	4210	A	6.30	A
USGS	12510500	2006-01-25	4100	A	6.19	A
USGS	12510500	2006-01-26	3890	A	6.01	A
USGS	12510500	2006-01-27	3750	A	5.88	A
USGS	12510500	2006-01-28	3630	A	5.76	A
USGS	12510500	2006-01-29	3590	A	5.70	A
USGS	12510500	2006-01-30	3710	A	5.78	A
USGS	12510500	2006-01-31	4730	A	6.51	A
USGS	12510500	2006-02-01	5370	A	6.95	A
USGS	12510500	2006-02-02	5250	A	6.86	A
USGS	12510500	2006-02-03	5250	A	6.85	A
USGS	12510500	2006-02-04	5230	A	6.83	A
USGS	12510500	2006-02-05	5550	A	7.05	A
USGS	12510500	2006-02-06	5600	A	7.08	A
USGS	12510500	2006-02-07	5200	A	6.80	A
USGS	12510500	2006-02-08	4920	A	6.60	A
USGS	12510500	2006-02-09	4710	A	6.44	A
USGS	12510500	2006-02-10	4530	A	6.31	A
USGS	12510500	2006-02-11	4250	A	6.10	A
USGS	12510500	2006-02-12	4080	A	5.97	A
USGS	12510500	2006-02-13	3930	A	5.86	A
USGS	12510500	2006-02-14	3810	A	5.76	A
USGS	12510500	2006-02-15	3710	A	5.67	A
USGS	12510500	2006-02-16	3570	A	5.55	A
USGS	12510500	2006-02-17	3360	A	5.38	A
USGS	12510500	2006-02-18	3160	A	5.21	A
USGS	12510500	2006-02-19	2840	A	4.93	A
USGS	12510500	2006-02-20	2810	A	4.90	A
USGS	12510500	2006-02-21	2960	A	5.03	A
USGS	12510500	2006-02-22	3190	A	5.22	A
USGS	12510500	2006-02-23	3130	A	5.16	A
USGS	12510500	2006-02-24	2990	A	5.03	A
USGS	12510500	2006-02-25	2980	A	5.02	A
USGS	12510500	2006-02-26	2890	A	4.94	A
USGS	12510500	2006-02-27	2830	A	4.88	A
USGS	12510500	2006-02-28	2870	A	4.90	A
USGS	12510500	2006-03-01	3020	A	5.03	A
USGS	12510500	2006-03-02	3240	A	5.21	A
USGS	12510500	2006-03-03	3130	A	5.12	A
USGS	12510500	2006-03-04	3150	A	5.13	A
USGS	12510500	2006-03-05	3130	A	5.11	A
USGS	12510500	2006-03-06	3140	A	5.11	A
USGS	12510500	2006-03-07	3130	A	5.09	A
USGS	12510500	2006-03-08	3120	A	5.08	A
USGS	12510500	2006-03-09	3120	A	5.08	A
USGS	12510500	2006-03-10	3140	A	5.09	A
USGS	12510500	2006-03-11	3120	A	5.07	A
USGS	12510500	2006-03-12	3050	A	5.00	A
USGS	12510500	2006-03-13	2950	A	4.91	A
USGS	12510500	2006-03-14	2890	A	4.85	A
USGS	12510500	2006-03-15	2840	A	4.80	A
USGS	12510500	2006-03-16	2810	A	4.77	A
USGS	12510500	2006-03-17	2820	A	4.76	A
USGS	12510500	2006-03-18	2820	A	4.76	A
USGS	12510500	2006-03-19	2830	A	4.76	A
USGS	12510500	2006-03-20	2740	A	4.67	A
USGS	12510500	2006-03-21	2370	A	4.32	A
USGS	12510500	2006-03-22	2230	A	4.19	A
USGS	12510500	2006-03-23	2320	A	4.26	A
USGS	12510500	2006-03-24	2410	A	4.34	A
USGS	12510500	2006-03-25	2550	A	4.47	A
USGS	12510500	2006-03-26	2840	A	4.73	A
USGS	12510500	2006-03-27	3160	A	5.02	A
USGS	12510500	2006-03-28	3200	A	5.04	A
USGS	12510500	2006-03-29	3200	A	5.04	A
USGS	12510500	2006-03-30	3270	A	5.09	A
USGS	12510500	2006-03-31	3410	A	5.21	A
USGS	12510500	2006-04-01	3630	A	5.40	A
USGS	12510500	2006-04-02	3890	A	5.61	A
USGS	12510500	2006-04-03	4660	A	6.18	A
USGS	12510500	2006-04-04	4630	A	6.15	A
USGS	12510500	2006-04-05	4400	A	5.99	A
USGS	12510500	2006-04-06	4350	A	5.95	A
USGS	12510500	2006-04-07	4670	A	6.17	A
USGS	12510500	2006-04-08	5030	A	6.41	A
USGS	12510500	2006-04-09	5210	A	6.53	A
USGS	12510500	2006-04-10	5760	A	6.88	A
USGS	12510500	2006-04-11	6160	A	7.14	A
USGS	12510500	2006-04-12	6280	A	7.21	A
USGS	12510500	2006-04-13	6120	A	7.11	A
USGS	12510500	2006-04-14	6300	A	7.22	A
USGS	12510500	2006-04-15	6320	A	7.23	A
USGS	12510500	2006-04-16	6270	A	7.20	A
USGS	12510500	2006-04-17	5880	A	6.96	A
USGS	12510500	2006-04-18	5100	A	6.46	A
USGS	12510500	2006-04-19	4500	A	6.06	A
USGS	12510500	2006-04-20	4200	A	5.85	A
USGS	12510500	2006-04-21	4050	A	5.73	A
USGS	12510500	2006-04-22	4550	A	6.09	A
USGS	12510500	2006-04-23	5250	A	6.56	A
USGS	12510500	2006-04-24	5210	A	6.53	A
USGS	12510500	2006-04-25	5070	A	6.44	A
USGS	12510500	2006-04-26	4980	A	6.38	A
USGS	12510500	2006-04-27	4980	A	6.38	A
USGS	12510500	2006-04-28	5000	A	6.39	A
USGS	12510500	2006-04-29	5510	A	6.72	A
USGS	12510500	2006-04-30	7330	A	7.83	A
USGS	12510500	2006-05-01	8940	A	8.75	A
USGS	12510500	2006-05-02	8340	A	8.42	A
USGS	12510500	2006-05-03	6520	A	7.35	A
USGS	12510500	2006-05-04	5350	A	6.62	A
USGS	12510500	2006-05-05	4760	A	6.23	A
USGS	12510500	2006-05-06	4530	A	6.07	A
USGS	12510500	2006-05-07	4580	A	6.11	A
USGS	12510500	2006-05-08	4690	A	6.19	A
