# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-10-18 15:06:02 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14120000 HOOD RIVER AT TUCKER BRIDGE, NEAR HOOD RIVER, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14120000
#            TS   parameter     statistic     Description
#        113482       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	113482_00060_00003	113482_00060_00003_cd
USGS	14120000	2005-08-10	192	A
USGS	14120000	2005-08-11	181	A
USGS	14120000	2005-08-12	183	A
USGS	14120000	2005-08-13	195	A
USGS	14120000	2005-08-14	194	A
USGS	14120000	2005-08-15	188	A
USGS	14120000	2005-08-16	197	A
USGS	14120000	2005-08-17	203	A
USGS	14120000	2005-08-18	189	A
USGS	14120000	2005-08-19	176	A
USGS	14120000	2005-08-20	197	A
USGS	14120000	2005-08-21	219	A
USGS	14120000	2005-08-22	222	A
USGS	14120000	2005-08-23	185	A
USGS	14120000	2005-08-24	162	A
USGS	14120000	2005-08-25	160	A
USGS	14120000	2005-08-26	176	A
USGS	14120000	2005-08-27	204	A
USGS	14120000	2005-08-28	192	A
USGS	14120000	2005-08-29	209	A
USGS	14120000	2005-08-30	170	A
USGS	14120000	2005-08-31	178	A
USGS	14120000	2005-09-01	178	A
USGS	14120000	2005-09-02	180	A
USGS	14120000	2005-09-03	173	A
USGS	14120000	2005-09-04	163	A
USGS	14120000	2005-09-05	155	A
USGS	14120000	2005-09-06	149	A
USGS	14120000	2005-09-07	160	A
USGS	14120000	2005-09-08	171	A
USGS	14120000	2005-09-09	184	A
USGS	14120000	2005-09-10	183	A
USGS	14120000	2005-09-11	170	A
USGS	14120000	2005-09-12	162	A
USGS	14120000	2005-09-13	157	A
USGS	14120000	2005-09-14	159	A
USGS	14120000	2005-09-15	161	A
USGS	14120000	2005-09-16	166	A
USGS	14120000	2005-09-17	165	A
USGS	14120000	2005-09-18	166	A
USGS	14120000	2005-09-19	170	A
USGS	14120000	2005-09-20	174	A
USGS	14120000	2005-09-21	173	A
USGS	14120000	2005-09-22	175	A
USGS	14120000	2005-09-23	175	A
USGS	14120000	2005-09-24	170	A
USGS	14120000	2005-09-25	172	A
USGS	14120000	2005-09-26	175	A
USGS	14120000	2005-09-27	179	A
USGS	14120000	2005-09-28	177	A
USGS	14120000	2005-09-29	186	A
USGS	14120000	2005-09-30	471	A
USGS	14120000	2005-10-01	610	A
USGS	14120000	2005-10-02	430	A
USGS	14120000	2005-10-03	365	A
USGS	14120000	2005-10-04	335	A
USGS	14120000	2005-10-05	324	A
USGS	14120000	2005-10-06	321	A
USGS	14120000	2005-10-07	332	A
USGS	14120000	2005-10-08	317	A
USGS	14120000	2005-10-09	325	A
USGS	14120000	2005-10-10	306	A
USGS	14120000	2005-10-11	310	A
USGS	14120000	2005-10-12	306	A
USGS	14120000	2005-10-13	304	A
USGS	14120000	2005-10-14	322	A
USGS	14120000	2005-10-15	328	A
USGS	14120000	2005-10-16	315	A
USGS	14120000	2005-10-17	325	A
USGS	14120000	2005-10-18	320	A
USGS	14120000	2005-10-19	336	A
USGS	14120000	2005-10-20	419	A
USGS	14120000	2005-10-21	355	A
USGS	14120000	2005-10-22	332	A
USGS	14120000	2005-10-23	324	A
USGS	14120000	2005-10-24	319	A
USGS	14120000	2005-10-25	316	A
USGS	14120000	2005-10-26	341	A
USGS	14120000	2005-10-27	330	A
USGS	14120000	2005-10-28	408	A
USGS	14120000	2005-10-29	412	A
USGS	14120000	2005-10-30	380	A
USGS	14120000	2005-10-31	1350	A
USGS	14120000	2005-11-01	1690	A
USGS	14120000	2005-11-02	1190	A
USGS	14120000	2005-11-03	1020	A
USGS	14120000	2005-11-04	1370	A
USGS	14120000	2005-11-05	1320	A
USGS	14120000	2005-11-06	2010	A
USGS	14120000	2005-11-07	1270	A
USGS	14120000	2005-11-08	984	A
USGS	14120000	2005-11-09	824	A
USGS	14120000	2005-11-10	732	A
USGS	14120000	2005-11-11	781	A
USGS	14120000	2005-11-12	906	A
USGS	14120000	2005-11-13	1450	A
USGS	14120000	2005-11-14	1510	A
USGS	14120000	2005-11-15	1060	A
USGS	14120000	2005-11-16	881	A
USGS	14120000	2005-11-17	770	A
USGS	14120000	2005-11-18	694	A
USGS	14120000	2005-11-19	646	A
USGS	14120000	2005-11-20	607	A
USGS	14120000	2005-11-21	573	A
USGS	14120000	2005-11-22	545	A
USGS	14120000	2005-11-23	522	A
USGS	14120000	2005-11-24	505	A
USGS	14120000	2005-11-25	581	A
USGS	14120000	2005-11-26	650	A
USGS	14120000	2005-11-27	553	A
USGS	14120000	2005-11-28	524	A
USGS	14120000	2005-11-29	535	A
USGS	14120000	2005-11-30	505	A
USGS	14120000	2005-12-01	512	A
USGS	14120000	2005-12-02	523	A
USGS	14120000	2005-12-03	516	A
USGS	14120000	2005-12-04	496	A
USGS	14120000	2005-12-05	478	A
USGS	14120000	2005-12-06	466	A
USGS	14120000	2005-12-07	453	A
USGS	14120000	2005-12-08	440	A
USGS	14120000	2005-12-09	427	A
USGS	14120000	2005-12-10	427	A
USGS	14120000	2005-12-11	420	A
USGS	14120000	2005-12-12	414	A
USGS	14120000	2005-12-13	413	A
USGS	14120000	2005-12-14	400	A
USGS	14120000	2005-12-15	393	A
USGS	14120000	2005-12-16	379	A
USGS	14120000	2005-12-17	372	A
USGS	14120000	2005-12-18	372	A
USGS	14120000	2005-12-19	449	A
USGS	14120000	2005-12-20	506	A
USGS	14120000	2005-12-21	559	A
USGS	14120000	2005-12-22	1540	A
USGS	14120000	2005-12-23	1760	A
USGS	14120000	2005-12-24	1340	A
USGS	14120000	2005-12-25	1310	A
USGS	14120000	2005-12-26	1420	A
USGS	14120000	2005-12-27	1920	A
USGS	14120000	2005-12-28	3380	A
USGS	14120000	2005-12-29	2830	A
USGS	14120000	2005-12-30	2940	A
USGS	14120000	2005-12-31	4400	A
USGS	14120000	2006-01-01	3180	A
USGS	14120000	2006-01-02	2450	A
USGS	14120000	2006-01-03	2020	A
USGS	14120000	2006-01-04	1720	A
USGS	14120000	2006-01-05	1490	A
USGS	14120000	2006-01-06	1450	A
USGS	14120000	2006-01-07	1830	A
USGS	14120000	2006-01-08	1820	A
USGS	14120000	2006-01-09	2230	A
USGS	14120000	2006-01-10	6010	A
USGS	14120000	2006-01-11	5860	A
USGS	14120000	2006-01-12	3850	A
USGS	14120000	2006-01-13	3820	A
USGS	14120000	2006-01-14	3110	A
USGS	14120000	2006-01-15	2520	A
USGS	14120000	2006-01-16	2230	A
USGS	14120000	2006-01-17	4040	A
USGS	14120000	2006-01-18	3190	A
USGS	14120000	2006-01-19	2570	A
USGS	14120000	2006-01-20	2590	A
USGS	14120000	2006-01-21	2240	A
USGS	14120000	2006-01-22	1890	A
USGS	14120000	2006-01-23	1660	A
USGS	14120000	2006-01-24	1540	A
USGS	14120000	2006-01-25	1420	A
USGS	14120000	2006-01-26	1360	A
USGS	14120000	2006-01-27	1340	A
USGS	14120000	2006-01-28	1630	A
USGS	14120000	2006-01-29	1760	A
USGS	14120000	2006-01-30	2900	A
USGS	14120000	2006-01-31	2610	A
USGS	14120000	2006-02-01	3180	A
USGS	14120000	2006-02-02	3410	A
USGS	14120000	2006-02-03	3260	A
USGS	14120000	2006-02-04	3030	A
USGS	14120000	2006-02-05	2480	A
USGS	14120000	2006-02-06	2090	A
USGS	14120000	2006-02-07	1790	A
USGS	14120000	2006-02-08	1610	A
USGS	14120000	2006-02-09	1470	A
USGS	14120000	2006-02-10	1350	A
USGS	14120000	2006-02-11	1250	A
USGS	14120000	2006-02-12	1180	A
USGS	14120000	2006-02-13	1130	A
USGS	14120000	2006-02-14	1090	A
USGS	14120000	2006-02-15	1030	A
USGS	14120000	2006-02-16	978	A
USGS	14120000	2006-02-17	900	A:e
USGS	14120000	2006-02-18	900	A:e
USGS	14120000	2006-02-19	900	A:e
USGS	14120000	2006-02-20	850	A:e
USGS	14120000	2006-02-21	839	A
USGS	14120000	2006-02-22	833	A
USGS	14120000	2006-02-23	886	A
USGS	14120000	2006-02-24	911	A
USGS	14120000	2006-02-25	824	A
USGS	14120000	2006-02-26	801	A
USGS	14120000	2006-02-27	814	A
USGS	14120000	2006-02-28	969	A
USGS	14120000	2006-03-01	914	A
USGS	14120000	2006-03-02	887	A
USGS	14120000	2006-03-03	851	A
USGS	14120000	2006-03-04	828	A
USGS	14120000	2006-03-05	813	A
USGS	14120000	2006-03-06	796	A
USGS	14120000	2006-03-07	787	A
USGS	14120000	2006-03-08	854	A
USGS	14120000	2006-03-09	930	A
USGS	14120000	2006-03-10	848	A
USGS	14120000	2006-03-11	819	A
USGS	14120000	2006-03-12	816	A
USGS	14120000	2006-03-13	773	A
USGS	14120000	2006-03-14	765	A
USGS	14120000	2006-03-15	748	A
USGS	14120000	2006-03-16	745	A
USGS	14120000	2006-03-17	758	A
USGS	14120000	2006-03-18	800	A
USGS	14120000	2006-03-19	759	A
USGS	14120000	2006-03-20	746	A
USGS	14120000	2006-03-21	736	A
USGS	14120000	2006-03-22	726	A
USGS	14120000	2006-03-23	732	A
USGS	14120000	2006-03-24	758	A
USGS	14120000	2006-03-25	792	A
USGS	14120000	2006-03-26	788	A
USGS	14120000	2006-03-27	765	A
USGS	14120000	2006-03-28	777	A
USGS	14120000	2006-03-29	832	A
USGS	14120000	2006-03-30	888	A
USGS	14120000	2006-03-31	864	A
USGS	14120000	2006-04-01	885	A
USGS	14120000	2006-04-02	867	A
USGS	14120000	2006-04-03	861	A
USGS	14120000	2006-04-04	904	A
USGS	14120000	2006-04-05	911	A
USGS	14120000	2006-04-06	949	A
USGS	14120000	2006-04-07	928	A
USGS	14120000	2006-04-08	1040	A
USGS	14120000	2006-04-09	1130	A
USGS	14120000	2006-04-10	1130	A
USGS	14120000	2006-04-11	1090	A
USGS	14120000	2006-04-12	1070	A
USGS	14120000	2006-04-13	1130	A
USGS	14120000	2006-04-14	1430	A
USGS	14120000	2006-04-15	1500	A
USGS	14120000	2006-04-16	1280	A
USGS	14120000	2006-04-17	1150	A
USGS	14120000	2006-04-18	1070	A
USGS	14120000	2006-04-19	1000	A
USGS	14120000	2006-04-20	1030	A
USGS	14120000	2006-04-21	1120	A
USGS	14120000	2006-04-22	1080	A
USGS	14120000	2006-04-23	1040	A
USGS	14120000	2006-04-24	1050	A
USGS	14120000	2006-04-25	1030	A
USGS	14120000	2006-04-26	1030	A
USGS	14120000	2006-04-27	1080	A
USGS	14120000	2006-04-28	1200	A
USGS	14120000	2006-04-29	1430	A
USGS	14120000	2006-04-30	1450	A
USGS	14120000	2006-05-01	1260	A
USGS	14120000	2006-05-02	1120	A
USGS	14120000	2006-05-03	1060	A
USGS	14120000	2006-05-04	1050	A
USGS	14120000	2006-05-05	1060	A
USGS	14120000	2006-05-06	1090	A
USGS	14120000	2006-05-07	1120	A
USGS	14120000	2006-05-08	1210	A
USGS	14120000	2006-05-09	1070	A
USGS	14120000	2006-05-10	1030	A
USGS	14120000	2006-05-11	1050	A
USGS	14120000	2006-05-12	1070	A
USGS	14120000	2006-05-13	1020	A
USGS	14120000	2006-05-14	1020	A
USGS	14120000	2006-05-15	1130	A
USGS	14120000	2006-05-16	1360	A
USGS	14120000	2006-05-17	1540	A
USGS	14120000	2006-05-18	1680	A
USGS	14120000	2006-05-19	1620	A
USGS	14120000	2006-05-20	1570	A
USGS	14120000	2006-05-21	1390	A
USGS	14120000	2006-05-22	1350	A
USGS	14120000	2006-05-23	1280	A
USGS	14120000	2006-05-24	1380	A
USGS	14120000	2006-05-25	1220	A
USGS	14120000	2006-05-26	1230	A
USGS	14120000	2006-05-27	1160	A
USGS	14120000	2006-05-28	1160	A
USGS	14120000	2006-05-29	1100	A
USGS	14120000	2006-05-30	997	A
USGS	14120000	2006-05-31	953	A
USGS	14120000	2006-06-01	999	A
USGS	14120000	2006-06-02	1300	A
USGS	14120000	2006-06-03	1270	A
USGS	14120000	2006-06-04	1410	A
USGS	14120000	2006-06-05	1360	A
USGS	14120000	2006-06-06	1170	A
USGS	14120000	2006-06-07	1070	A
USGS	14120000	2006-06-08	999	A
USGS	14120000	2006-06-09	928	A
USGS	14120000	2006-06-10	861	A
USGS	14120000	2006-06-11	827	A
USGS	14120000	2006-06-12	935	A
USGS	14120000	2006-06-13	1030	A
USGS	14120000	2006-06-14	871	A
USGS	14120000	2006-06-15	866	A
USGS	14120000	2006-06-16	896	A
USGS	14120000	2006-06-17	912	A
USGS	14120000	2006-06-18	804	A
USGS	14120000	2006-06-19	746	A
USGS	14120000	2006-06-20	701	A
USGS	14120000	2006-06-21	668	A
USGS	14120000	2006-06-22	631	A
USGS	14120000	2006-06-23	617	A
USGS	14120000	2006-06-24	620	A
USGS	14120000	2006-06-25	642	A
USGS	14120000	2006-06-26	677	A
USGS	14120000	2006-06-27	695	A
USGS	14120000	2006-06-28	677	A
USGS	14120000	2006-06-29	641	A
USGS	14120000	2006-06-30	642	A
USGS	14120000	2006-07-01	615	A
USGS	14120000	2006-07-02	615	A
USGS	14120000	2006-07-03	617	A
USGS	14120000	2006-07-04	628	A
USGS	14120000	2006-07-05	620	A
USGS	14120000	2006-07-06	572	A
USGS	14120000	2006-07-07	514	A
USGS	14120000	2006-07-08	480	A
USGS	14120000	2006-07-09	495	A
USGS	14120000	2006-07-10	517	A
USGS	14120000	2006-07-11	479	A
USGS	14120000	2006-07-12	470	A
USGS	14120000	2006-07-13	528	A
USGS	14120000	2006-07-14	465	A
USGS	14120000	2006-07-15	484	A
USGS	14120000	2006-07-16	445	A
USGS	14120000	2006-07-17	419	A
USGS	14120000	2006-07-18	404	A
USGS	14120000	2006-07-19	377	A
USGS	14120000	2006-07-20	377	A
USGS	14120000	2006-07-21	418	A
USGS	14120000	2006-07-22	479	A
USGS	14120000	2006-07-23	464	A
USGS	14120000	2006-07-24	453	A
USGS	14120000	2006-07-25	412	A
USGS	14120000	2006-07-26	375	A
USGS	14120000	2006-07-27	392	A
USGS	14120000	2006-07-28	381	A
USGS	14120000	2006-07-29	352	A
USGS	14120000	2006-07-30	329	A
USGS	14120000	2006-07-31	302	A
USGS	14120000	2006-08-01	283	A
USGS	14120000	2006-08-02	279	A
USGS	14120000	2006-08-03	287	A
USGS	14120000	2006-08-04	290	A
USGS	14120000	2006-08-05	291	A
USGS	14120000	2006-08-06	315	A
USGS	14120000	2006-08-07	332	A
USGS	14120000	2006-08-08	362	A
USGS	14120000	2006-08-09	337	A
USGS	14120000	2006-08-10	325	A
USGS	14120000	2006-08-11	296	A
USGS	14120000	2006-08-12	269	A
USGS	14120000	2006-08-13	258	A
USGS	14120000	2006-08-14	265	A
USGS	14120000	2006-08-15	268	A
USGS	14120000	2006-08-16	257	A
USGS	14120000	2006-08-17	250	A
USGS	14120000	2006-08-18	251	A
USGS	14120000	2006-08-19	259	A
USGS	14120000	2006-08-20	264	A
USGS	14120000	2006-08-21	269	A
USGS	14120000	2006-08-22	278	A
USGS	14120000	2006-08-23	265	A
USGS	14120000	2006-08-24	257	A
USGS	14120000	2006-08-25	254	A
USGS	14120000	2006-08-26	255	A
USGS	14120000	2006-08-27	261	A
USGS	14120000	2006-08-28	280	A
USGS	14120000	2006-08-29	289	A
USGS	14120000	2006-08-30	264	A
USGS	14120000	2006-08-31	230	A
USGS	14120000	2006-09-01	216	A
USGS	14120000	2006-09-02	224	A
USGS	14120000	2006-09-03	244	A
USGS	14120000	2006-09-04	252	A
USGS	14120000	2006-09-05	259	A
USGS	14120000	2006-09-06	265	A
USGS	14120000	2006-09-07	255	A
USGS	14120000	2006-09-08	253	A
USGS	14120000	2006-09-09	253	A
USGS	14120000	2006-09-10	243	A
USGS	14120000	2006-09-11	249	A
USGS	14120000	2006-09-12	255	A
USGS	14120000	2006-09-13	246	A
USGS	14120000	2006-09-14	238	A
USGS	14120000	2006-09-15	251	A
USGS	14120000	2006-09-16	261	A
USGS	14120000	2006-09-17	246	A
USGS	14120000	2006-09-18	248	A
USGS	14120000	2006-09-19	267	A
USGS	14120000	2006-09-20	263	A
USGS	14120000	2006-09-21	301	A
USGS	14120000	2006-09-22	282	A
USGS	14120000	2006-09-23	268	A
USGS	14120000	2006-09-24	264	A
USGS	14120000	2006-09-25	266	A
USGS	14120000	2006-09-26	263	A
USGS	14120000	2006-09-27	259	A
USGS	14120000	2006-09-28	258	A
USGS	14120000	2006-09-29	255	A
USGS	14120000	2006-09-30	252	A
USGS	14120000	2006-10-01	256	A
USGS	14120000	2006-10-02	265	A
USGS	14120000	2006-10-03	276	A
USGS	14120000	2006-10-04	284	A
USGS	14120000	2006-10-05	290	A
USGS	14120000	2006-10-06	279	A
USGS	14120000	2006-10-07	275	A
USGS	14120000	2006-10-08	284	A
USGS	14120000	2006-10-09	322	A
USGS	14120000	2006-10-10	308	A
USGS	14120000	2006-10-11	305	A
USGS	14120000	2006-10-12	285	A
USGS	14120000	2006-10-13	256	A
USGS	14120000	2006-10-14	259	A
USGS	14120000	2006-10-15	279	A
USGS	14120000	2006-10-16	444	A
USGS	14120000	2006-10-17	316	A
USGS	14120000	2006-10-18	294	A
USGS	14120000	2006-10-19	324	A
USGS	14120000	2006-10-20	352	A
USGS	14120000	2006-10-21	304	A
USGS	14120000	2006-10-22	291	A
USGS	14120000	2006-10-23	290	A
USGS	14120000	2006-10-24	293	A
USGS	14120000	2006-10-25	327	A
USGS	14120000	2006-10-26	302	A
USGS	14120000	2006-10-27	292	A
USGS	14120000	2006-10-28	285	A
USGS	14120000	2006-10-29	287	A
USGS	14120000	2006-10-30	282	A
USGS	14120000	2006-10-31	279	A
