# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-10-18 14:59:05 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12452990 ENTIAT RIVER NEAR ENTIAT, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 12452990
#            TS   parameter     statistic     Description
#        149832       00060     00003     Discharge, cubic feet per second (Mean)
#        149833       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	149832_00060_00003	149832_00060_00003_cd	149833_00065_00003	149833_00065_00003_cd
USGS	12452990	2005-01-23	652	A	7.78	A
USGS	12452990	2005-01-24	709	A	7.87	A
USGS	12452990	2005-01-25	688	A	7.84	A
USGS	12452990	2005-01-26	647	A	7.78	A
USGS	12452990	2005-01-27	607	A	7.72	A
USGS	12452990	2005-01-28	562	A	7.65	A
USGS	12452990	2005-01-29	527	A	7.59	A
USGS	12452990	2005-01-30	490	A	7.53	A
USGS	12452990	2005-01-31	468	A	7.49	A
USGS	12452990	2005-02-01	443	A	7.45	A
USGS	12452990	2005-02-02	422	A	7.41	A
USGS	12452990	2005-02-03	406	A	7.38	A
USGS	12452990	2005-02-04	402	A	7.37	A
USGS	12452990	2005-02-05	396	A	7.36	A
USGS	12452990	2005-02-06	368	A	7.31	A
USGS	12452990	2005-02-07	360	A	7.29	A
USGS	12452990	2005-02-08	325	A	7.22	A
USGS	12452990	2005-02-09	327	A	7.23	A
USGS	12452990	2005-02-10	313	A	7.20	A
USGS	12452990	2005-02-11	305	A	7.18	A
USGS	12452990	2005-02-12	305	A	7.18	A
USGS	12452990	2005-02-13	294	A	7.15	A
USGS	12452990	2005-02-14	276	A	7.11	A
USGS	12452990	2005-02-15	249	A	7.05	A
USGS	12452990	2005-02-16	238	A	7.02	A
USGS	12452990	2005-02-17	237	A	7.03	A
USGS	12452990	2005-02-18	236	A	7.02	A
USGS	12452990	2005-02-19	235	A	7.02	A
USGS	12452990	2005-02-20	237	A	7.03	A
USGS	12452990	2005-02-21	225	A	6.99	A
USGS	12452990	2005-02-22	224	A	6.99	A
USGS	12452990	2005-02-23	227	A	7.00	A
USGS	12452990	2005-02-24	225	A	6.99	A
USGS	12452990	2005-02-25	221	A	6.98	A
USGS	12452990	2005-02-26	214	A	6.97	A
USGS	12452990	2005-02-27	205	A	6.95	A
USGS	12452990	2005-02-28	202	A	6.94	A
USGS	12452990	2005-03-01	202	A	6.94	A
USGS	12452990	2005-03-02	202	A	6.94	A
USGS	12452990	2005-03-03	200	A	6.93	A
USGS	12452990	2005-03-04	197	A	6.93	A
USGS	12452990	2005-03-05	197	A	6.92	A
USGS	12452990	2005-03-06	199	A	6.93	A
USGS	12452990	2005-03-07	202	A	6.95	A
USGS	12452990	2005-03-08	218	A	6.99	A
USGS	12452990	2005-03-09	224	A	7.01	A
USGS	12452990	2005-03-10	240	A	7.05	A
USGS	12452990	2005-03-11	240	A	7.05	A
USGS	12452990	2005-03-12	259	A	7.10	A
USGS	12452990	2005-03-13	260	A	7.10	A
USGS	12452990	2005-03-14	256	A	7.09	A
USGS	12452990	2005-03-15	255	A	7.09	A
USGS	12452990	2005-03-16	251	A	7.09	A
USGS	12452990	2005-03-17	251	A	7.09	A
USGS	12452990	2005-03-18	244	A	7.08	A
USGS	12452990	2005-03-19	246	A	7.08	A
USGS	12452990	2005-03-20	247	A	7.08	A
USGS	12452990	2005-03-21	245	A	7.08	A
USGS	12452990	2005-03-22	229	A	7.03	A
USGS	12452990	2005-03-23	230	A	7.04	A
USGS	12452990	2005-03-24	224	A	7.02	A
USGS	12452990	2005-03-25	213	A	7.00	A
USGS	12452990	2005-03-26	218	A	7.01	A
USGS	12452990	2005-03-27	229	A	7.04	A
USGS	12452990	2005-03-28	233	A	7.05	A
USGS	12452990	2005-03-29	219	A	7.02	A
USGS	12452990	2005-03-30	213	A	7.00	A
USGS	12452990	2005-03-31	203	A	6.97	A
USGS	12452990	2005-04-01	210	A	6.99	A
USGS	12452990	2005-04-02	208	A	6.99	A
USGS	12452990	2005-04-03	202	A	6.97	A
USGS	12452990	2005-04-04	202	A	6.97	A
USGS	12452990	2005-04-05	194	A	6.95	A
USGS	12452990	2005-04-06	193	A	6.94	A
USGS	12452990	2005-04-07	202	A	6.97	A
USGS	12452990	2005-04-08	208	A	6.99	A
USGS	12452990	2005-04-09	199	A	6.96	A
USGS	12452990	2005-04-10	197	A	6.96	A
USGS	12452990	2005-04-11	206	A	6.98	A
USGS	12452990	2005-04-12	202	A	6.97	A
USGS	12452990	2005-04-13	197	A	6.95	A
USGS	12452990	2005-04-14	196	A	6.95	A
USGS	12452990	2005-04-15	194	A	6.95	A
USGS	12452990	2005-04-16	198	A	6.96	A
USGS	12452990	2005-04-17	199	A	6.96	A
USGS	12452990	2005-04-18	195	A	6.95	A
USGS	12452990	2005-04-19	193	A	6.95	A
USGS	12452990	2005-04-20	200	A	6.97	A
USGS	12452990	2005-04-21	214	A	7.00	A
USGS	12452990	2005-04-22	244	A	7.08	A
USGS	12452990	2005-04-23	305	A	7.22	A
USGS	12452990	2005-04-24	400	A	7.41	A
USGS	12452990	2005-04-25	520	A	7.62	A
USGS	12452990	2005-04-26	684	A	7.86	A
USGS	12452990	2005-04-27	875	A	8.11	A
USGS	12452990	2005-04-28	946	A	8.19	A
USGS	12452990	2005-04-29	874	A	8.10	A
USGS	12452990	2005-04-30	791	A	7.99	A
USGS	12452990	2005-05-01	730	A	7.90	A
USGS	12452990	2005-05-02	697	A	7.85	A
USGS	12452990	2005-05-03	681	A	7.82	A
USGS	12452990	2005-05-04	702	A	7.84	A
USGS	12452990	2005-05-05	723	A	7.87	A
USGS	12452990	2005-05-06	780	A	7.93	A
USGS	12452990	2005-05-07	834	A	8.00	A
USGS	12452990	2005-05-08	863	A	8.03	A
USGS	12452990	2005-05-09	1130	A	8.32	A
USGS	12452990	2005-05-10	1820	A	8.95	A
USGS	12452990	2005-05-11	1820	A	8.95	A
USGS	12452990	2005-05-12	1600	A	8.77	A
USGS	12452990	2005-05-13	1470	A	8.66	A
USGS	12452990	2005-05-14	1430	A	8.62	A
USGS	12452990	2005-05-15	1440	A	8.64	A
USGS	12452990	2005-05-16	1460	A	8.65	A
USGS	12452990	2005-05-17	1300	A	8.50	A
USGS	12452990	2005-05-18	1190	A	8.39	A
USGS	12452990	2005-05-19	1130	A	8.34	A
USGS	12452990	2005-05-20	1020	A	8.21	A
USGS	12452990	2005-05-21	936	A	8.12	A
USGS	12452990	2005-05-22	877	A	8.05	A
USGS	12452990	2005-05-23	813	A	7.97	A
USGS	12452990	2005-05-24	767	A	7.91	A
USGS	12452990	2005-05-25	722	A	7.85	A
USGS	12452990	2005-05-26	702	A	7.83	A
USGS	12452990	2005-05-27	719	A	7.85	A
USGS	12452990	2005-05-28	776	A	7.93	A
USGS	12452990	2005-05-29	898	A	8.09	A
USGS	12452990	2005-05-30	1070	A	8.28	A
USGS	12452990	2005-05-31	1090	A	8.31	A
USGS	12452990	2005-06-01	960	A	8.16	A
USGS	12452990	2005-06-02	832	A	8.01	A
USGS	12452990	2005-06-03	759	A	7.91	A
USGS	12452990	2005-06-04	721	A	7.87	A
USGS	12452990	2005-06-05	728	A	7.88	A
USGS	12452990	2005-06-06	684	A	7.82	A
USGS	12452990	2005-06-07	611	A	7.71	A
USGS	12452990	2005-06-08	561	A	7.64	A
USGS	12452990	2005-06-09	529	A	7.59	A
USGS	12452990	2005-06-10	493	A	7.53	A
USGS	12452990	2005-06-11	473	A	7.50	A
USGS	12452990	2005-06-12	465	A	7.49	A
USGS	12452990	2005-06-13	449	A	7.46	A
USGS	12452990	2005-06-14	435	A	7.43	A
USGS	12452990	2005-06-15	423	A	7.41	A
USGS	12452990	2005-06-16	405	A	7.38	A
USGS	12452990	2005-06-17	416	A	7.40	A
USGS	12452990	2005-06-18	422	A	7.42	A
USGS	12452990	2005-06-19	402	A	7.38	A
USGS	12452990	2005-06-20	392	A	7.36	A
USGS	12452990	2005-06-21	405	A	7.39	A
USGS	12452990	2005-06-22	436	A	7.44	A
USGS	12452990	2005-06-23	427	A	7.43	A
USGS	12452990	2005-06-24	398	A	7.38	A
USGS	12452990	2005-06-25	382	A	7.34	A
USGS	12452990	2005-06-26	368	A	7.32	A
USGS	12452990	2005-06-27	381	A	7.35	A
USGS	12452990	2005-06-28	391	A	7.37	A
USGS	12452990	2005-06-29	360	A	7.31	A
USGS	12452990	2005-06-30	346	A	7.28	A
USGS	12452990	2005-07-01	337	A	7.26	A
USGS	12452990	2005-07-02	317	A	7.22	A
USGS	12452990	2005-07-03	302	A	7.18	A
USGS	12452990	2005-07-04	280	A	7.13	A
USGS	12452990	2005-07-05	269	A	7.11	A
USGS	12452990	2005-07-06	272	A	7.12	A
USGS	12452990	2005-07-07	286	A	7.16	A
USGS	12452990	2005-07-08	259	A	7.09	A
USGS	12452990	2005-07-09	288	A	7.16	A
USGS	12452990	2005-07-10	262	A	7.10	A
USGS	12452990	2005-07-11	240	A	7.04	A
USGS	12452990	2005-07-12	223	A	7.00	A
USGS	12452990	2005-07-13	215	A	6.98	A
USGS	12452990	2005-07-14	210	A	6.96	A
USGS	12452990	2005-07-15	202	A	6.94	A
USGS	12452990	2005-07-16	207	A	6.96	A
USGS	12452990	2005-07-17	203	A	6.95	A
USGS	12452990	2005-07-18	189	A	6.91	A
USGS	12452990	2005-07-19	182	A	6.89	A
USGS	12452990	2005-07-20	178	A	6.88	A
USGS	12452990	2005-07-21	170	A	6.85	A
USGS	12452990	2005-07-22	168	A	6.85	A
USGS	12452990	2005-07-23	187	A	6.91	A
USGS	12452990	2005-07-24	170	A	6.85	A
USGS	12452990	2005-07-25	155	A	6.81	A
USGS	12452990	2005-07-26	148	A	6.78	A
USGS	12452990	2005-07-27	140	A	6.77	A
USGS	12452990	2005-07-28	137	A	6.75	A
USGS	12452990	2005-07-29	134	A	6.74	A
USGS	12452990	2005-07-30	134	A	6.74	A
USGS	12452990	2005-07-31	132	A	6.73	A
USGS	12452990	2005-08-01	124	A	6.71	A
USGS	12452990	2005-08-02	121	A	6.69	A
USGS	12452990	2005-08-03	115	A	6.67	A
USGS	12452990	2005-08-04	112	A	6.66	A
USGS	12452990	2005-08-05	108	A	6.64	A
USGS	12452990	2005-08-06	103	A	6.63	A
USGS	12452990	2005-08-07	105	A	6.64	A
USGS	12452990	2005-08-08	101	A	6.62	A
USGS	12452990	2005-08-09	99.1	A	6.62	A
USGS	12452990	2005-08-10	98.6	A	6.61	A
USGS	12452990	2005-08-11	99.6	A	6.62	A
USGS	12452990	2005-08-12	98.7	A	6.61	A
USGS	12452990	2005-08-13	97.3	A	6.61	A
USGS	12452990	2005-08-14	97.6	A	6.61	A
USGS	12452990	2005-08-15	93.3	A	6.59	A
USGS	12452990	2005-08-16	88.6	A	6.57	A
USGS	12452990	2005-08-17	89.4	A	6.57	A
USGS	12452990	2005-08-18	98.8	A	6.61	A
USGS	12452990	2005-08-19	90.6	A	6.58	A
USGS	12452990	2005-08-20	87.1	A	6.56	A
USGS	12452990	2005-08-21	86.5	A	6.56	A
USGS	12452990	2005-08-22	83.3	A	6.54	A
USGS	12452990	2005-08-23	80.9	A	6.53	A
USGS	12452990	2005-08-24	82.1	A	6.54	A
USGS	12452990	2005-08-25	81.0	A	6.53	A
USGS	12452990	2005-08-26	78.0	A	6.52	A
USGS	12452990	2005-08-27	75.9	A	6.51	A
USGS	12452990	2005-08-28	77.6	A	6.52	A
USGS	12452990	2005-08-29	74.6	A	6.50	A
USGS	12452990	2005-08-30	74.2	A	6.50	A
USGS	12452990	2005-08-31	73.0	A	6.49	A
USGS	12452990	2005-09-01	70.4	A	6.48	A
USGS	12452990	2005-09-02	69.0	A	6.47	A
USGS	12452990	2005-09-03	68.1	A	6.47	A
USGS	12452990	2005-09-04	72.7	A	6.49	A
USGS	12452990	2005-09-05	71.2	A	6.48	A
USGS	12452990	2005-09-06	68.1	A	6.47	A
USGS	12452990	2005-09-07	67.8	A	6.47	A
USGS	12452990	2005-09-08	66.0	A	6.46	A
USGS	12452990	2005-09-09	64.6	A	6.45	A
USGS	12452990	2005-09-10	71.1	A	6.48	A
USGS	12452990	2005-09-11	80.6	A	6.53	A
USGS	12452990	2005-09-12	78.2	A	6.52	A
USGS	12452990	2005-09-13	74.4	A	6.50	A
USGS	12452990	2005-09-14	69.6	A	6.47	A
USGS	12452990	2005-09-15	67.2	A	6.46	A
USGS	12452990	2005-09-16	69.5	A	6.47	A
USGS	12452990	2005-09-17	81.0	A	6.53	A
USGS	12452990	2005-09-18	86.0	A	6.56	A
USGS	12452990	2005-09-19	76.2	A	6.51	A
USGS	12452990	2005-09-20	69.9	A	6.48	A
USGS	12452990	2005-09-21	69.9	A	6.48	A
USGS	12452990	2005-09-22	69.4	A	6.47	A
USGS	12452990	2005-09-23	69.2	A	6.47	A
USGS	12452990	2005-09-24	70.6	A	6.48	A
USGS	12452990	2005-09-25	71.0	A	6.48	A
USGS	12452990	2005-09-26	68.8	A	6.47	A
USGS	12452990	2005-09-27	67.1	A	6.46	A
USGS	12452990	2005-09-28	67.3	A	6.46	A
USGS	12452990	2005-09-29	65.8	A	6.45	A
USGS	12452990	2005-09-30	77.1	A	6.51	A
USGS	12452990	2005-10-01	125	A	6.72	A
USGS	12452990	2005-10-02	101	A	6.63	A
USGS	12452990	2005-10-03	93.4	A	6.59	A
USGS	12452990	2005-10-04	92.5	A	6.59	A
USGS	12452990	2005-10-05	89.9	A	6.57	A
USGS	12452990	2005-10-06	86.8	A	6.56	A
USGS	12452990	2005-10-07	92.4	A	6.59	A
USGS	12452990	2005-10-08	111	A	6.66	A
USGS	12452990	2005-10-09	96.7	A	6.60	A
USGS	12452990	2005-10-10	90.9	A	6.58	A
USGS	12452990	2005-10-11	88.0	A	6.57	A
USGS	12452990	2005-10-12	86.5	A	6.56	A
USGS	12452990	2005-10-13	84.7	A	6.55	A
USGS	12452990	2005-10-14	86.0	A	6.56	A
USGS	12452990	2005-10-15	84.7	A	6.55	A
USGS	12452990	2005-10-16	82.6	A	6.54	A
USGS	12452990	2005-10-17	83.4	A	6.54	A
USGS	12452990	2005-10-18	89.1	A	6.57	A
USGS	12452990	2005-10-19	96.0	A	6.60	A
USGS	12452990	2005-10-20	102	A	6.63	A
USGS	12452990	2005-10-21	105	A	6.64	A
USGS	12452990	2005-10-22	98.4	A	6.61	A
USGS	12452990	2005-10-23	95.6	A	6.60	A
USGS	12452990	2005-10-24	94.8	A	6.60	A
USGS	12452990	2005-10-25	93.3	A	6.59	A
USGS	12452990	2005-10-26	93.2	A	6.59	A
USGS	12452990	2005-10-27	95.7	A	6.60	A
USGS	12452990	2005-10-28	95.2	A	6.60	A
USGS	12452990	2005-10-29	94.9	A	6.60	A
USGS	12452990	2005-10-30	92.0	A	6.58	A
USGS	12452990	2005-10-31	112	A	6.67	A
USGS	12452990	2005-11-01	123	A	6.71	A
USGS	12452990	2005-11-02	119	A	6.70	A
USGS	12452990	2005-11-03	114	A	6.68	A
USGS	12452990	2005-11-04	117	A	6.69	A
USGS	12452990	2005-11-05	114	A	6.68	A
USGS	12452990	2005-11-06	120	A	6.70	A
USGS	12452990	2005-11-07	111	A	6.66	A
USGS	12452990	2005-11-08	106	A	6.65	A
USGS	12452990	2005-11-09	101	A	6.62	A
USGS	12452990	2005-11-10	101	A	6.63	A
USGS	12452990	2005-11-11	112	A	6.67	A
USGS	12452990	2005-11-12	115	A	6.68	A
USGS	12452990	2005-11-13	114	A	6.68	A
USGS	12452990	2005-11-14	114	A	6.68	A
USGS	12452990	2005-11-15	105	A	6.64	A
USGS	12452990	2005-11-16	100	A	6.62	A
USGS	12452990	2005-11-17	104	A	6.64	A
USGS	12452990	2005-11-18	103	A	6.63	A
USGS	12452990	2005-11-19	102	A	6.63	A
USGS	12452990	2005-11-20	105	A	6.64	A
USGS	12452990	2005-11-21	105	A	6.64	A
USGS	12452990	2005-11-22	108	A	6.65	A
USGS	12452990	2005-11-23	109	A	6.66	A
USGS	12452990	2005-11-24	109	A	6.66	A
USGS	12452990	2005-11-25	111	A	6.67	A
USGS	12452990	2005-11-26	114	A	6.68	A
USGS	12452990	2005-11-27	95.9	A	6.60	A
USGS	12452990	2005-11-28	87.0	A	6.56	A
USGS	12452990	2005-11-29	97.0	A	6.61	A
USGS	12452990	2005-11-30	108	A	6.65	A
USGS	12452990	2005-12-01	112	A	6.67	A
USGS	12452990	2005-12-02	103	A	6.63	A
USGS	12452990	2005-12-03	90.9	A	6.58	A
USGS	12452990	2005-12-04	80.0	A:e	6.53	A
USGS	12452990	2005-12-05	89.0	A:e	6.62	A
USGS	12452990	2005-12-06	88.0	A:e	6.66	A
USGS	12452990	2005-12-07	85.0	A:e	6.67	A
USGS	12452990	2005-12-08	80.0	A:e	6.53	A
USGS	12452990	2005-12-09	79.0	A:e	6.80	A
USGS	12452990	2005-12-10	84.0	A:e	6.96	A
USGS	12452990	2005-12-11	85.0	A:e	7.00	A
USGS	12452990	2005-12-12	88.0	A:e	6.92	A
USGS	12452990	2005-12-13	95.0	A:e	6.87	A
USGS	12452990	2005-12-14	90.0	A:e	6.76	A
USGS	12452990	2005-12-15	87.0	A:e	6.74	A
USGS	12452990	2005-12-16	84.0	A:e	6.65	A
USGS	12452990	2005-12-17	84.0	A:e	6.67	A
USGS	12452990	2005-12-18	75.0	A:e	6.67	A
USGS	12452990	2005-12-19	87.0	A:e	6.88	A
USGS	12452990	2005-12-20	95.0	A:e	6.97	A
USGS	12452990	2005-12-21	100	A:e	6.66	A
USGS	12452990	2005-12-22	104	A:e	6.67	A
USGS	12452990	2005-12-23	112	A:e	6.69	A
USGS	12452990	2005-12-24	135	A	6.76	A
USGS	12452990	2005-12-25	174	A	6.88	A
USGS	12452990	2005-12-26	249	A	7.10	A
USGS	12452990	2005-12-27	229	A	7.04	A
USGS	12452990	2005-12-28	199	A	6.96	A
USGS	12452990	2005-12-29	184	A	6.92	A
USGS	12452990	2005-12-30	176	A	6.89	A
USGS	12452990	2005-12-31	171	A	6.88	A
USGS	12452990	2006-01-01	166	A	6.86	A
USGS	12452990	2006-01-02	161	A	6.84	A
USGS	12452990	2006-01-03	155	A	6.83	A
USGS	12452990	2006-01-04	144	A	6.79	A
USGS	12452990	2006-01-05	143	A	6.78	A
USGS	12452990	2006-01-06	147	A	6.80	A
USGS	12452990	2006-01-07	163	A	6.85	A
USGS	12452990	2006-01-08	160	A	6.84	A
USGS	12452990	2006-01-09	153	A	6.82	A
USGS	12452990	2006-01-10	174	A	6.88	A
USGS	12452990	2006-01-11	201	A	6.97	A
USGS	12452990	2006-01-12	191	A	6.94	A
USGS	12452990	2006-01-13	184	A	6.92	A
USGS	12452990	2006-01-14	179	A	6.90	A
USGS	12452990	2006-01-15	167	A	6.87	A
USGS	12452990	2006-01-16	160	A	6.84	A
USGS	12452990	2006-01-17	153	A	6.82	A
USGS	12452990	2006-01-18	149	A	6.81	A
USGS	12452990	2006-01-19	140	A	6.77	A
USGS	12452990	2006-01-20	146	A	6.80	A
USGS	12452990	2006-01-21	132	A	6.74	A
USGS	12452990	2006-01-22	127	A	6.72	A
USGS	12452990	2006-01-23	144	A	6.79	A
USGS	12452990	2006-01-24	140	A	6.77	A
USGS	12452990	2006-01-25	136	A	6.76	A
USGS	12452990	2006-01-26	132	A	6.75	A
USGS	12452990	2006-01-27	130	A	6.74	A
USGS	12452990	2006-01-28	135	A	6.76	A
USGS	12452990	2006-01-29	131	A		
USGS	12452990	2006-01-30	140	A	6.78	A
USGS	12452990	2006-01-31	138	A	6.77	A
USGS	12452990	2006-02-01	154	A	6.82	A
USGS	12452990	2006-02-02	151	A	6.81	A
USGS	12452990	2006-02-03	154	A	6.82	A
USGS	12452990	2006-02-04	163	A	6.85	A
USGS	12452990	2006-02-05	160	A	6.84	A
USGS	12452990	2006-02-06	154	A	6.82	A
USGS	12452990	2006-02-07	152	A	6.82	A
USGS	12452990	2006-02-08	149	A	6.80	A
USGS	12452990	2006-02-09	144	A	6.79	A
USGS	12452990	2006-02-10	127	A	6.72	A
USGS	12452990	2006-02-11	117	A	6.69	A
USGS	12452990	2006-02-12	144	A	6.79	A
USGS	12452990	2006-02-13	146	A	6.80	A
USGS	12452990	2006-02-14	136	A	6.76	A
USGS	12452990	2006-02-15	120	A	6.70	A
USGS	12452990	2006-02-16	109	A	6.66	A
USGS	12452990	2006-02-17	118	A	6.69	A
USGS	12452990	2006-02-18	95.0	A	6.59	A
USGS	12452990	2006-02-19	117	A	6.69	A
USGS	12452990	2006-02-20	134	A	6.75	A
USGS	12452990	2006-02-21	148	A	6.80	A
USGS	12452990	2006-02-22	148	A	6.80	A
USGS	12452990	2006-02-23	142	A	6.78	A
USGS	12452990	2006-02-24	127	A	6.73	A
USGS	12452990	2006-02-25	122	A	6.71	A
USGS	12452990	2006-02-26	126	A	6.72	A
USGS	12452990	2006-02-27	125	A	6.72	A
USGS	12452990	2006-02-28	138	A	6.77	A
USGS	12452990	2006-03-01	135	A	6.76	A
USGS	12452990	2006-03-02	131	A	6.74	A
USGS	12452990	2006-03-03	130	A	6.74	A
USGS	12452990	2006-03-04	130	A	6.74	A
USGS	12452990	2006-03-05	132	A	6.75	A
USGS	12452990	2006-03-06	133	A	6.75	A
USGS	12452990	2006-03-07	133	A	6.75	A
USGS	12452990	2006-03-08	135	A	6.76	A
USGS	12452990	2006-03-09	140	A	6.77	A
USGS	12452990	2006-03-10	135	A	6.76	A
USGS	12452990	2006-03-11	133	A	6.75	A
USGS	12452990	2006-03-12	129	A	6.74	A
USGS	12452990	2006-03-13	127	A	6.73	A
USGS	12452990	2006-03-14	133	A	6.75	A
USGS	12452990	2006-03-15	132	A	6.75	A
USGS	12452990	2006-03-16	139	A	6.77	A
USGS	12452990	2006-03-17	139	A	6.77	A
USGS	12452990	2006-03-18	137	A	6.76	A
USGS	12452990	2006-03-19	136	A	6.76	A
USGS	12452990	2006-03-20	139	A	6.77	A
USGS	12452990	2006-03-21	146	A	6.80	A
USGS	12452990	2006-03-22	153	A	6.82	A
USGS	12452990	2006-03-23	162	A	6.85	A
USGS	12452990	2006-03-24	178	A	6.90	A
USGS	12452990	2006-03-25	209	A	6.99	A
USGS	12452990	2006-03-26	209	A	6.99	A
USGS	12452990	2006-03-27	204	A	6.98	A
USGS	12452990	2006-03-28	202	A	6.97	A
USGS	12452990	2006-03-29	208	A	6.99	A
USGS	12452990	2006-03-30	234	A	7.06	A
USGS	12452990	2006-03-31	252	A	7.10	A
USGS	12452990	2006-04-01	280	A	7.17	A
USGS	12452990	2006-04-02	283	A	7.18	A
USGS	12452990	2006-04-03	267	A	7.14	A
USGS	12452990	2006-04-04	266	A	7.14	A
USGS	12452990	2006-04-05	281	A	7.18	A
USGS	12452990	2006-04-06	319	A	7.26	A
USGS	12452990	2006-04-07	341	A	7.31	A
USGS	12452990	2006-04-08	342	A	7.31	A
USGS	12452990	2006-04-09	368	A	7.36	A
USGS	12452990	2006-04-10	382	A	7.39	A
USGS	12452990	2006-04-11	377	A	7.38	A
USGS	12452990	2006-04-12	388	A	7.40	A
USGS	12452990	2006-04-13	407	A	7.44	A
USGS	12452990	2006-04-14	408	A	7.44	A
USGS	12452990	2006-04-15	398	A	7.42	A
USGS	12452990	2006-04-16	373	A	7.38	A
USGS	12452990	2006-04-17	344	A	7.32	A
USGS	12452990	2006-04-18	326	A	7.28	A
USGS	12452990	2006-04-19	325	A	7.28	A
USGS	12452990	2006-04-20	343	A	7.31	A
USGS	12452990	2006-04-21	398	A	7.42	A
USGS	12452990	2006-04-22	456	A	7.53	A
USGS	12452990	2006-04-23	469	A	7.55	A
USGS	12452990	2006-04-24	489	A	7.59	A
USGS	12452990	2006-04-25	527	A	7.65	A
USGS	12452990	2006-04-26	584	A	7.74	A
USGS	12452990	2006-04-27	615	A	7.79	A
USGS	12452990	2006-04-28	716	A	7.94	A
USGS	12452990	2006-04-29	953	A	8.23	A
USGS	12452990	2006-04-30	1150	A	8.46	A
USGS	12452990	2006-05-01	1100	A	8.39	A
USGS	12452990	2006-05-02	964	A	8.25	A
USGS	12452990	2006-05-03	882	A	8.15	A
USGS	12452990	2006-05-04	852	A	8.11	A
USGS	12452990	2006-05-05	885	A	8.15	A
USGS	12452990	2006-05-06	948	A	8.23	A
USGS	12452990	2006-05-07	962	A	8.25	A
USGS	12452990	2006-05-08	937	A	8.22	A
USGS	12452990	2006-05-09	886	A	8.16	A
USGS	12452990	2006-05-10	867	A	8.13	A
USGS	12452990	2006-05-11	893	A	8.16	A
USGS	12452990	2006-05-12	910	A	8.18	A
USGS	12452990	2006-05-13	917	A	8.19	A
USGS	12452990	2006-05-14	943	A	8.22	A
USGS	12452990	2006-05-15	1100	A	8.39	A
USGS	12452990	2006-05-16	1540	A	8.82	A
