# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-10-18 15:26:00 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12449950 METHOW RIVER NEAR PATEROS, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 12449950
#            TS   parameter     statistic     Description
#        296286       00060     00003     Discharge, cubic feet per second (Mean)
#        296287       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	296286_00060_00003	296286_00060_00003_cd	296287_00065_00003	296287_00065_00003_cd
USGS	12449950	2005-02-09	771	A	2.39	A
USGS	12449950	2005-02-10	760	A	2.38	A
USGS	12449950	2005-02-11	744	A	2.35	A
USGS	12449950	2005-02-12	727	A	2.33	A
USGS	12449950	2005-02-13	719	A	2.31	A
USGS	12449950	2005-02-14	684	A	2.26	A
USGS	12449950	2005-02-15	652	A	2.20	A
USGS	12449950	2005-02-16	613	A	2.14	A
USGS	12449950	2005-02-17	590	A	2.10	A
USGS	12449950	2005-02-18	586	A	2.09	A
USGS	12449950	2005-02-19	581	A	2.08	A
USGS	12449950	2005-02-20	577	A	2.07	A
USGS	12449950	2005-02-21	557	A	2.04	A
USGS	12449950	2005-02-22	546	A	2.02	A
USGS	12449950	2005-02-23	545	A	2.02	A
USGS	12449950	2005-02-24	542	A	2.01	A
USGS	12449950	2005-02-25	533	A	1.99	A
USGS	12449950	2005-02-26	529	A	1.98	A
USGS	12449950	2005-02-27	523	A	1.97	A
USGS	12449950	2005-02-28	518	A	1.96	A
USGS	12449950	2005-03-01	516	A	1.96	A
USGS	12449950	2005-03-02	512	A	1.95	A
USGS	12449950	2005-03-03	512	A	1.95	A
USGS	12449950	2005-03-04	511	A	1.95	A
USGS	12449950	2005-03-05	511	A	1.95	A
USGS	12449950	2005-03-06	515	A	1.96	A
USGS	12449950	2005-03-07	521	A	1.97	A
USGS	12449950	2005-03-08	547	A	2.02	A
USGS	12449950	2005-03-09	576	A	2.07	A
USGS	12449950	2005-03-10	610	A	2.13	A
USGS	12449950	2005-03-11	644	A	2.19	A
USGS	12449950	2005-03-12	696	A	2.28	A
USGS	12449950	2005-03-13	766	A	2.39	A
USGS	12449950	2005-03-14	773	A	2.40	A
USGS	12449950	2005-03-15	777	A	2.40	A
USGS	12449950	2005-03-16	769	A	2.39	A
USGS	12449950	2005-03-17	775	A	2.40	A
USGS	12449950	2005-03-18	751	A	2.36	A
USGS	12449950	2005-03-19	749	A	2.36	A
USGS	12449950	2005-03-20	755	A	2.37	A
USGS	12449950	2005-03-21	746	A	2.36	A
USGS	12449950	2005-03-22	726	A	2.32	A
USGS	12449950	2005-03-23	701	A	2.29	A
USGS	12449950	2005-03-24	686	A	2.26	A
USGS	12449950	2005-03-25	670	A	2.23	A
USGS	12449950	2005-03-26	666	A	2.23	A
USGS	12449950	2005-03-27	680	A	2.25	A
USGS	12449950	2005-03-28	669	A	2.23	A
USGS	12449950	2005-03-29	649	A	2.20	A
USGS	12449950	2005-03-30	632	A	2.17	A
USGS	12449950	2005-03-31	614	A	2.14	A
USGS	12449950	2005-04-01	609	A	2.13	A
USGS	12449950	2005-04-02	615	A	2.14	A
USGS	12449950	2005-04-03	606	A	2.13	A
USGS	12449950	2005-04-04	599	A	2.11	A
USGS	12449950	2005-04-05	585	A	2.09	A
USGS	12449950	2005-04-06	576	A	2.07	A
USGS	12449950	2005-04-07	576	A	2.07	A
USGS	12449950	2005-04-08	612	A	2.14	A
USGS	12449950	2005-04-09	636	A	2.18	A
USGS	12449950	2005-04-10	624	A	2.16	A
USGS	12449950	2005-04-11	638	A	2.18	A
USGS	12449950	2005-04-12	638	A	2.18	A
USGS	12449950	2005-04-13	637	A	2.18	A
USGS	12449950	2005-04-14	623	A	2.16	A
USGS	12449950	2005-04-15	617	A	2.14	A
USGS	12449950	2005-04-16	615	A	2.14	A
USGS	12449950	2005-04-17	609	A	2.13	A
USGS	12449950	2005-04-18	599	A	2.11	A
USGS	12449950	2005-04-19	592	A	2.10	A
USGS	12449950	2005-04-20	600	A	2.11	A
USGS	12449950	2005-04-21	637	A	2.18	A
USGS	12449950	2005-04-22	740	A	2.34	A
USGS	12449950	2005-04-23	1020	A	2.73	A
USGS	12449950	2005-04-24	1490	A	3.26	A
USGS	12449950	2005-04-25	2630	A	4.26	A
USGS	12449950	2005-04-26	3190	A	4.66	A
USGS	12449950	2005-04-27	3880	A	5.09	A
USGS	12449950	2005-04-28	4010	A	5.16	A
USGS	12449950	2005-04-29	3520	A	4.87	A
USGS	12449950	2005-04-30	3070	A	4.58	A
USGS	12449950	2005-05-01	2780	A	4.37	A
USGS	12449950	2005-05-02	2620	A	4.26	A
USGS	12449950	2005-05-03	2590	A	4.23	A
USGS	12449950	2005-05-04	2620	A	4.26	A
USGS	12449950	2005-05-05	2810	A	4.39	A
USGS	12449950	2005-05-06	3130	A	4.62	A
USGS	12449950	2005-05-07	3310	A	4.74	A
USGS	12449950	2005-05-08	3170	A	4.65	A
USGS	12449950	2005-05-09	3360	A	4.77	A
USGS	12449950	2005-05-10	5100	A	5.73	A
USGS	12449950	2005-05-11	5110	A	5.76	A
USGS	12449950	2005-05-12	4320	A	5.34	A
USGS	12449950	2005-05-13	4080	A	5.21	A
USGS	12449950	2005-05-14	4140	A	5.24	A
USGS	12449950	2005-05-15	4320	A	5.34	A
USGS	12449950	2005-05-16	4480	A	5.43	A
USGS	12449950	2005-05-17	4000	A	5.16	A
USGS	12449950	2005-05-18	3540	A	4.88	A
USGS	12449950	2005-05-19	3420	A	4.81	A
USGS	12449950	2005-05-20	3110	A	4.61	A
USGS	12449950	2005-05-21	2830	A	4.41	A
USGS	12449950	2005-05-22	2610	A	4.25	A
USGS	12449950	2005-05-23	2430	A	4.11	A
USGS	12449950	2005-05-24	2270	A	3.98	A
USGS	12449950	2005-05-25	2140	A	3.88	A
USGS	12449950	2005-05-26	2090	A	3.83	A
USGS	12449950	2005-05-27	2150	A	3.89	A
USGS	12449950	2005-05-28	2330	A	4.04	A
USGS	12449950	2005-05-29	2610	A	4.25	A
USGS	12449950	2005-05-30	2850	A	4.43	A
USGS	12449950	2005-05-31	2960	A	4.50	A
USGS	12449950	2005-06-01	2740	A	4.34	A
USGS	12449950	2005-06-02	2390	A	4.08	A
USGS	12449950	2005-06-03	2140	A	3.88	A
USGS	12449950	2005-06-04	2000	A	3.76	A
USGS	12449950	2005-06-05	1950	A	3.71	A
USGS	12449950	2005-06-06	2030	A	3.79	A
USGS	12449950	2005-06-07	1890	A	3.66	A
USGS	12449950	2005-06-08	1800	A	3.58	A
USGS	12449950	2005-06-09	1800	A	3.58	A
USGS	12449950	2005-06-10	1730	A	3.51	A
USGS	12449950	2005-06-11	1650	A	3.43	A
USGS	12449950	2005-06-12	1630	A	3.41	A
USGS	12449950	2005-06-13	1590	A	3.37	A
USGS	12449950	2005-06-14	1500	A	3.29	A
USGS	12449950	2005-06-15	1440	A	3.22	A
USGS	12449950	2005-06-16	1360	A	3.14	A
USGS	12449950	2005-06-17	1360	A	3.13	A
USGS	12449950	2005-06-18	1560	A	3.34	A
USGS	12449950	2005-06-19	1580	A	3.37	A
USGS	12449950	2005-06-20	1440	A	3.22	A
USGS	12449950	2005-06-21	1390	A	3.16	A
USGS	12449950	2005-06-22	1390	A	3.17	A
USGS	12449950	2005-06-23	1390	A	3.17	A
USGS	12449950	2005-06-24	1310	A	3.08	A
USGS	12449950	2005-06-25	1230	A	2.99	A
USGS	12449950	2005-06-26	1180	A	2.94	A
USGS	12449950	2005-06-27	1200	A	2.96	A
USGS	12449950	2005-06-28	1480	A	3.26	A
USGS	12449950	2005-06-29	1500	A	3.28	A
USGS	12449950	2005-06-30	1370	A	3.14	A
USGS	12449950	2005-07-01	1270	A	3.04	A
USGS	12449950	2005-07-02	1180	A	2.94	A
USGS	12449950	2005-07-03	1110	A	2.84	A
USGS	12449950	2005-07-04	1040	A	2.77	A
USGS	12449950	2005-07-05	989	A	2.70	A
USGS	12449950	2005-07-06	946	A	2.64	A
USGS	12449950	2005-07-07	920	A	2.61	A
USGS	12449950	2005-07-08	884	A	2.56	A
USGS	12449950	2005-07-09	885	A	2.56	A
USGS	12449950	2005-07-10	855	A	2.52	A
USGS	12449950	2005-07-11	817	A	2.46	A
USGS	12449950	2005-07-12	767	A	2.39	A
USGS	12449950	2005-07-13	722	A	2.32	A
USGS	12449950	2005-07-14	692	A	2.27	A
USGS	12449950	2005-07-15	670	A	2.23	A
USGS	12449950	2005-07-16	671	A	2.24	A
USGS	12449950	2005-07-17	656	A	2.21	A
USGS	12449950	2005-07-18	635	A	2.18	A
USGS	12449950	2005-07-19	607	A	2.13	A
USGS	12449950	2005-07-20	580	A	2.08	A
USGS	12449950	2005-07-21	551	A	2.03	A
USGS	12449950	2005-07-22	533	A	1.99	A
USGS	12449950	2005-07-23	552	A	2.03	A
USGS	12449950	2005-07-24	547	A	2.02	A
USGS	12449950	2005-07-25	518	A	1.96	A
USGS	12449950	2005-07-26	488	A	1.90	A
USGS	12449950	2005-07-27	469	A	1.87	A
USGS	12449950	2005-07-28	448	A	1.82	A
USGS	12449950	2005-07-29	428	A	1.78	A
USGS	12449950	2005-07-30	411	A	1.74	A
USGS	12449950	2005-07-31	396	A	1.71	A
USGS	12449950	2005-08-01	382	A	1.68	A
USGS	12449950	2005-08-02	372	A	1.66	A
USGS	12449950	2005-08-03	365	A	1.64	A
USGS	12449950	2005-08-04	356	A	1.62	A
USGS	12449950	2005-08-05	347	A	1.60	A
USGS	12449950	2005-08-06	335	A	1.57	A
USGS	12449950	2005-08-07	322	A	1.54	A
USGS	12449950	2005-08-08	312	A	1.52	A
USGS	12449950	2005-08-09	301	A	1.49	A
USGS	12449950	2005-08-10	292	A	1.47	A
USGS	12449950	2005-08-11	288	A	1.46	A
USGS	12449950	2005-08-12	294	A	1.47	A
USGS	12449950	2005-08-13	295	A	1.47	A
USGS	12449950	2005-08-14	287	A	1.45	A
USGS	12449950	2005-08-15	280	A	1.44	A
USGS	12449950	2005-08-16	274	A	1.42	A
USGS	12449950	2005-08-17	268	A	1.40	A
USGS	12449950	2005-08-18	263	A	1.39	A
USGS	12449950	2005-08-19	267	A	1.40	A
USGS	12449950	2005-08-20	268	A	1.40	A
USGS	12449950	2005-08-21	262	A	1.39	A
USGS	12449950	2005-08-22	256	A	1.37	A
USGS	12449950	2005-08-23	248	A	1.35	A
USGS	12449950	2005-08-24	240	A	1.33	A
USGS	12449950	2005-08-25	235	A	1.31	A
USGS	12449950	2005-08-26	232	A	1.30	A
USGS	12449950	2005-08-27	228	A	1.29	A
USGS	12449950	2005-08-28	227	A	1.29	A
USGS	12449950	2005-08-29	224	A	1.28	A
USGS	12449950	2005-08-30	219	A	1.27	A
USGS	12449950	2005-08-31	220	A	1.27	A
USGS	12449950	2005-09-01	227	A	1.29	A
USGS	12449950	2005-09-02	224	A	1.28	A
USGS	12449950	2005-09-03	223	A	1.28	A
USGS	12449950	2005-09-04	220	A	1.27	A
USGS	12449950	2005-09-05	220	A	1.27	A
USGS	12449950	2005-09-06	220	A	1.27	A
USGS	12449950	2005-09-07	219	A	1.27	A
USGS	12449950	2005-09-08	217	A	1.26	A
USGS	12449950	2005-09-09	219	A	1.27	A
USGS	12449950	2005-09-10	217	A	1.26	A
USGS	12449950	2005-09-11	222	A	1.27	A
USGS	12449950	2005-09-12	231	A	1.30	A
USGS	12449950	2005-09-13	241	A	1.33	A
USGS	12449950	2005-09-14	248	A	1.35	A
USGS	12449950	2005-09-15	245	A	1.34	A
USGS	12449950	2005-09-16	241	A	1.33	A
USGS	12449950	2005-09-17	249	A	1.35	A
USGS	12449950	2005-09-18	254	A	1.36	A
USGS	12449950	2005-09-19	256	A	1.37	A
USGS	12449950	2005-09-20	251	A	1.36	A
USGS	12449950	2005-09-21	245	A	1.34	A
USGS	12449950	2005-09-22	241	A	1.33	A
USGS	12449950	2005-09-23	244	A	1.34	A
USGS	12449950	2005-09-24	245	A	1.34	A
USGS	12449950	2005-09-25	245	A	1.34	A
USGS	12449950	2005-09-26	243	A	1.34	A
USGS	12449950	2005-09-27	241	A	1.33	A
USGS	12449950	2005-09-28	238	A	1.32	A
USGS	12449950	2005-09-29	238	A	1.32	A
USGS	12449950	2005-09-30	238	A	1.32	A
USGS	12449950	2005-10-01	242	A	1.33	A
USGS	12449950	2005-10-02	251	A	1.36	A
USGS	12449950	2005-10-03	271	A	1.41	A
USGS	12449950	2005-10-04	306	A	1.50	A
USGS	12449950	2005-10-05	324	A	1.54	A
USGS	12449950	2005-10-06	323	A	1.54	A
USGS	12449950	2005-10-07	326	A	1.55	A
USGS	12449950	2005-10-08	329	A	1.56	A
USGS	12449950	2005-10-09	334	A	1.57	A
USGS	12449950	2005-10-10	330	A	1.56	A
USGS	12449950	2005-10-11	326	A	1.55	A
USGS	12449950	2005-10-12	326	A	1.55	A
USGS	12449950	2005-10-13	326	A	1.55	A
USGS	12449950	2005-10-14	322	A	1.54	A
USGS	12449950	2005-10-15	322	A	1.54	A
USGS	12449950	2005-10-16	322	A	1.54	A
USGS	12449950	2005-10-17	322	A	1.54	A
USGS	12449950	2005-10-18	319	A	1.53	A
USGS	12449950	2005-10-19	321	A	1.54	A
USGS	12449950	2005-10-20	328	A	1.56	A
USGS	12449950	2005-10-21	334	A	1.57	A
USGS	12449950	2005-10-22	334	A	1.57	A
USGS	12449950	2005-10-23	334	A	1.57	A
USGS	12449950	2005-10-24	334	A	1.57	A
USGS	12449950	2005-10-25	333	A	1.57	A
USGS	12449950	2005-10-26	330	A	1.56	A
USGS	12449950	2005-10-27	330	A	1.56	A
USGS	12449950	2005-10-28	333	A	1.57	A
USGS	12449950	2005-10-29	338	A	1.58	A
USGS	12449950	2005-10-30	334	A	1.57	A
USGS	12449950	2005-10-31	337	A	1.58	A
USGS	12449950	2005-11-01	349	A	1.60	A
USGS	12449950	2005-11-02	364	A	1.64	A
USGS	12449950	2005-11-03	364	A	1.64	A
USGS	12449950	2005-11-04	368	A	1.65	A
USGS	12449950	2005-11-05	360	A	1.63	A
USGS	12449950	2005-11-06	373	A	1.66	A
USGS	12449950	2005-11-07	367	A	1.65	A
USGS	12449950	2005-11-08	355	A	1.62	A
USGS	12449950	2005-11-09	342	A	1.59	A
USGS	12449950	2005-11-10	338	A	1.58	A
USGS	12449950	2005-11-11	334	A	1.57	A
USGS	12449950	2005-11-12	334	A	1.57	A
USGS	12449950	2005-11-13	338	A	1.58	A
USGS	12449950	2005-11-14	342	A	1.59	A
USGS	12449950	2005-11-15	336	A	1.58	A
USGS	12449950	2005-11-16	327	A	1.55	A
USGS	12449950	2005-11-17	326	A	1.55	A
USGS	12449950	2005-11-18	323	A	1.54	A
USGS	12449950	2005-11-19	326	A	1.55	A
USGS	12449950	2005-11-20	326	A	1.55	A
USGS	12449950	2005-11-21	326	A	1.55	A
USGS	12449950	2005-11-22	327	A	1.55	A
USGS	12449950	2005-11-23	330	A	1.56	A
USGS	12449950	2005-11-24	331	A	1.56	A
USGS	12449950	2005-11-25	336	A	1.57	A
USGS	12449950	2005-11-26	343	A	1.59	A
USGS	12449950	2005-11-27	337	A	1.58	A
USGS	12449950	2005-11-28	321	A	1.54	A
USGS	12449950	2005-11-29	319	A	1.53	A
USGS	12449950	2005-11-30	331	A	1.56	A
USGS	12449950	2005-12-01	333	A	1.57	A
USGS	12449950	2005-12-02	334	A	1.57	A
USGS	12449950	2005-12-03	328	A	1.55	A
USGS	12449950	2005-12-04	290	A:e	1.49	A
USGS	12449950	2005-12-05	270	A:e	1.49	A
USGS	12449950	2005-12-06	290	A:e	1.65	A
USGS	12449950	2005-12-07	310	A:e	1.73	A
USGS	12449950	2005-12-08	305	A:e	1.69	A
USGS	12449950	2005-12-09	295	A:e	1.68	A
USGS	12449950	2005-12-10	305	A:e	1.83	A
USGS	12449950	2005-12-11	305	A:e	1.89	A
USGS	12449950	2005-12-12	300	A:e	1.96	A
USGS	12449950	2005-12-13	305	A:e	1.92	A
USGS	12449950	2005-12-14	305	A:e	2.09	A
USGS	12449950	2005-12-15	305	A:e	2.39	A
USGS	12449950	2005-12-16	305	A:e	2.53	A
USGS	12449950	2005-12-17	300	A:e	2.84	A
USGS	12449950	2005-12-18	285	A:e	3.07	A
USGS	12449950	2005-12-19	275	A:e	2.95	A
USGS	12449950	2005-12-20	300	A:e	2.79	A
USGS	12449950	2005-12-21	315	A:e	2.41	A
USGS	12449950	2005-12-22	340	A:e	2.26	A
USGS	12449950	2005-12-23	345	A:e	2.19	A
USGS	12449950	2005-12-24	350	A:e	2.15	A
USGS	12449950	2005-12-25	370	A:e	2.10	A
USGS	12449950	2005-12-26	390	A:e	2.06	A
USGS	12449950	2005-12-27	415	A:e	1.87	A
USGS	12449950	2005-12-28	410	A:e	1.79	A
USGS	12449950	2005-12-29	400	A:e	1.76	A
USGS	12449950	2005-12-30	385	A:e	1.73	A
USGS	12449950	2005-12-31	395	A:e	1.74	A
USGS	12449950	2006-01-01	390	A:e	1.71	A
USGS	12449950	2006-01-02	390	A:e	1.71	A
USGS	12449950	2006-01-03	380	A:e	1.69	A
USGS	12449950	2006-01-04	354	A	1.67	A
USGS	12449950	2006-01-05	344	A	1.64	A
USGS	12449950	2006-01-06	339	A	1.63	A
USGS	12449950	2006-01-07	340	A	1.63	A
USGS	12449950	2006-01-08	340	A	1.63	A
USGS	12449950	2006-01-09	338	A	1.63	A
USGS	12449950	2006-01-10	340	A	1.63	A
USGS	12449950	2006-01-11	348	A	1.65	A
USGS	12449950	2006-01-12	355	A	1.67	A
USGS	12449950	2006-01-13	360	A	1.68	A
USGS	12449950	2006-01-14	362	A	1.68	A
USGS	12449950	2006-01-15	352	A	1.66	A
USGS	12449950	2006-01-16	341	A	1.63	A
USGS	12449950	2006-01-17	338	A	1.63	A
USGS	12449950	2006-01-18	334	A	1.62	A
USGS	12449950	2006-01-19	330	A	1.61	A
USGS	12449950	2006-01-20	326	A	1.60	A
USGS	12449950	2006-01-21	317	A	1.58	A
USGS	12449950	2006-01-22	306	A	1.55	A
USGS	12449950	2006-01-23	308	A	1.56	A
USGS	12449950	2006-01-24	313	A	1.57	A
USGS	12449950	2006-01-25	317	A	1.58	A
USGS	12449950	2006-01-26	318	A	1.58	A
USGS	12449950	2006-01-27	317	A	1.58	A
USGS	12449950	2006-01-28	316	A	1.58	A
USGS	12449950	2006-01-29	320	A	1.59	A
USGS	12449950	2006-01-30	327	A	1.60	A
USGS	12449950	2006-01-31	330	A	1.61	A
USGS	12449950	2006-02-01	337	A	1.63	A
USGS	12449950	2006-02-02	336	A	1.62	A
USGS	12449950	2006-02-03	330	A	1.61	A
USGS	12449950	2006-02-04	343	A	1.64	A
USGS	12449950	2006-02-05	346	A	1.65	A
USGS	12449950	2006-02-06	336	A	1.62	A
USGS	12449950	2006-02-07	329	A	1.61	A
USGS	12449950	2006-02-08	325	A	1.60	A
USGS	12449950	2006-02-09	319	A	1.58	A
USGS	12449950	2006-02-10	301	A	1.54	A
USGS	12449950	2006-02-11	272	A	1.46	A
USGS	12449950	2006-02-12	278	A	1.48	A
USGS	12449950	2006-02-13	296	A	1.53	A
USGS	12449950	2006-02-14	310	A	1.56	A
USGS	12449950	2006-02-15	310	A	1.56	A
USGS	12449950	2006-02-16	290	A	1.51	A
USGS	12449950	2006-02-17	289	A	1.51	A
USGS	12449950	2006-02-18	256	A	1.42	A
USGS	12449950	2006-02-19	247	A	1.40	A
USGS	12449950	2006-02-20	266	A	1.45	A
USGS	12449950	2006-02-21	297	A	1.53	A
USGS	12449950	2006-02-22	316	A	1.58	A
USGS	12449950	2006-02-23	318	A	1.58	A
USGS	12449950	2006-02-24	313	A	1.57	A
USGS	12449950	2006-02-25	297	A	1.53	A
USGS	12449950	2006-02-26	288	A	1.51	A
USGS	12449950	2006-02-27	294	A	1.52	A
USGS	12449950	2006-02-28	303	A	1.54	A
USGS	12449950	2006-03-01	314	A	1.57	A
USGS	12449950	2006-03-02	318	A	1.58	A
USGS	12449950	2006-03-03	318	A	1.58	A
USGS	12449950	2006-03-04	315	A	1.57	A
USGS	12449950	2006-03-05	313	A	1.57	A
USGS	12449950	2006-03-06	313	A	1.57	A
USGS	12449950	2006-03-07	315	A	1.57	A
USGS	12449950	2006-03-08	318	A	1.58	A
USGS	12449950	2006-03-09	318	A	1.58	A
USGS	12449950	2006-03-10	321	A	1.59	A
USGS	12449950	2006-03-11	318	A	1.58	A
USGS	12449950	2006-03-12	315	A	1.57	A
USGS	12449950	2006-03-13	312	A	1.57	A
USGS	12449950	2006-03-14	313	A	1.57	A
USGS	12449950	2006-03-15	313	A	1.57	A
USGS	12449950	2006-03-16	318	A	1.58	A
USGS	12449950	2006-03-17	335	A	1.62	A
USGS	12449950	2006-03-18	342	A	1.64	A
USGS	12449950	2006-03-19	343	A	1.64	A
USGS	12449950	2006-03-20	343	A	1.64	A
USGS	12449950	2006-03-21	347	A	1.65	A
USGS	12449950	2006-03-22	352	A	1.66	A
USGS	12449950	2006-03-23	362	A	1.68	A
USGS	12449950	2006-03-24	376	A	1.71	A
USGS	12449950	2006-03-25	398	A	1.75	A
USGS	12449950	2006-03-26	424	A	1.81	A
USGS	12449950	2006-03-27	444	A	1.85	A
USGS	12449950	2006-03-28	457	A	1.87	A
USGS	12449950	2006-03-29	469	A	1.89	A
USGS	12449950	2006-03-30	484	A	1.92	A
USGS	12449950	2006-03-31	503	A	1.95	A
USGS	12449950	2006-04-01	533	A	2.01	A
USGS	12449950	2006-04-02	568	A	2.07	A
USGS	12449950	2006-04-03	591	A	2.11	A
USGS	12449950	2006-04-04	611	A	2.14	A
USGS	12449950	2006-04-05	639	A	2.18	A
USGS	12449950	2006-04-06	686	A	2.26	A
USGS	12449950	2006-04-07	880	A	2.55	A
USGS	12449950	2006-04-08	1050	A	2.78	A
USGS	12449950	2006-04-09	1130	A	2.87	A
USGS	12449950	2006-04-10	1280	A	3.04	A
USGS	12449950	2006-04-11	1440	A	3.22	A
USGS	12449950	2006-04-12	1570	A	3.35	A
USGS	12449950	2006-04-13	1670	A	3.46	A
USGS	12449950	2006-04-14	1700	A	3.48	A
USGS	12449950	2006-04-15	1690	A	3.48	A
USGS	12449950	2006-04-16	1620	A	3.41	A
USGS	12449950	2006-04-17	1510	A	3.29	A
USGS	12449950	2006-04-18	1430	A	3.21	A
USGS	12449950	2006-04-19	1400	A	3.18	A
USGS	12449950	2006-04-20	1450	A	3.23	A
USGS	12449950	2006-04-21	1650	A	3.44	A
USGS	12449950	2006-04-22	2030	A	3.79	A
USGS	12449950	2006-04-23	2160	A	3.90	A
USGS	12449950	2006-04-24	2280	A	4.00	A
USGS	12449950	2006-04-25	2540	A	4.20	A
USGS	12449950	2006-04-26	2870	A	4.44	A
USGS	12449950	2006-04-27	3010	A	4.54	A
USGS	12449950	2006-04-28	3210	A	4.67	A
USGS	12449950	2006-04-29	4210	A	5.27	A
USGS	12449950	2006-04-30	5490	A	5.94	A
USGS	12449950	2006-05-01	5480	A	5.94	A
USGS	12449950	2006-05-02	4830	A	5.61	A
USGS	12449950	2006-05-03	4340	A	5.35	A
USGS	12449950	2006-05-04	4200	A	5.27	A
USGS	12449950	2006-05-05	4420	A	5.40	A
USGS	12449950	2006-05-06	4870	A	5.63	A
USGS	12449950	2006-05-07	4930	A	5.67	A
USGS	12449950	2006-05-08	4640	A	5.52	A
USGS	12449950	2006-05-09	4250	A	5.30	A
USGS	12449950	2006-05-10	4090	A	5.21	A
USGS	12449950	2006-05-11	4120	A	5.23	A
USGS	12449950	2006-05-12	4170	A	5.26	A
USGS	12449950	2006-05-13	4140	A	5.24	A
USGS	12449950	2006-05-14	4210	A	5.28	A
USGS	12449950	2006-05-15	4900	A	5.65	A
USGS	12449950	2006-05-16	7130	A	6.66	A
USGS	12449950	2006-05-17	12300	A	8.45	A
USGS	12449950	2006-05-18	17700	A	9.92	A
USGS	12449950	2006-05-19	19400	A	10.32	A
