# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-10-18 15:32:44 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14033500 UMATILLA RIVER NEAR UMATILLA, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14033500
#            TS   parameter     statistic     Description
#        113294       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	113294_00060_00003	113294_00060_00003_cd
USGS	14033500	2005-03-01	233	A
USGS	14033500	2005-03-02	237	A
USGS	14033500	2005-03-03	230	A
USGS	14033500	2005-03-04	234	A
USGS	14033500	2005-03-05	242	A
USGS	14033500	2005-03-06	245	A
USGS	14033500	2005-03-07	245	A
USGS	14033500	2005-03-08	242	A
USGS	14033500	2005-03-09	243	A
USGS	14033500	2005-03-10	224	A
USGS	14033500	2005-03-11	204	A
USGS	14033500	2005-03-12	202	A
USGS	14033500	2005-03-13	199	A
USGS	14033500	2005-03-14	210	A
USGS	14033500	2005-03-15	205	A
USGS	14033500	2005-03-16	199	A
USGS	14033500	2005-03-17	187	A
USGS	14033500	2005-03-18	194	A
USGS	14033500	2005-03-19	187	A
USGS	14033500	2005-03-20	181	A
USGS	14033500	2005-03-21	196	A
USGS	14033500	2005-03-22	213	A
USGS	14033500	2005-03-23	206	A
USGS	14033500	2005-03-24	211	A
USGS	14033500	2005-03-25	208	A
USGS	14033500	2005-03-26	201	A
USGS	14033500	2005-03-27	205	A
USGS	14033500	2005-03-28	991	A
USGS	14033500	2005-03-29	1830	A
USGS	14033500	2005-03-30	1370	A
USGS	14033500	2005-03-31	957	A
USGS	14033500	2005-04-01	653	A
USGS	14033500	2005-04-02	511	A
USGS	14033500	2005-04-03	481	A
USGS	14033500	2005-04-04	523	A
USGS	14033500	2005-04-05	615	A
USGS	14033500	2005-04-06	560	A
USGS	14033500	2005-04-07	490	A
USGS	14033500	2005-04-08	524	A
USGS	14033500	2005-04-09	469	A
USGS	14033500	2005-04-10	429	A
USGS	14033500	2005-04-11	379	A
USGS	14033500	2005-04-12	367	A
USGS	14033500	2005-04-13	350	A
USGS	14033500	2005-04-14	332	A
USGS	14033500	2005-04-15	304	A
USGS	14033500	2005-04-16	272	A
USGS	14033500	2005-04-17	309	A
USGS	14033500	2005-04-18	406	A
USGS	14033500	2005-04-19	391	A
USGS	14033500	2005-04-20	390	A
USGS	14033500	2005-04-21	360	A
USGS	14033500	2005-04-22	327	A
USGS	14033500	2005-04-23	296	A
USGS	14033500	2005-04-24	297	A
USGS	14033500	2005-04-25	304	A
USGS	14033500	2005-04-26	304	A
USGS	14033500	2005-04-27	382	A
USGS	14033500	2005-04-28	276	A
USGS	14033500	2005-04-29	254	A
USGS	14033500	2005-04-30	291	A
USGS	14033500	2005-05-01	287	A
USGS	14033500	2005-05-02	269	A
USGS	14033500	2005-05-03	275	A
USGS	14033500	2005-05-04	257	A
USGS	14033500	2005-05-05	252	A
USGS	14033500	2005-05-06	252	A
USGS	14033500	2005-05-07	318	A
USGS	14033500	2005-05-08	521	A
USGS	14033500	2005-05-09	553	A
USGS	14033500	2005-05-10	584	A
USGS	14033500	2005-05-11	540	A
USGS	14033500	2005-05-12	656	A
USGS	14033500	2005-05-13	617	A
USGS	14033500	2005-05-14	512	A
USGS	14033500	2005-05-15	498	A
USGS	14033500	2005-05-16	784	A
USGS	14033500	2005-05-17	2010	A
USGS	14033500	2005-05-18	1790	A
USGS	14033500	2005-05-19	1390	A
USGS	14033500	2005-05-20	1080	A
USGS	14033500	2005-05-21	860	A
USGS	14033500	2005-05-22	686	A
USGS	14033500	2005-05-23	549	A
USGS	14033500	2005-05-24	469	A
USGS	14033500	2005-05-25	413	A
USGS	14033500	2005-05-26	312	A
USGS	14033500	2005-05-27	266	A
USGS	14033500	2005-05-28	283	A
USGS	14033500	2005-05-29	232	A
USGS	14033500	2005-05-30	192	A
USGS	14033500	2005-05-31	185	A
USGS	14033500	2005-06-01	201	A
USGS	14033500	2005-06-02	194	A
USGS	14033500	2005-06-03	167	A
USGS	14033500	2005-06-04	168	A
USGS	14033500	2005-06-05	166	A
USGS	14033500	2005-06-06	179	A
USGS	14033500	2005-06-07	176	A
USGS	14033500	2005-06-08	166	A
USGS	14033500	2005-06-09	162	A
USGS	14033500	2005-06-10	153	A
USGS	14033500	2005-06-11	163	A
USGS	14033500	2005-06-12	178	A
USGS	14033500	2005-06-13	179	A
USGS	14033500	2005-06-14	170	A
USGS	14033500	2005-06-15	184	A
USGS	14033500	2005-06-16	182	A
USGS	14033500	2005-06-17	166	A
USGS	14033500	2005-06-18	160	A
USGS	14033500	2005-06-19	155	A
USGS	14033500	2005-06-20	152	A
USGS	14033500	2005-06-21	136	A
USGS	14033500	2005-06-22	134	A
USGS	14033500	2005-06-23	129	A
USGS	14033500	2005-06-24	123	A
USGS	14033500	2005-06-25	128	A
USGS	14033500	2005-06-26	136	A
USGS	14033500	2005-06-27	134	A
USGS	14033500	2005-06-28	143	A
USGS	14033500	2005-06-29	139	A
USGS	14033500	2005-06-30	110	A
USGS	14033500	2005-07-01	39.0	A
USGS	14033500	2005-07-02	1.30	A
USGS	14033500	2005-07-03	1.40	A
USGS	14033500	2005-07-04	1.10	A
USGS	14033500	2005-07-05	4.30	A
USGS	14033500	2005-07-06	4.40	A
USGS	14033500	2005-07-07	4.10	A
USGS	14033500	2005-07-08	3.90	A
USGS	14033500	2005-07-09	1.90	A
USGS	14033500	2005-07-10	1.90	A
USGS	14033500	2005-07-11	1.40	A
USGS	14033500	2005-07-12	1.30	A
USGS	14033500	2005-07-13	3.20	A
USGS	14033500	2005-07-14	1.60	A
USGS	14033500	2005-07-15	1.30	A
USGS	14033500	2005-07-16	1.50	A
USGS	14033500	2005-07-17	1.40	A
USGS	14033500	2005-07-18	1.20	A
USGS	14033500	2005-07-19	0.97	A
USGS	14033500	2005-07-20	3.30	A
USGS	14033500	2005-07-21	1.30	A
USGS	14033500	2005-07-22	1.10	A
USGS	14033500	2005-07-23	1.20	A
USGS	14033500	2005-07-24	1.50	A
USGS	14033500	2005-07-25	1.10	A
USGS	14033500	2005-07-26	0.97	A
USGS	14033500	2005-07-27	3.20	A
USGS	14033500	2005-07-28	1.20	A
USGS	14033500	2005-07-29	1.10	A
USGS	14033500	2005-07-30	1.30	A
USGS	14033500	2005-07-31	1.20	A
USGS	14033500	2005-08-01	1.10	A
USGS	14033500	2005-08-02	1.10	A
USGS	14033500	2005-08-03	2.40	A
USGS	14033500	2005-08-04	1.20	A
USGS	14033500	2005-08-05	2.50	A
USGS	14033500	2005-08-06	12.0	A
USGS	14033500	2005-08-07	4.20	A
USGS	14033500	2005-08-08	2.30	A
USGS	14033500	2005-08-09	0.92	A
USGS	14033500	2005-08-10	2.60	A
USGS	14033500	2005-08-11	1.20	A
USGS	14033500	2005-08-12	1.10	A
USGS	14033500	2005-08-13	1.20	A
USGS	14033500	2005-08-14	1.70	A
USGS	14033500	2005-08-15	1.20	A
USGS	14033500	2005-08-16	1.80	A
USGS	14033500	2005-08-17	54.0	A
USGS	14033500	2005-08-18	49.0	A
USGS	14033500	2005-08-19	50.0	A
USGS	14033500	2005-08-20	54.0	A
USGS	14033500	2005-08-21	47.0	A
USGS	14033500	2005-08-22	44.0	A
USGS	14033500	2005-08-23	43.0	A
USGS	14033500	2005-08-24	45.0	A
USGS	14033500	2005-08-25	47.0	A
USGS	14033500	2005-08-26	69.0	A
USGS	14033500	2005-08-27	72.0	A
USGS	14033500	2005-08-28	62.0	A
USGS	14033500	2005-08-29	51.0	A
USGS	14033500	2005-08-30	47.0	A
USGS	14033500	2005-08-31	47.0	A
USGS	14033500	2005-09-01	51.0	A
USGS	14033500	2005-09-02	49.0	A
USGS	14033500	2005-09-03	44.0	A
USGS	14033500	2005-09-04	47.0	A
USGS	14033500	2005-09-05	53.0	A
USGS	14033500	2005-09-06	53.0	A
USGS	14033500	2005-09-07	64.0	A
USGS	14033500	2005-09-08	86.0	A
USGS	14033500	2005-09-09	95.0	A
USGS	14033500	2005-09-10	98.0	A
USGS	14033500	2005-09-11	105	A
USGS	14033500	2005-09-12	98.0	A
USGS	14033500	2005-09-13	98.0	A
USGS	14033500	2005-09-14	103	A
USGS	14033500	2005-09-15	101	A
USGS	14033500	2005-09-16	107	A
USGS	14033500	2005-09-17	99.0	A
USGS	14033500	2005-09-18	105	A
USGS	14033500	2005-09-19	100	A
USGS	14033500	2005-09-20	95.0	A
USGS	14033500	2005-09-21	92.0	A
USGS	14033500	2005-09-22	94.0	A
USGS	14033500	2005-09-23	93.0	A
USGS	14033500	2005-09-24	95.0	A
USGS	14033500	2005-09-25	94.0	A
USGS	14033500	2005-09-26	94.0	A
USGS	14033500	2005-09-27	92.0	A
USGS	14033500	2005-09-28	94.0	A
USGS	14033500	2005-09-29	90.0	A
USGS	14033500	2005-09-30	89.0	A
USGS	14033500	2005-10-01	96.5	A
USGS	14033500	2005-10-02	101	A
USGS	14033500	2005-10-03	101	A
USGS	14033500	2005-10-04	101	A
USGS	14033500	2005-10-05	98.8	A
USGS	14033500	2005-10-06	101	A
USGS	14033500	2005-10-07	98.0	A
USGS	14033500	2005-10-08	98.9	A
USGS	14033500	2005-10-09	98.3	A
USGS	14033500	2005-10-10	103	A
USGS	14033500	2005-10-11	103	A
USGS	14033500	2005-10-12	104	A
USGS	14033500	2005-10-13	106	A
USGS	14033500	2005-10-14	107	A
USGS	14033500	2005-10-15	106	A
USGS	14033500	2005-10-16	102	A
USGS	14033500	2005-10-17	104	A
USGS	14033500	2005-10-18	104	A
USGS	14033500	2005-10-19	106	A
USGS	14033500	2005-10-20	104	A
USGS	14033500	2005-10-21	111	A
USGS	14033500	2005-10-22	114	A
USGS	14033500	2005-10-23	116	A
USGS	14033500	2005-10-24	121	A
USGS	14033500	2005-10-25	125	A
USGS	14033500	2005-10-26	132	A
USGS	14033500	2005-10-27	134	A
USGS	14033500	2005-10-28	135	A
USGS	14033500	2005-10-29	149	A
USGS	14033500	2005-10-30	149	A
USGS	14033500	2005-10-31	151	A
USGS	14033500	2005-11-01	155	A
USGS	14033500	2005-11-02	165	A
USGS	14033500	2005-11-03	184	A
USGS	14033500	2005-11-04	172	A
USGS	14033500	2005-11-05	175	A
USGS	14033500	2005-11-06	179	A
USGS	14033500	2005-11-07	173	A
USGS	14033500	2005-11-08	174	A
USGS	14033500	2005-11-09	177	A
USGS	14033500	2005-11-10	172	A
USGS	14033500	2005-11-11	170	A
USGS	14033500	2005-11-12	165	A
USGS	14033500	2005-11-13	164	A
USGS	14033500	2005-11-14	167	A
USGS	14033500	2005-11-15	170	A
USGS	14033500	2005-11-16	174	A
USGS	14033500	2005-11-17	163	A
USGS	14033500	2005-11-18	152	A
USGS	14033500	2005-11-19	142	A
USGS	14033500	2005-11-20	135	A
USGS	14033500	2005-11-21	130	A
USGS	14033500	2005-11-22	127	A
USGS	14033500	2005-11-23	124	A
USGS	14033500	2005-11-24	122	A
USGS	14033500	2005-11-25	124	A
USGS	14033500	2005-11-26	123	A
USGS	14033500	2005-11-27	119	A
USGS	14033500	2005-11-28	119	A
USGS	14033500	2005-11-29	118	A
USGS	14033500	2005-11-30	115	A
USGS	14033500	2005-12-01	118	A
USGS	14033500	2005-12-02	116	A
USGS	14033500	2005-12-03	114	A
USGS	14033500	2005-12-04	116	A
USGS	14033500	2005-12-05	117	A
USGS	14033500	2005-12-06	115	A
USGS	14033500	2005-12-07	114	A
USGS	14033500	2005-12-08	108	A
USGS	14033500	2005-12-09	102	A
USGS	14033500	2005-12-10	112	A
USGS	14033500	2005-12-11	118	A
USGS	14033500	2005-12-12	110	A
USGS	14033500	2005-12-13	102	A
USGS	14033500	2005-12-14	111	A
USGS	14033500	2005-12-15	104	A
USGS	14033500	2005-12-16	99.5	A
USGS	14033500	2005-12-17	97.1	A
USGS	14033500	2005-12-18	97.6	A
USGS	14033500	2005-12-19	93.1	A
USGS	14033500	2005-12-20	105	A
USGS	14033500	2005-12-21	125	A
USGS	14033500	2005-12-22	124	A
USGS	14033500	2005-12-23	207	A
USGS	14033500	2005-12-24	623	A
USGS	14033500	2005-12-25	513	A
USGS	14033500	2005-12-26	492	A
USGS	14033500	2005-12-27	502	A
USGS	14033500	2005-12-28	493	A
USGS	14033500	2005-12-29	1270	A
USGS	14033500	2005-12-30	1360	A
USGS	14033500	2005-12-31	1730	A
USGS	14033500	2006-01-01	2180	A
USGS	14033500	2006-01-02	1970	A
USGS	14033500	2006-01-03	1460	A
USGS	14033500	2006-01-04	1070	A
USGS	14033500	2006-01-05	773	A
USGS	14033500	2006-01-06	576	A
USGS	14033500	2006-01-07	461	A
USGS	14033500	2006-01-08	418	A
USGS	14033500	2006-01-09	414	A
USGS	14033500	2006-01-10	433	A
USGS	14033500	2006-01-11	1110	A
USGS	14033500	2006-01-12	1610	A
USGS	14033500	2006-01-13	1390	A
USGS	14033500	2006-01-14	1240	A
USGS	14033500	2006-01-15	1510	A
USGS	14033500	2006-01-16	1420	A
USGS	14033500	2006-01-17	1260	A
USGS	14033500	2006-01-18	1800	A
USGS	14033500	2006-01-19	2000	A
USGS	14033500	2006-01-20	1630	A
USGS	14033500	2006-01-21	1360	A
USGS	14033500	2006-01-22	1100	A
USGS	14033500	2006-01-23	868	A
USGS	14033500	2006-01-24	709	A
USGS	14033500	2006-01-25	642	A
USGS	14033500	2006-01-26	592	A
USGS	14033500	2006-01-27	553	A
USGS	14033500	2006-01-28	518	A
USGS	14033500	2006-01-29	485	A
USGS	14033500	2006-01-30	451	A
USGS	14033500	2006-01-31	499	A
USGS	14033500	2006-02-01	647	A
USGS	14033500	2006-02-02	762	A
USGS	14033500	2006-02-03	858	A
USGS	14033500	2006-02-04	1090	A
USGS	14033500	2006-02-05	1610	A
USGS	14033500	2006-02-06	1370	A
USGS	14033500	2006-02-07	1040	A
USGS	14033500	2006-02-08	809	A
USGS	14033500	2006-02-09	665	A
USGS	14033500	2006-02-10	578	A
USGS	14033500	2006-02-11	517	A
USGS	14033500	2006-02-12	459	A
USGS	14033500	2006-02-13	402	A
USGS	14033500	2006-02-14	376	A
USGS	14033500	2006-02-15	365	A
USGS	14033500	2006-02-16	328	A
USGS	14033500	2006-02-17	300	A
USGS	14033500	2006-02-18	377	A
USGS	14033500	2006-02-19	460	A
USGS	14033500	2006-02-20	459	A
USGS	14033500	2006-02-21	413	A
USGS	14033500	2006-02-22	324	A
USGS	14033500	2006-02-23	389	A
USGS	14033500	2006-02-24	380	A
USGS	14033500	2006-02-25	389	A
USGS	14033500	2006-02-26	364	A
USGS	14033500	2006-02-27	366	A
USGS	14033500	2006-02-28	413	A
USGS	14033500	2006-03-01	1380	A
USGS	14033500	2006-03-02	1640	A
USGS	14033500	2006-03-03	1310	A
USGS	14033500	2006-03-04	1030	A
USGS	14033500	2006-03-05	827	A
USGS	14033500	2006-03-06	678	A
USGS	14033500	2006-03-07	612	A
USGS	14033500	2006-03-08	600	A
USGS	14033500	2006-03-09	619	A
USGS	14033500	2006-03-10	602	A
USGS	14033500	2006-03-11	568	A
USGS	14033500	2006-03-12	526	A
USGS	14033500	2006-03-13	475	A
USGS	14033500	2006-03-14	422	A
USGS	14033500	2006-03-15	405	A
USGS	14033500	2006-03-16	369	A
USGS	14033500	2006-03-17	340	A
USGS	14033500	2006-03-18	361	A
USGS	14033500	2006-03-19	359	A
USGS	14033500	2006-03-20	336	A
USGS	14033500	2006-03-21	312	A
USGS	14033500	2006-03-22	295	A
USGS	14033500	2006-03-23	275	A
USGS	14033500	2006-03-24	289	A
USGS	14033500	2006-03-25	594	A
USGS	14033500	2006-03-26	1460	A
USGS	14033500	2006-03-27	1450	A
USGS	14033500	2006-03-28	1260	A
USGS	14033500	2006-03-29	1280	A
USGS	14033500	2006-03-30	1600	A
USGS	14033500	2006-03-31	1350	A
USGS	14033500	2006-04-01	1440	A
USGS	14033500	2006-04-02	1750	A
USGS	14033500	2006-04-03	1600	A
USGS	14033500	2006-04-04	1790	A
USGS	14033500	2006-04-05	2620	A
USGS	14033500	2006-04-06	4330	A
USGS	14033500	2006-04-07	5430	A
USGS	14033500	2006-04-08	3780	A
USGS	14033500	2006-04-09	4090	A
USGS	14033500	2006-04-10	3860	A
USGS	14033500	2006-04-11	3370	A
USGS	14033500	2006-04-12	2890	A
USGS	14033500	2006-04-13	2600	A
USGS	14033500	2006-04-14	2810	A
USGS	14033500	2006-04-15	2650	A
USGS	14033500	2006-04-16	2530	A
USGS	14033500	2006-04-17	2210	A
USGS	14033500	2006-04-18	1870	A
USGS	14033500	2006-04-19	1500	A
USGS	14033500	2006-04-20	1230	A
USGS	14033500	2006-04-21	1150	A
USGS	14033500	2006-04-22	1180	A
USGS	14033500	2006-04-23	1050	A
USGS	14033500	2006-04-24	965	A
USGS	14033500	2006-04-25	869	A
USGS	14033500	2006-04-26	743	A
USGS	14033500	2006-04-27	678	A
USGS	14033500	2006-04-28	711	A
USGS	14033500	2006-04-29	770	A
USGS	14033500	2006-04-30	889	A
USGS	14033500	2006-05-01	859	A
USGS	14033500	2006-05-02	653	A
USGS	14033500	2006-05-03	485	A
USGS	14033500	2006-05-04	481	A
USGS	14033500	2006-05-05	505	A
USGS	14033500	2006-05-06	459	A
USGS	14033500	2006-05-07	460	A
USGS	14033500	2006-05-08	461	A
USGS	14033500	2006-05-09	451	A
USGS	14033500	2006-05-10	338	A
USGS	14033500	2006-05-11	290	A
USGS	14033500	2006-05-12	272	A
USGS	14033500	2006-05-13	273	A
USGS	14033500	2006-05-14	266	A
USGS	14033500	2006-05-15	296	A
USGS	14033500	2006-05-16	292	A
USGS	14033500	2006-05-17	295	A
USGS	14033500	2006-05-18	290	A
USGS	14033500	2006-05-19	261	A
USGS	14033500	2006-05-20	422	A
USGS	14033500	2006-05-21	472	A
USGS	14033500	2006-05-22	368	A
USGS	14033500	2006-05-23	366	A
USGS	14033500	2006-05-24	338	A
USGS	14033500	2006-05-25	318	A
USGS	14033500	2006-05-26	322	A
USGS	14033500	2006-05-27	368	A
USGS	14033500	2006-05-28	343	A
USGS	14033500	2006-05-29	486	A
USGS	14033500	2006-05-30	636	A
USGS	14033500	2006-05-31	485	A
USGS	14033500	2006-06-01	300	A
USGS	14033500	2006-06-02	270	A
USGS	14033500	2006-06-03	311	A
USGS	14033500	2006-06-04	369	A
USGS	14033500	2006-06-05	967	A
USGS	14033500	2006-06-06	1240	A
USGS	14033500	2006-06-07	1040	A
USGS	14033500	2006-06-08	789	A
USGS	14033500	2006-06-09	554	A
USGS	14033500	2006-06-10	379	A
USGS	14033500	2006-06-11	264	A
USGS	14033500	2006-06-12	266	A
USGS	14033500	2006-06-13	356	A
USGS	14033500	2006-06-14	427	A
USGS	14033500	2006-06-15	797	A
USGS	14033500	2006-06-16	694	A
USGS	14033500	2006-06-17	539	A
USGS	14033500	2006-06-18	423	A
USGS	14033500	2006-06-19	274	A
USGS	14033500	2006-06-20	225	A
USGS	14033500	2006-06-21	233	A
USGS	14033500	2006-06-22	215	A
USGS	14033500	2006-06-23	197	A
USGS	14033500	2006-06-24	192	A
USGS	14033500	2006-06-25	198	A
USGS	14033500	2006-06-26	196	A
USGS	14033500	2006-06-27	188	A
USGS	14033500	2006-06-28	185	A
USGS	14033500	2006-06-29	194	A
USGS	14033500	2006-06-30	190	A
USGS	14033500	2006-07-01	141	A
USGS	14033500	2006-07-02	111	A
USGS	14033500	2006-07-03	90.6	A
USGS	14033500	2006-07-04	81.8	A
USGS	14033500	2006-07-05	75.9	A
USGS	14033500	2006-07-06	63.0	A
USGS	14033500	2006-07-07	58.6	A
USGS	14033500	2006-07-08	56.3	A
USGS	14033500	2006-07-09	52.8	A
USGS	14033500	2006-07-10	51.0	A
USGS	14033500	2006-07-11	54.4	A
USGS	14033500	2006-07-12	57.4	A
USGS	14033500	2006-07-13	87.9	A
USGS	14033500	2006-07-14	102	A
USGS	14033500	2006-07-15	90.3	A
USGS	14033500	2006-07-16	72.2	A
USGS	14033500	2006-07-17	63.7	A
USGS	14033500	2006-07-18	60.6	A
USGS	14033500	2006-07-19	59.8	A
USGS	14033500	2006-07-20	56.8	A
USGS	14033500	2006-07-21	60.2	A
USGS	14033500	2006-07-22	61.5	A
USGS	14033500	2006-07-23	60.3	A
USGS	14033500	2006-07-24	59.8	A
USGS	14033500	2006-07-25	59.9	A
USGS	14033500	2006-07-26	60.6	A
USGS	14033500	2006-07-27	58.7	A
USGS	14033500	2006-07-28	60.1	A
USGS	14033500	2006-07-29	59.4	A
USGS	14033500	2006-07-30	60.0	A
USGS	14033500	2006-07-31	61.7	A
USGS	14033500	2006-08-01	69.2	A
USGS	14033500	2006-08-02	68.2	A
USGS	14033500	2006-08-03	65.7	A
USGS	14033500	2006-08-04	60.7	A
USGS	14033500	2006-08-05	57.4	A
USGS	14033500	2006-08-06	55.6	A
USGS	14033500	2006-08-07	55.4	A
USGS	14033500	2006-08-08	58.8	A
USGS	14033500	2006-08-09	61.5	A
USGS	14033500	2006-08-10	61.5	A
USGS	14033500	2006-08-11	63.1	A
USGS	14033500	2006-08-12	73.0	A
USGS	14033500	2006-08-13	81.9	A
USGS	14033500	2006-08-14	78.9	A
USGS	14033500	2006-08-15	75.1	A
USGS	14033500	2006-08-16	68.7	A
USGS	14033500	2006-08-17	68.1	A
USGS	14033500	2006-08-18	68.8	A
USGS	14033500	2006-08-19	71.7	A
USGS	14033500	2006-08-20	72.7	A
USGS	14033500	2006-08-21	71.0	A
USGS	14033500	2006-08-22	69.7	A
USGS	14033500	2006-08-23	69.2	A
USGS	14033500	2006-08-24	72.9	A
USGS	14033500	2006-08-25	79.3	A
USGS	14033500	2006-08-26	85.4	A
USGS	14033500	2006-08-27	85.3	A
USGS	14033500	2006-08-28	78.4	A
USGS	14033500	2006-08-29	74.8	A
USGS	14033500	2006-08-30	76.1	A
USGS	14033500	2006-08-31	80.1	A
USGS	14033500	2006-09-01	85.6	A
USGS	14033500	2006-09-02	96.2	A
USGS	14033500	2006-09-03	92.9	A
USGS	14033500	2006-09-04	90.7	A
USGS	14033500	2006-09-05	92.1	A
USGS	14033500	2006-09-06	105	A
USGS	14033500	2006-09-07	174	A
USGS	14033500	2006-09-08	193	A
USGS	14033500	2006-09-09	190	A
USGS	14033500	2006-09-10	197	A
USGS	14033500	2006-09-11	192	A
USGS	14033500	2006-09-12	192	A
USGS	14033500	2006-09-13	184	A
USGS	14033500	2006-09-14	185	A
USGS	14033500	2006-09-15	185	A
USGS	14033500	2006-09-16	190	A
USGS	14033500	2006-09-17	171	A
USGS	14033500	2006-09-18	182	A
USGS	14033500	2006-09-19	185	A
USGS	14033500	2006-09-20	198	A
USGS	14033500	2006-09-21	227	A
USGS	14033500	2006-09-22	222	A
USGS	14033500	2006-09-23	220	A
USGS	14033500	2006-09-24	188	A
USGS	14033500	2006-09-25	183	A
USGS	14033500	2006-09-26	181	A
USGS	14033500	2006-09-27	181	A
USGS	14033500	2006-09-28	183	A
USGS	14033500	2006-09-29	191	A
USGS	14033500	2006-09-30	187	A
USGS	14033500	2006-10-01	197	A
USGS	14033500	2006-10-02	208	A
USGS	14033500	2006-10-03	206	A
USGS	14033500	2006-10-04	212	A
USGS	14033500	2006-10-05	214	A
USGS	14033500	2006-10-06	210	A
USGS	14033500	2006-10-07	208	A
USGS	14033500	2006-10-08	205	A
USGS	14033500	2006-10-09	204	A
USGS	14033500	2006-10-10	215	A
USGS	14033500	2006-10-11	216	A
USGS	14033500	2006-10-12	212	A
USGS	14033500	2006-10-13	213	A
USGS	14033500	2006-10-14	218	A
USGS	14033500	2006-10-15	220	A
USGS	14033500	2006-10-16	229	A
USGS	14033500	2006-10-17	248	A
USGS	14033500	2006-10-18	254	A
USGS	14033500	2006-10-19	254	A
USGS	14033500	2006-10-20	254	A
USGS	14033500	2006-10-21	258	A
