"","tag_code","state","date_time","pathway","release_date","days_after_release","life_stage","BON_arrival","days_after_arrival","direction","next_direction","max_direction_index","eventual_repeat","repeat_start"
"17","3D9.1BF16072EA","mainstem, RIS to RRE",2005-08-13 12:15:49,"RIS (adult)","2003-05-07",829.2,"Adult",2005-07-13 13:50:37,30.9,"upstream","downstream",1962,"eventual_repeat",13
"18","3D9.1BF16072EA","mainstem, RRE to WEL",2005-09-30 05:43:29,"implicit","2003-05-07",876.9,"Adult",2005-07-13 13:50:37,78.7,"upstream","downstream",1962,"eventual_repeat",13
"19","3D9.1BF16072EA","mainstem, upstream of WEL",2005-09-30 05:43:29,"WEL (adult)","2003-05-07",876.9,"Adult",2005-07-13 13:50:37,78.7,"upstream","downstream",1962,"eventual_repeat",13
"20","3D9.1BF16072EA","mainstem, RRE to WEL",2007-07-22 15:20:02,"implicit","2003-05-07",1537.3,"kelt",2005-07-13 13:50:37,739.1,"downstream","upstream",1962,"eventual_repeat",13
"21","3D9.1BF16072EA","mainstem, RIS to RRE",2007-07-22 15:20:02,"implicit","2003-05-07",1537.3,"kelt",2005-07-13 13:50:37,739.1,"downstream","upstream",1962,"eventual_repeat",13
"22","3D9.1BF16072EA","mainstem, PRA to RIS",2007-07-22 15:20:02,"implicit","2003-05-07",1537.3,"kelt",2005-07-13 13:50:37,739.1,"downstream","upstream",1962,"eventual_repeat",13
"23","3D9.1BF16072EA","mainstem, MCN to ICH or PRA",2007-07-22 15:20:02,"implicit","2003-05-07",1537.3,"kelt",2005-07-13 13:50:37,739.1,"downstream","upstream",1962,"eventual_repeat",13
"24","3D9.1BF16072EA","mainstem, BON to MCN",2007-07-22 15:20:02,"implicit","2003-05-07",1537.3,"kelt",2005-07-13 13:50:37,739.1,"downstream","upstream",1962,"eventual_repeat",13
"25","3D9.1BF16072EA","mainstem, mouth to BON",2007-07-22 15:20:02,"implicit","2003-05-07",1537.3,"kelt",2005-07-13 13:50:37,739.1,"downstream","upstream",1962,"eventual_repeat",13
"26","3D9.1BF16072EA","mainstem, BON to MCN",2007-07-22 15:20:02,"BON (adult)","2003-05-07",1537.3,"possible_kelt",2005-07-13 13:50:37,739.1,"upstream","downstream",1962,"eventual_repeat",13
"27","3D9.1BF163A586","mainstem, BON to MCN",2005-07-30 10:52:33,"BON (adult)","2003-04-30",822.2,"Adult",2005-07-30 10:52:33,0,"upstream","downstream",1992,"eventual_repeat",15
"28","3D9.1BF163A586","mainstem, MCN to ICH or PRA",2005-08-04 15:57:33,"MCN (adult)","2003-04-30",827.4,"Adult",2005-07-30 10:52:33,5.2,"upstream","downstream",1992,"eventual_repeat",15
"29","3D9.1BF163A586","mainstem, PRA to RIS",2005-08-12 04:53:34,"PRA (adult)","2003-04-30",834.9,"Adult",2005-07-30 10:52:33,12.8,"upstream","downstream",1992,"eventual_repeat",15
"30","3D9.1BF163A586","mainstem, MCN to ICH or PRA",2005-08-14 07:59:40,"implicit","2003-04-30",837,"Adult",2005-07-30 10:52:33,14.9,"downstream","upstream",1992,"eventual_repeat",15
"31","3D9.1BF163A586","mainstem, PRA to RIS",2005-08-14 07:59:40,"PRA (adult)","2003-04-30",837,"Adult",2005-07-30 10:52:33,14.9,"upstream","downstream",1992,"eventual_repeat",15
"32","3D9.1BF163A586","mainstem, RIS to RRE",2005-08-20 11:31:38,"implicit","2003-04-30",843.2,"Adult",2005-07-30 10:52:33,21,"upstream","downstream",1992,"eventual_repeat",15
"33","3D9.1BF163A586","mainstem, RRE to WEL",2005-08-20 11:31:38,"implicit","2003-04-30",843.2,"Adult",2005-07-30 10:52:33,21,"upstream","downstream",1992,"eventual_repeat",15
"34","3D9.1BF163A586","mainstem, upstream of WEL",2005-08-20 11:31:38,"WEL (adult)","2003-04-30",843.2,"Adult",2005-07-30 10:52:33,21,"upstream","downstream",1992,"eventual_repeat",15
"35","3D9.1BF163A586","mainstem, RRE to WEL",2007-07-14 11:20:46,"implicit","2003-04-30",1536.2,"kelt",2005-07-30 10:52:33,714,"downstream","upstream",1992,"eventual_repeat",15
"36","3D9.1BF163A586","mainstem, RIS to RRE",2007-07-14 11:20:46,"implicit","2003-04-30",1536.2,"kelt",2005-07-30 10:52:33,714,"downstream","upstream",1992,"eventual_repeat",15
"37","3D9.1BF163A586","mainstem, PRA to RIS",2007-07-14 11:20:46,"implicit","2003-04-30",1536.2,"kelt",2005-07-30 10:52:33,714,"downstream","upstream",1992,"eventual_repeat",15
"38","3D9.1BF163A586","mainstem, MCN to ICH or PRA",2007-07-14 11:20:46,"implicit","2003-04-30",1536.2,"kelt",2005-07-30 10:52:33,714,"downstream","upstream",1992,"eventual_repeat",15
"39","3D9.1BF163A586","mainstem, BON to MCN",2007-07-14 11:20:46,"implicit","2003-04-30",1536.2,"kelt",2005-07-30 10:52:33,714,"downstream","upstream",1992,"eventual_repeat",15
"40","3D9.1BF163A586","mainstem, mouth to BON",2007-07-14 11:20:46,"implicit","2003-04-30",1536.2,"kelt",2005-07-30 10:52:33,714,"downstream","upstream",1992,"eventual_repeat",15
"41","3D9.1BF163A586","mainstem, BON to MCN",2007-07-14 11:20:46,"BON (adult)","2003-04-30",1536.2,"possible_kelt",2005-07-30 10:52:33,714,"upstream","downstream",1992,"eventual_repeat",15
"42","3D9.1BF18CBA38","mainstem, BON to MCN",2007-07-26 19:00:32,"BON (adult)","2005-04-27",820.5,"Adult",2007-07-26 19:00:32,0,"upstream","downstream",2342,"eventual_repeat",13
"43","3D9.1BF18CBA38","mainstem, MCN to ICH or PRA",2007-09-16 13:40:51,"MCN (adult)","2005-04-27",872.3,"Adult",2007-07-26 19:00:32,51.8,"upstream","downstream",2342,"eventual_repeat",13
"44","3D9.1BF18CBA38","mainstem, PRA to RIS",2007-09-20 12:42:52,"PRA (adult)","2005-04-27",876.2,"Adult",2007-07-26 19:00:32,55.7,"upstream","downstream",2342,"eventual_repeat",13
"45","3D9.1BF18CBA38","mainstem, RIS to RRE",2007-09-23 01:40:00,"RIS (adult)","2005-04-27",878.8,"Adult",2007-07-26 19:00:32,58.3,"upstream","downstream",2342,"eventual_repeat",13
"46","3D9.1BF18CBA38","mainstem, RRE to WEL",2007-09-24 15:27:13,"RRE (adult)","2005-04-27",880.4,"Adult",2007-07-26 19:00:32,59.9,"upstream","downstream",2342,"eventual_repeat",13
"47","3D9.1BF18CBA38","mainstem, upstream of WEL",2007-09-27 08:48:08,"WEL (adult)","2005-04-27",883.1,"Adult",2007-07-26 19:00:32,62.6,"upstream","downstream",2342,"eventual_repeat",13
"48","3D9.1BF18CBA38","mainstem, RRE to WEL",2008-05-28 06:20:20,"implicit","2005-04-27",1127,"kelt",2007-07-26 19:00:32,306.5,"downstream","upstream",2342,"eventual_repeat",13
"49","3D9.1BF18CBA38","mainstem, RIS to RRE",2008-05-28 06:20:20,"implicit","2005-04-27",1127,"kelt",2007-07-26 19:00:32,306.5,"downstream","upstream",2342,"eventual_repeat",13
"50","3D9.1BF18CBA38","mainstem, PRA to RIS",2008-05-28 06:20:20,"implicit","2005-04-27",1127,"kelt",2007-07-26 19:00:32,306.5,"downstream","upstream",2342,"eventual_repeat",13
"51","3D9.1BF18CBA38","mainstem, MCN to ICH or PRA",2008-05-28 06:20:20,"implicit","2005-04-27",1127,"kelt",2007-07-26 19:00:32,306.5,"downstream","upstream",2342,"eventual_repeat",13
"52","3D9.1BF18CBA38","mainstem, BON to MCN",2008-05-28 06:20:20,"implicit","2005-04-27",1127,"kelt",2007-07-26 19:00:32,306.5,"downstream","upstream",2342,"eventual_repeat",13
"53","3D9.1BF18CBA38","mainstem, mouth to BON",2008-05-28 06:20:20,"BON_fallback_arrays","2005-04-27",1127,"kelt",2007-07-26 19:00:32,306.5,"downstream","upstream",2342,"eventual_repeat",13
"54","3D9.1BF18CBA38","mainstem, BON to MCN",2009-07-31 15:27:37,"BON (adult)","2005-04-27",1556.4,"possible_kelt",2007-07-26 19:00:32,735.9,"upstream","downstream",2342,"eventual_repeat",13
"55","3D9.1BF1B084BE","mainstem, BON to MCN",2005-08-13 14:48:06,"BON (adult)","2004-04-29",471.3,"possible_kelt",2005-08-13 14:48:06,0,"upstream","downstream",2710,"eventual_repeat",3
"56","3D9.1BF1B084BE","mainstem, mouth to BON",2007-08-09 08:58:38,"implicit","2004-04-29",1197.1,"kelt",2005-08-13 14:48:06,725.8,"downstream","upstream",2710,"eventual_repeat",3
"57","3D9.1BF1B084BE","mainstem, BON to MCN",2007-08-09 08:58:38,"BON (adult)","2004-04-29",1197.1,"repeat",2005-08-13 14:48:06,725.8,"upstream","downstream",2710,"eventual_repeat",3
"58","3D9.1BF1B084BE","John Day River",2007-10-20 23:07:08,"JDR_sites","2004-04-29",1269.7,"repeat",2005-08-13 14:48:06,798.3,"upstream","downstream",2710,"eventual_repeat",3
"59","3D9.1BF1CEFEFA","mainstem, BON to MCN",2005-08-05 07:31:40,"BON (adult)","2004-05-06",456,"possible_kelt",2005-08-05 07:31:40,0,"upstream","downstream",2844,"eventual_repeat",3
"60","3D9.1BF1CEFEFA","mainstem, mouth to BON",2006-09-14 17:38:28,"implicit","2004-05-06",861.4,"kelt",2005-08-05 07:31:40,405.4,"downstream","upstream",2844,"eventual_repeat",3
"61","3D9.1BF1CEFEFA","mainstem, BON to MCN",2006-09-14 17:38:28,"BON (adult)","2004-05-06",861.4,"repeat",2005-08-05 07:31:40,405.4,"upstream","downstream",2844,"eventual_repeat",3
"62","3D9.1BF1CEFEFA","mainstem, MCN to ICH or PRA",2006-10-26 10:56:37,"MCN (adult)","2004-05-06",903.2,"repeat",2005-08-05 07:31:40,447.1,"upstream","downstream",2844,"eventual_repeat",3
"63","3D9.1BF1F693B6","mainstem, BON to MCN",2006-07-13 18:08:18,"BON (adult)","2004-05-06",798.5,"Adult",2006-07-13 18:08:18,0,"upstream","downstream",2986,"eventual_repeat",5
"64","3D9.1BF1F693B6","mainstem, MCN to ICH or PRA",2006-10-02 14:44:04,"MCN (adult)","2004-05-06",879.3,"Adult",2006-07-13 18:08:18,80.9,"upstream","downstream",2986,"eventual_repeat",5
"65","3D9.1BF1F693B6","mainstem, BON to MCN",2007-09-02 12:37:22,"implicit","2004-05-06",1214.2,"kelt",2006-07-13 18:08:18,415.8,"downstream","upstream",2986,"eventual_repeat",5
"66","3D9.1BF1F693B6","mainstem, mouth to BON",2007-09-02 12:37:22,"implicit","2004-05-06",1214.2,"kelt",2006-07-13 18:08:18,415.8,"downstream","upstream",2986,"eventual_repeat",5
"67","3D9.1BF1F693B6","mainstem, BON to MCN",2007-09-02 12:37:22,"BON (adult)","2004-05-06",1214.2,"possible_kelt",2006-07-13 18:08:18,415.8,"upstream","downstream",2986,"eventual_repeat",5
"68","3D9.1BF2094119","mainstem, BON to MCN",2007-08-23 19:37:10,"BON (adult)","2005-04-19",856.5,"Adult",2007-08-23 19:37:10,0,"upstream","downstream",3436,"eventual_repeat",13
"69","3D9.1BF2094119","mainstem, MCN to ICH or PRA",2007-09-19 17:23:29,"MCN (adult)","2005-04-19",883.4,"Adult",2007-08-23 19:37:10,26.9,"upstream","downstream",3436,"eventual_repeat",13
"70","3D9.1BF2094119","mainstem, PRA to RIS",2007-09-23 07:08:54,"PRA (adult)","2005-04-19",887,"Adult",2007-08-23 19:37:10,30.5,"upstream","downstream",3436,"eventual_repeat",13
"71","3D9.1BF2094119","mainstem, RIS to RRE",2007-09-27 02:28:25,"RIS (adult)","2005-04-19",890.8,"Adult",2007-08-23 19:37:10,34.3,"upstream","downstream",3436,"eventual_repeat",13
"72","3D9.1BF2094119","mainstem, RRE to WEL",2007-09-30 15:06:38,"RRE (adult)","2005-04-19",894.3,"Adult",2007-08-23 19:37:10,37.8,"upstream","downstream",3436,"eventual_repeat",13
"73","3D9.1BF2094119","mainstem, upstream of WEL",2007-10-03 00:35:59,"WEL (adult)","2005-04-19",896.7,"Adult",2007-08-23 19:37:10,40.2,"upstream","downstream",3436,"eventual_repeat",13
"74","3D9.1BF2094119","mainstem, RRE to WEL",2008-09-12 10:39:45,"implicit","2005-04-19",1242.2,"kelt",2007-08-23 19:37:10,385.6,"downstream","upstream",3436,"eventual_repeat",13
"75","3D9.1BF2094119","mainstem, RIS to RRE",2008-09-12 10:39:45,"implicit","2005-04-19",1242.2,"kelt",2007-08-23 19:37:10,385.6,"downstream","upstream",3436,"eventual_repeat",13
"76","3D9.1BF2094119","mainstem, PRA to RIS",2008-09-12 10:39:45,"implicit","2005-04-19",1242.2,"kelt",2007-08-23 19:37:10,385.6,"downstream","upstream",3436,"eventual_repeat",13
"77","3D9.1BF2094119","mainstem, MCN to ICH or PRA",2008-09-12 10:39:45,"implicit","2005-04-19",1242.2,"kelt",2007-08-23 19:37:10,385.6,"downstream","upstream",3436,"eventual_repeat",13
"78","3D9.1BF2094119","mainstem, BON to MCN",2008-09-12 10:39:45,"implicit","2005-04-19",1242.2,"kelt",2007-08-23 19:37:10,385.6,"downstream","upstream",3436,"eventual_repeat",13
"79","3D9.1BF2094119","mainstem, mouth to BON",2008-09-12 10:39:45,"implicit","2005-04-19",1242.2,"kelt",2007-08-23 19:37:10,385.6,"downstream","upstream",3436,"eventual_repeat",13
"80","3D9.1BF2094119","mainstem, BON to MCN",2008-09-12 10:39:45,"BON (adult)","2005-04-19",1242.2,"possible_kelt",2007-08-23 19:37:10,385.6,"upstream","downstream",3436,"eventual_repeat",13
"81","3D9.1BF20A31ED","mainstem, BON to MCN",2006-07-25 10:03:25,"BON (adult)","2005-04-27",454.1,"Adult",2006-07-25 10:03:25,0,"upstream","downstream",3470,"eventual_repeat",13
"82","3D9.1BF20A31ED","mainstem, MCN to ICH or PRA",2006-09-13 07:24:10,"MCN (adult)","2005-04-27",504,"Adult",2006-07-25 10:03:25,49.9,"upstream","downstream",3470,"eventual_repeat",13
"83","3D9.1BF20A31ED","mainstem, PRA to RIS",2006-09-17 04:05:38,"PRA (adult)","2005-04-27",507.9,"Adult",2006-07-25 10:03:25,53.8,"upstream","downstream",3470,"eventual_repeat",13
"84","3D9.1BF20A31ED","mainstem, RIS to RRE",2006-09-22 15:50:28,"RIS (adult)","2005-04-27",513.4,"Adult",2006-07-25 10:03:25,59.2,"upstream","downstream",3470,"eventual_repeat",13
"85","3D9.1BF20A31ED","mainstem, RRE to WEL",2006-09-25 08:54:02,"RRE (adult)","2005-04-27",516.1,"Adult",2006-07-25 10:03:25,62,"upstream","downstream",3470,"eventual_repeat",13
"86","3D9.1BF20A31ED","mainstem, upstream of WEL",2006-09-27 16:10:02,"WEL (adult)","2005-04-27",518.4,"Adult",2006-07-25 10:03:25,64.3,"upstream","downstream",3470,"eventual_repeat",13
"87","3D9.1BF20A31ED","mainstem, RRE to WEL",2007-08-30 11:36:05,"implicit","2005-04-27",855.2,"kelt",2006-07-25 10:03:25,401.1,"downstream","upstream",3470,"eventual_repeat",13
"88","3D9.1BF20A31ED","mainstem, RIS to RRE",2007-08-30 11:36:05,"implicit","2005-04-27",855.2,"kelt",2006-07-25 10:03:25,401.1,"downstream","upstream",3470,"eventual_repeat",13
"89","3D9.1BF20A31ED","mainstem, PRA to RIS",2007-08-30 11:36:05,"implicit","2005-04-27",855.2,"kelt",2006-07-25 10:03:25,401.1,"downstream","upstream",3470,"eventual_repeat",13
"90","3D9.1BF20A31ED","mainstem, MCN to ICH or PRA",2007-08-30 11:36:05,"implicit","2005-04-27",855.2,"kelt",2006-07-25 10:03:25,401.1,"downstream","upstream",3470,"eventual_repeat",13
"91","3D9.1BF20A31ED","mainstem, BON to MCN",2007-08-30 11:36:05,"implicit","2005-04-27",855.2,"kelt",2006-07-25 10:03:25,401.1,"downstream","upstream",3470,"eventual_repeat",13
"92","3D9.1BF20A31ED","mainstem, mouth to BON",2007-08-30 11:36:05,"implicit","2005-04-27",855.2,"kelt",2006-07-25 10:03:25,401.1,"downstream","upstream",3470,"eventual_repeat",13
"93","3D9.1BF20A31ED","mainstem, BON to MCN",2007-08-30 11:36:05,"BON (adult)","2005-04-27",855.2,"possible_kelt",2006-07-25 10:03:25,401.1,"upstream","downstream",3470,"eventual_repeat",13
"94","3D9.1BF20F2FC8","mainstem, BON to MCN",2006-09-13 12:19:16,"BON (adult)","2005-04-19",512.2,"Adult",2006-09-13 12:19:16,0,"upstream","downstream",3642,"eventual_repeat",5
"95","3D9.1BF20F2FC8","mainstem, MCN to ICH or PRA",2006-10-23 10:09:39,"MCN (adult)","2005-04-19",552.1,"Adult",2006-09-13 12:19:16,39.9,"upstream","downstream",3642,"eventual_repeat",5
"96","3D9.1BF20F2FC8","mainstem, BON to MCN",2007-09-07 16:59:37,"implicit","2005-04-19",871.4,"kelt",2006-09-13 12:19:16,359.2,"downstream","upstream",3642,"eventual_repeat",5
"97","3D9.1BF20F2FC8","mainstem, mouth to BON",2007-09-07 16:59:37,"implicit","2005-04-19",871.4,"kelt",2006-09-13 12:19:16,359.2,"downstream","upstream",3642,"eventual_repeat",5
"98","3D9.1BF20F2FC8","mainstem, BON to MCN",2007-09-07 16:59:37,"BON (adult)","2005-04-19",871.4,"possible_kelt",2006-09-13 12:19:16,359.2,"upstream","downstream",3642,"eventual_repeat",5
"99","3D9.1BF22A63DA","mainstem, BON to MCN",2006-07-23 15:07:19,"BON (adult)","2005-04-26",453.3,"possible_kelt",2006-07-23 15:07:19,0,"upstream","downstream",3694,"eventual_repeat",3
"100","3D9.1BF22A63DA","mainstem, mouth to BON",2007-05-14 14:09:05,"BON_fallback_arrays","2005-04-26",748.3,"kelt",2006-07-23 15:07:19,295,"downstream","upstream",3694,"eventual_repeat",3
"101","3D9.1BF22A63DA","mainstem, BON to MCN",2007-08-16 15:51:40,"BON (adult)","2005-04-26",842.4,"repeat",2006-07-23 15:07:19,389,"upstream","downstream",3694,"eventual_repeat",3
"102","3D9.1BF22A63DA","mainstem, MCN to ICH or PRA",2007-09-28 08:28:40,"MCN (adult)","2005-04-26",885.1,"repeat",2006-07-23 15:07:19,431.7,"upstream","downstream",3694,"eventual_repeat",3
"103","3D9.1BF25FD88D","mainstem, BON to MCN",2007-08-02 13:31:47,"BON (adult)","2006-05-08",451.3,"possible_kelt",2007-08-02 13:31:47,0,"upstream","downstream",4490,"eventual_repeat",3
"104","3D9.1BF25FD88D","mainstem, mouth to BON",2008-05-11 23:28:41,"BON_fallback_arrays","2006-05-08",734.7,"kelt",2007-08-02 13:31:47,283.4,"downstream","upstream",4490,"eventual_repeat",3
"105","3D9.1BF25FD88D","mainstem, BON to MCN",2009-08-24 09:06:56,"BON (adult)","2006-05-08",1204.1,"possible_kelt",2007-08-02 13:31:47,752.8,"upstream","downstream",4490,"eventual_repeat",3
"106","3D9.1BF27DF909","mainstem, BON to MCN",2009-08-25 12:32:11,"BON (adult)","2008-05-03",479.2,"possible_kelt",2009-08-25 12:32:11,0,"upstream","downstream",5096,"eventual_repeat",3
"107","3D9.1BF27DF909","mainstem, mouth to BON",2010-04-18 09:45:12,"BON_fallback_arrays","2008-05-03",715.1,"kelt",2009-08-25 12:32:11,235.9,"downstream","upstream",5096,"eventual_repeat",3
"108","3D9.1BF27DF909","mainstem, BON to MCN",2010-06-11 11:54:00,"BON (adult)","2008-05-03",769.2,"repeat",2009-08-25 12:32:11,290,"upstream","downstream",5096,"eventual_repeat",3
"109","3D9.1BF27DF909","mainstem, MCN to ICH or PRA",2010-06-16 19:44:02,"MCN (adult)","2008-05-03",774.5,"repeat",2009-08-25 12:32:11,295.3,"upstream","downstream",5096,"eventual_repeat",3
"110","3D9.1BF27DF909","mainstem, ICH to LGR",2010-06-18 12:32:31,"ICH (adult)","2008-05-03",776.2,"repeat",2009-08-25 12:32:11,297,"upstream","downstream",5096,"eventual_repeat",3
"111","3D9.1BF27EC4DF","mainstem, BON to MCN",2010-07-18 07:39:13,"BON (adult)","2008-04-08",831,"Adult",2010-07-18 07:39:13,0,"upstream","downstream",5212,"eventual_repeat",9
"112","3D9.1BF27EC4DF","mainstem, MCN to ICH or PRA",2010-08-03 13:03:40,"MCN (adult)","2008-04-08",847.3,"Adult",2010-07-18 07:39:13,16.2,"upstream","downstream",5212,"eventual_repeat",9
"113","3D9.1BF27EC4DF","mainstem, ICH to LGR",2010-08-07 10:41:42,"ICH (adult)","2008-04-08",851.2,"Adult",2010-07-18 07:39:13,20.1,"upstream","downstream",5212,"eventual_repeat",9
"114","3D9.1BF27EC4DF","mainstem, upstream of LGR",2010-09-05 16:42:49,"LGR (adult)","2008-04-08",880.4,"Adult",2010-07-18 07:39:13,49.4,"upstream","downstream",5212,"eventual_repeat",9
"115","3D9.1BF27EC4DF","mainstem, ICH to LGR",2011-05-01 06:39:38,"implicit","2008-04-08",1118,"kelt",2010-07-18 07:39:13,287,"downstream","upstream",5212,"eventual_repeat",9
"116","3D9.1BF27EC4DF","mainstem, MCN to ICH or PRA",2011-05-01 06:39:38,"implicit","2008-04-08",1118,"kelt",2010-07-18 07:39:13,287,"downstream","upstream",5212,"eventual_repeat",9
"117","3D9.1BF27EC4DF","mainstem, BON to MCN",2011-05-01 06:39:38,"implicit","2008-04-08",1118,"kelt",2010-07-18 07:39:13,287,"downstream","upstream",5212,"eventual_repeat",9
"118","3D9.1BF27EC4DF","mainstem, mouth to BON",2011-05-01 06:39:38,"BON_fallback_arrays","2008-04-08",1118,"kelt",2010-07-18 07:39:13,287,"downstream","upstream",5212,"eventual_repeat",9
"119","3D9.1BF27EC4DF","mainstem, BON to MCN",2011-08-19 11:08:05,"BON (adult)","2008-04-08",1228.2,"possible_kelt",2010-07-18 07:39:13,397.1,"upstream","downstream",5212,"eventual_repeat",9
"120","3D9.1BF2808FAC","mainstem, BON to MCN",2010-07-30 13:17:15,"BON (adult)","2008-04-22",829.3,"possible_kelt",2010-07-30 13:17:15,0,"upstream","downstream",5266,"eventual_repeat",3
"121","3D9.1BF2808FAC","mainstem, mouth to BON",2011-08-26 11:54:07,"implicit","2008-04-22",1221.2,"kelt",2010-07-30 13:17:15,391.9,"downstream","upstream",5266,"eventual_repeat",3
"122","3D9.1BF2808FAC","mainstem, BON to MCN",2011-08-26 11:54:07,"BON (adult)","2008-04-22",1221.2,"possible_kelt",2010-07-30 13:17:15,391.9,"upstream","downstream",5266,"eventual_repeat",3
"123","3D9.1C2C313936","mainstem, BON to MCN",2009-08-23 14:57:51,"BON (adult)","2007-12-12",620.3,"possible_kelt",2009-08-23 14:57:51,0,"upstream","downstream",5431,"eventual_repeat",3
"124","3D9.1C2C313936","mainstem, mouth to BON",2010-09-10 13:57:32,"implicit","2007-12-12",1003.2,"kelt",2009-08-23 14:57:51,383,"downstream","upstream",5431,"eventual_repeat",3
"125","3D9.1C2C313936","mainstem, BON to MCN",2010-09-10 13:57:32,"BON (adult)","2007-12-12",1003.2,"repeat",2009-08-23 14:57:51,383,"upstream","downstream",5431,"eventual_repeat",3
"126","3D9.1C2C313936","mainstem, mouth to BON",2011-04-29 17:24:01,"BON_fallback_arrays","2007-12-12",1234.4,"repeat_kelt",2009-08-23 14:57:51,614.1,"downstream","upstream",5431,"eventual_repeat",3
"127","3D9.1C2C4F3481","mainstem, BON to MCN",2009-08-19 13:03:56,"BON (adult)","2008-05-16",460.3,"possible_kelt",2009-08-19 13:03:56,0,"upstream","downstream",7038,"eventual_repeat",3
"128","3D9.1C2C4F3481","mainstem, mouth to BON",2010-09-03 13:31:14,"implicit","2008-05-16",840.3,"kelt",2009-08-19 13:03:56,380,"downstream","upstream",7038,"eventual_repeat",3
"129","3D9.1C2C4F3481","mainstem, BON to MCN",2010-09-03 13:31:14,"BON (adult)","2008-05-16",840.3,"possible_kelt",2009-08-19 13:03:56,380,"upstream","downstream",7038,"eventual_repeat",3
"130","3D9.1C2C4F7057","mainstem, BON to MCN",2009-08-24 05:36:08,"BON (adult)","2008-04-17",493.9,"Adult",2009-08-24 05:36:08,0,"upstream","downstream",7120,"eventual_repeat",9
"131","3D9.1C2C4F7057","mainstem, MCN to ICH or PRA",2009-09-06 11:08:08,"MCN (adult)","2008-04-17",507.2,"Adult",2009-08-24 05:36:08,13.2,"upstream","downstream",7120,"eventual_repeat",9
"132","3D9.1C2C4F7057","mainstem, ICH to LGR",2009-09-12 15:57:31,"ICH (adult)","2008-04-17",513.4,"Adult",2009-08-24 05:36:08,19.4,"upstream","downstream",7120,"eventual_repeat",9
