"","BON","MCN","PRA","ICH","JDR","DES","YAK","TUC"
"147",2.38181277403874,2.40932978328599,2.44390291565995,2.12775083007797,0,0,0,0
"148",2.30178566710755,2.28665261587839,2.36246136179115,1.95118486079754,0,0,0,0
"149",2.19248035032349,2.23125002414592,2.67519692864734,1.69279563746031,0,0,0,0
"150",2.13002016930402,2.2826952878975,2.72894835420075,1.79399808326739,0,0,0,0
"151",2.24615706838709,2.37074583547231,2.75500965143877,1.89520052907447,0,0,0,0
"152",2.44622483571507,2.47858302295157,2.63936264494507,2.33015572169213,0,0,0,0
"153",2.50282937476396,2.54882559461238,2.52283281200743,2.4722697945276,0,0,0,0
"154",2.47355116491108,2.69524672990532,2.36144334236779,2.7026668520033,0,0,0,0
"155",2.51942036034725,2.60422818634484,2.4082038249371,2.3861400534152,0,0,0,0
"156",2.40133158060733,2.49836966285602,2.35105954424951,2.41628546280454,0,0,0,0
"157",2.45891205998465,2.58444154644039,2.28773873611652,2.43135816749921,0,0,0,0
"158",2.32618417531828,2.42812709119522,2.42138269718415,2.26555841585782,0,0,0,0
"159",2.2666518152841,2.3133645797494,2.55961833305889,2.07176649835491,0,0,0,0
"160",2.28617062185269,2.34700186758697,2.63800582865762,2.06315352424367,0,0,0,0
"161",2.3066653687497,2.52607095872226,2.73125640783739,2.06530676777148,0,0,0,0
"162",2.40425940159261,2.44890306309489,2.44743259260462,2.01578216663184,0,0,0,0
"163",2.17784124539705,2.15507146051378,2.35024512871083,1.74016699507214,0,0,0,0
"164",1.88701102752517,2.0640529169533,2.11447183026064,1.5011569634852,0,0,0,0
"165",1.61569961622186,1.91565311766991,2.3929335335867,1.12218610259061,0,0,0,0
"166",1.90945765507904,2.0027143332495,2.24681435529745,1.65403725395973,0,0,0,0
"167",1.98948476201023,2.01854364517306,2.12763767185908,1.55498805168046,0,0,0,0
"168",1.64888158738845,1.59016289124167,1.78884080776486,1.27506639306513,0,0,0,0
"169",1.34341226459013,1.43879509597261,1.44617546986188,1.38057532592783,0,0,0,0
"170",1.34536414524699,1.45858173587707,1.68649646468009,1.41287397884498,0,0,0,0
"171",1.47418826859964,1.53970695948532,0.75969158165313,1.29875207187104,0,0,0,0
"172",1.16676706514446,1.27159798878,1.17667233746139,1.39995451767812,0,0,0,0
"173",1.23020318649235,1.3200752565459,0.577262500987014,1.34612342948287,0,0,0,0
"174",1.23801070911978,1.26862999279433,1.42588349229993,1.4150272223728,0,0,0,0
"175",1.08673995821327,1.17662211723862,1.03007754049755,1.26430017542608,0,0,0,0
"176",1.09649936149756,1.21619539704753,0.87859625030158,1.05974204028411,0,0,0,0
"177",1.13944073594844,1.10934754156349,0.785752878891146,0.92839418508769,0,0,0,0
"178",0.80762102428253,0.888726506628847,0.733630284415113,0.723836049945721,0,0,0,0
"179",0.676845020273024,0.847174562829498,1.26788687779445,0.534350619498423,0,0,0,0
"180",0.678796900929882,0.7947399670827,0.876967419224204,0.523584401859372,0,0,0,0
"181",0.67001343797402,0.742305371335902,0.547943541594245,0.581721977110248,0,0,0,0
"182",0.714906693081761,0.643372171813641,0.0185734414470349,0.340558701995505,0,0,0,0
"183",0.383086981415851,0.819473266963265,-0.813759239092118,0.430994930163533,0,0,0,0
"184",0.416268952582442,0.568182940176724,0.534912892975237,0.301800318494921,0,0,0,0
"185",0.253286917734774,0.395049841012768,0.810185345051787,0.269501665577768,0,0,0,0
"186",0.218153065911325,0.524652332386929,0.143993434404989,0.118774618631054,0,0,0,0
"187",0.343073427950256,0.31986060937585,0.171683562720382,0.230743282077185,0,0,0,0
"188",0.0424838067940785,0.245660709734155,0.489305622808708,0.0649435304357991,0,0,0,0
"189",0.228888409524045,0.334700589304189,-0.0449509705706305,0.0735565045470399,0,0,0,0
"190",0.0717620166469529,0.256543361681604,0.220683688021085,0.0132656857683543,0,0,0,0
"191",0.0385800454803618,0.0398796547278532,-0.360944199581581,0.0111124422405441,0,0,0,0
"192",-0.0297357775096785,0.0982502424459869,-0.71440054337218,-0.0534848635937619,0,0,0,0
"193",-0.0921959585291436,0.0309756667708497,0.797154696432778,-0.0168797236209885,0,0,0,0
"194",-0.140017034622172,0.101218238431655,1.04636585127131,-0.240817050513249,0,0,0,0
"195",-0.0892681375438564,0.255554029686381,0.795525865355402,-0.165453527039892,0,0,0,0
"196",0.0883530022302485,0.372295205122648,-0.253441348474763,-0.0728640553440537,0,0,0,0
"197",-0.0756049729458483,0.0299863347756272,0.103272657470588,-0.171913257623323,0,0,0,0
"198",-0.109762884440868,-0.0719148607323008,-0.198061091843978,-0.255889755207921,0,0,0,0
"199",-0.156608020205468,0.0468049786944116,0.437183028332675,-0.221437858762958,0,0,0,0
"200",-0.0580380470341235,0.248628705719823,-0.404922638670734,-0.262349485791351,0,0,0,0
"201",0.00247025332848349,0.118036882350439,0.266155765208192,-0.2515832681523,0,0,0,0
"202",-0.143920795935889,-0.0155229370046125,-0.546630942402448,-0.171913257623323,0,0,0,0
"203",-0.205405036626925,-0.104562816574647,-0.831676380943254,-0.337713009264708,0,0,0,0
"204",-0.37033895213145,-0.260877271819818,-0.158969145986953,-0.326946791625657,0,0,0,0
"205",-0.489403672199807,-0.374650451270418,-0.83330521202063,-0.494899786794853,0,0,0,0
"206",-0.411328445925475,-0.225261319991804,-0.145938497367945,-0.35924544454281,0,0,0,0
"207",-0.379122415087313,-0.165901400278448,-0.42283978052187,-0.335559765736898,0,0,0,0
"208",-0.355699847205013,-0.236143971939253,-0.815388070169494,-0.408770045682445,0,0,0,0
"209",-0.49623525449881,-0.369703791294305,-1.19327688012073,-0.417383019793686,0,0,0,0
"210",-0.432799133150916,-0.241090631915366,-0.409809131902862,-0.376471392765292,0,0,0,0
"211",-0.174174946117192,-0.0669682007561878,-1.216080515204,-0.331253278681278,0,0,0,0
"212",-0.455245760704786,-0.37563978326564,-1.23236882597776,-0.423842750377116,0,0,0,0
"213",-0.34789232457758,-0.293525227662164,-0.719287036604308,-0.389390853932153,0,0,0,0
"214",-0.357651727861872,-0.221303992010914,-0.859366509258647,-0.376471392765292,0,0,0,0
"215",-0.300071248484552,-0.190634700159013,-0.926148583431064,-0.339866252792519,0,0,0,0
"216",-0.494283373841952,-0.319247859537952,-0.704627556907924,-0.408770045682445,0,0,0,0
"217",-0.545032270920268,-0.378607779251308,-1.23562648813251,-0.453988159766459,0,0,0,0
"218",-0.574310480773142,-0.399383751150983,-0.632958989503378,-0.555190605573539,0,0,0,0
"219",-0.546984151577126,-0.446871686921668,-0.450529908837263,-0.555190605573539,0,0,0,0
"220",-0.598708988983871,-0.66056739788975,-0.760007813538709,-0.533658170295437,0,0,0,0
"221",-0.574310480773142,-0.42114905504588,-0.403293807593358,-0.550884118517918,0,0,0,0
"222",-0.527465345008543,-0.342002495428072,-0.683452752902035,-0.598255476129743,0,0,0,0
"223",-0.479644268915515,-0.368714459299082,-1.12486597487094,-0.598255476129743,0,0,0,0
"224",-0.469884865631224,-0.407298407112763,-0.957096373901209,-0.656393051380618,0,0,0,0
"225",-0.548936032233984,-0.462700998845229,-0.359315368504205,-0.656393051380618,0,0,0,0
"226",-0.602612750297588,-0.477540978773568,-1.05645506962115,-0.619787911407845,0,0,0,0
"227",-0.586997705042721,-0.457754338869116,-0.364812673390349,-0.669312512547479,0,0,0,0
"228",-0.53136910632226,-0.423127719036325,-0.3222594614939,-0.628400885519086,0,0,0,0
"229",-0.555767614532988,-0.456765006873894,-0.361297655925371,-0.574569797323831,0,0,0,0
"230",-0.665072931317053,-0.602196810171616,-0.608050904668144,-0.658546294908428,0,0,0,0
"231",-0.777306069086405,-0.696183349717764,-0.510796658700176,-0.654239807852808,0,0,0,0
"232",-0.77145042711583,-0.613079462119065,-1.16884441396009,-0.684385217242151,0,0,0,0
"233",-0.694351141169927,-0.631876770028295,-0.792584435086229,-0.611174937296604,0,0,0,0
"234",-0.71386994773851,-0.577463510291051,-1.04342442100214,-0.652086564324998,0,0,0,0
"235",-0.619203735880883,-0.551740878415264,-1.28123375829904,-0.581029527907261,0,0,0,0
"236",-0.632866900478891,-0.541847558463038,-0.364201861736333,-0.600408719657553,0,0,0,0
"237",-0.666048871645482,-0.575484846300606,-0.448901077759886,-0.578876284379451,0,0,0,0
"238",-0.731436873650235,-0.721905981593552,-0.663906779973523,-0.630554129046896,0,0,0,0
"239",-0.788041412699125,-0.745649949478894,-0.877283651109783,-0.639167103158137,0,0,0,0
"240",-0.875876042257749,-0.761479261402456,-1.11346415732931,-0.585336014962882,0,0,0,0
"241",-0.789017353027554,-0.758401449565318,-0.795842097240981,-0.613328180824414,0,0,0,0
"242",-0.517705941724252,-0.431042374998106,-0.720915867681684,-0.645626833741567,0,0,0,0
"243",-0.571382659787855,-0.448850350912113,0.0723248670004439,-0.589642502018502,0,0,0,0
"244",-0.505994657783102,-0.388501099203534,-0.377232510355341,-0.615481424352224,0,0,0,0
"245",-0.428895371837199,-0.433021038988551,0.258011609821311,-0.850184968883536,0,0,0,0
"246",-0.701182723468931,-0.589335494233723,-0.777924955389845,-0.880330378272879,0,0,0,0
"247",-0.868068519630315,-0.888113756790949,-0.885427806496663,-0.863104430050397,0,0,0,0
"248",-0.853429414703878,-0.802041873206582,-1.2568012921384,-0.78558766304923,0,0,0,0
"249",-0.775354188429547,-0.818860517125367,-0.650876131354515,-0.744676036020836,0,0,0,0
"250",-0.762666964159968,-0.614068794114288,-0.383747834664845,-0.748982523076457,0,0,0,0
"251",-0.615299974567167,-0.570538186324493,-0.346284719885196,-0.757595497187698,0,0,0,0
"252",-0.72558123167966,-0.68332203377987,-1.24539947459677,-0.630554129046896,0,0,0,0
"253",-0.915889595723344,-0.871295112872165,-1.08577402901392,-0.660699538436239,0,0,0,0
"254",-0.911985834409627,-0.874263108857832,-0.616670678729618,-0.697304678409012,0,0,0,0
"255",-0.720701530037514,-0.729820637555332,-0.649247300277138,-0.604715206713173,0,0,0,0
"256",-0.722653410694372,-0.682332701784647,-0.588980550414225,-0.658546294908428,0,0,0,0
"257",-0.80560833861085,-0.72883130556011,-1.16395792072796,-0.876023891217259,0,0,0,0
"258",-0.806584278939279,-0.807977865177918,0.0886131777742042,-0.757595497187698,0,0,0,0
"259",-0.762666964159968,-0.68332203377987,-0.246926024165259,-0.589642502018502,0,0,0,0
"260",-0.651409766719045,-0.49732761867802,-0.803986252627861,-0.555190605573539,0,0,0,0
"261",-0.855381295360737,-0.842604485010709,-1.27960492722166,-0.585336014962882,0,0,0,0
"262",-0.978349776742809,-1.02859890011256,-1.24539947459677,-0.544424387934488,0,0,0,0
"263",-0.982253538056526,-0.952420336480418,-1.1818750625791,-0.527198439712006,0,0,0,0
"264",-0.97737383641438,-0.912847056671514,-1.26005895429315,-0.669312512547479,0,0,0,0
"265",-0.854405355032307,-0.904932400709733,-1.26494544752528,-0.606868450240984,0,0,0,0
"266",-0.883683564885182,-0.916804384652404,-1.24539947459677,-0.723143600742734,0,0,0,0
"267",-1.07496786925729,-1.14237207956316,-1.22911116382301,-0.766208471298938,0,0,0,0
"268",-1.13352428896304,-1.14830807153449,-0.553146266711953,-0.863104430050397,0,0,0,0
"269",-1.09936637746802,-0.950441672489973,0.145622265482365,-0.740369548965216,0,0,0,0
"270",-0.726557172008089,-0.71003399765088,-0.593867043646353,-0.665006025491859,0,0,0,0
"271",-0.741196276934526,-0.705087337674767,-1.24865713675152,-0.669312512547479,0,0,0,0
"272",-0.719725589709085,-0.766425921378569,-1.2225958395135,-0.617634667880035,0,0,0,0
"273",-0.734364694635522,-0.724873977579219,-0.593867043646353,-0.494899786794853,0,0,0,0
"274",-1.06423252564457,-0.971217644389648,-0.786069110776725,-0.6736189996031,0,0,0,0
"275",-1.09253479516902,-0.939559020542524,-1.03039377238313,-0.585336014962882,0,0,0,0
"276",-0.847573772733303,-0.761479261402456,-0.727431191991188,-0.525045196184196,0,0,0,0
"277",-0.80560833861085,-0.732788633541,-0.947323387436952,-0.509972491489524,0,0,0,0
"278",-0.788041412699125,-0.793137885249579,-0.518940814087056,-0.5681100667404,0,0,0,0
"279",-0.708990246096365,-0.578452842286274,-0.843078198484886,-0.490593299739233,0,0,0,0
"280",-0.936384342620356,-0.735756629526668,-1.17210207611484,-0.550884118517918,0,0,0,0
"281",-1.09058291451216,-1.04739620802179,-1.29263557584067,-0.854491455939157,0,0,0,0
"282",-1.07984757089944,-1.05135353600268,-1.32195453523344,-0.624094398463465,0,0,0,0
"283",-0.77145042711583,-0.843593817005932,-0.952209880669081,-0.731756574853975,0,0,0,0
"284",-0.905154252110623,-0.890092420781394,-1.27960492722166,-0.772668201882369,0,0,0,0
"285",-0.97737383641438,-0.920761712633295,-1.09066052224604,-0.731756574853975,0,0,0,0
"286",-0.811463980581425,-0.784233897292576,-1.32684102846557,-0.983686067607769,0,0,0,0
"287",-0.945167805576218,-0.987046956313209,-1.03853792777001,-0.796353880688281,0,0,0,0
"288",-0.983229478384955,-1.03750288806956,-0.854480016026519,-0.813579828910763,0,0,0,0
"289",-1.08277539188473,-1.00881226020811,-1.07762987362703,-0.914782274717842,0,0,0,0
"290",-1.00665204626725,-1.04047088405523,-0.621557171961746,-0.729603331326165,0,0,0,0
"291",-1.08667915319844,-1.01870558016033,-0.660649117818771,-0.878177134745069,0,0,0,0
"292",-0.975421955757522,-0.921751044628517,-1.33009869062032,-0.837265507716675,0,0,0,0
"293",-1.02421897217898,-1.13050009562049,-1.32195453523344,-0.845878481827916,0,0,0,0
"294",-1.13645210994833,-1.24427327507109,-1.33661401492982,-0.820039559494193,0,0,0,0
"295",-1.03690619644856,-1.06223618795013,-1.33987167708458,-0.720990357214924,0,0,0,0
"296",-0.767546665802113,-1.16018005547717,-1.35290232570358,-0.987992554663389,0,0,0,0
"297",-0.894418908497902,-1.06916151191669,-1.32684102846557,-0.624094398463465,0,0,0,0
"298",-0.795848935326559,-0.925708372609408,-0.683452752902035,-0.755442253659887,0,0,0,0
"299",-1.01933927053683,-1.03354556008867,-1.21933817735875,-0.929854979412514,0,0,0,0
"300",-1.01543550922312,-0.999908272251103,-1.13952545456732,-0.736063061909595,0,0,0,0
"301",-1.03885807710542,-1.09389481179725,-1.12323714379356,-0.727450087798355,0,0,0,0
"302",-1.00665204626725,-1.07212950790235,-1.00107481299036,-0.727450087798355,0,0,0,0
"303",-1.08570321287002,-1.17403070341028,-0.618299509806994,-0.916935518245653,0,0,0,0
"304",-0.983229478384955,-0.979132300351429,-1.10532000194243,-0.766208471298938,0,0,0,0
"305",-0.951999387875222,-0.932633696575966,-0.63621665165813,-0.854491455939157,0,0,0,0
"306",-1.12278894535032,-1.03552422407912,-1.31543921092394,-0.768361714826749,0,0,0,0
"307",-1.02226709152212,-1.021673576146,-1.06459922500803,-0.776974688937989,0,0,0,0
"308",-0.942239984590931,-0.942527016528192,-1.1346389613352,-0.772668201882369,0,0,0,0
