"tag_code","natal_origin","rear_type"
342,2,2
343,2,2
344,2,2
345,2,2
346,2,2
347,2,2
348,2,2
349,2,2
350,2,2
351,2,2
352,2,2
353,2,2
354,2,2
355,2,2
356,2,2
357,2,2
358,2,2
359,2,2
360,2,2
361,2,2
362,2,2
363,2,2
364,2,2
365,2,2
366,2,2
367,2,2
368,2,2
369,2,2
370,2,2
371,2,2
372,2,2
373,2,2
374,2,2
375,2,2
376,2,2
377,2,2
378,2,2
379,2,2
380,2,2
381,2,2
382,2,2
383,2,2
384,2,2
385,2,2
386,2,2
387,2,2
388,2,2
389,2,2
390,2,2
391,2,2
392,2,2
393,2,2
394,2,2
395,2,2
396,2,2
397,2,2
398,2,2
399,2,2
400,2,2
401,3,1
402,3,1
403,3,1
404,3,1
405,3,1
406,3,1
407,3,1
408,3,1
409,3,1
410,3,1
411,3,1
412,3,1
413,3,1
414,3,1
415,3,1
416,3,1
417,3,1
418,3,1
419,3,1
420,3,1
421,3,1
422,3,1
423,3,1
424,3,1
425,3,1
426,3,1
427,3,1
428,3,1
429,3,1
430,3,1
431,3,1
432,3,1
433,3,1
434,3,1
435,3,1
436,3,1
437,3,1
438,3,1
439,3,1
440,3,1
441,3,1
442,3,1
443,3,1
444,3,1
445,3,1
446,3,1
447,3,1
448,3,1
449,3,1
450,3,1
451,3,1
452,3,1
453,3,1
454,3,1
455,3,1
456,3,1
457,3,1
458,3,1
459,3,1
460,3,1
461,3,1
462,3,1
463,3,1
464,3,1
465,3,1
466,3,1
467,3,1
468,3,1
469,3,1
470,3,1
471,3,1
472,3,1
473,3,1
474,3,1
475,3,1
476,3,1
477,3,1
478,3,1
479,3,1
480,3,1
481,3,1
482,3,1
483,3,1
484,3,1
485,3,1
486,3,1
487,3,1
488,3,1
489,3,1
490,3,1
491,3,1
492,3,1
493,3,1
494,3,1
495,3,1
496,3,1
497,3,1
498,3,1
499,3,1
500,3,1
501,3,2
502,3,2
503,3,2
504,3,2
505,3,2
506,3,2
507,3,2
508,3,2
509,3,2
510,3,2
511,3,2
512,3,2
513,3,2
514,3,2
515,3,2
516,3,2
517,3,2
518,3,2
519,3,2
520,3,2
521,3,2
522,3,2
523,3,2
524,3,2
525,3,2
526,3,2
527,3,2
528,3,2
529,3,2
530,3,2
531,3,2
532,3,2
533,3,2
534,3,2
535,3,2
536,3,2
537,3,2
538,3,2
539,3,2
540,3,2
541,3,2
542,3,2
543,3,2
544,3,2
545,3,2
546,3,2
547,3,2
548,3,2
549,3,2
550,3,2
551,3,2
552,3,2
553,3,2
554,3,2
555,3,2
556,3,2
557,3,2
558,3,2
559,3,2
560,3,2
561,3,2
562,3,2
563,3,2
564,3,2
565,3,2
566,3,2
567,3,2
568,3,2
569,3,2
570,3,2
571,3,2
572,3,2
573,3,2
574,3,2
575,3,2
576,3,2
577,3,2
578,3,2
579,3,2
580,3,2
581,3,2
582,3,2
583,3,2
584,3,2
585,3,2
586,3,2
587,3,2
588,3,2
589,3,2
590,3,2
591,3,2
592,3,2
593,3,2
594,3,2
595,3,2
596,3,2
597,3,2
598,3,2
599,3,2
600,3,2
