"","event_site_name","site_class","state"
"155","LMB - Lower Methow River Barge","MET_sites","Methow River"
"156","LMR - Lower Methow River at Pateros","MET_sites","Methow River"
"157","LOR - Lost River at rkm 0.81","MET_sites","Methow River"
"158","LTP - Lower Twisp Acclimation Pond","MET_sites","Methow River"
"159","M3R - 3R side channel Methow River","MET_sites","Methow River"
"160","MEM - Eightmile Acclimation Pond","MET_sites","Methow River"
"161","MEW - Early Winters Acclimation Pond","MET_sites","Methow River"
"162","MHB - Habermehl side channel Methow","MET_sites","Methow River"
"163","MRB - Methow River Basin","MET_sites","Methow River"
"164","MRC - Methow River at Carlton","MET_sites","Methow River"
"165","MRT - Methow River at Twisp","MET_sites","Methow River"
"166","MRW - Methow River at Winthrop","MET_sites","Methow River"
"167","MSB - Stansberry side channel Methow","MET_sites","Methow River"
"168","MSC - Methow River Side Channels","MET_sites","Methow River"
"169","MSH - Methow Fish Hatchery Outfall","MET_sites","Methow River"
"170","MTP - Twisp Acclimation Pond","MET_sites","Methow River"
"171","MVP - Mid-Valley Acclimation Pond","MET_sites","Methow River"
"172","MWF - Whitefish SC in Methow River","MET_sites","Methow River"
"173","SCP - Spring Creek Acclimation Pond","MET_sites","Methow River"
"174","SGP - SF Gold Creek Pond Complex","MET_sites","Methow River"
"175","SSC - Silver Side Channel (Methow)","MET_sites","Methow River"
"176","TWR - Lwr Twisp Rvr near MSRF Ponds","MET_sites","Methow River"
"177","WFC - Wolf Creek, Methow River","MET_sites","Methow River"
"178","AEN - Aeneas Creek Temporary Array","OKA_sites","Okanogan River"
"179","ANR - Antoine Creek at AV Ranch","OKA_sites","Okanogan River"
"180","ANT - Antoine Creek Instream Array","OKA_sites","Okanogan River"
"181","BPC - Bonaparte Creek Instream Array","OKA_sites","Okanogan River"
"182","JOH - Johnson Creek","OKA_sites","Okanogan River"
"183","LLC - Loup Loup Creek Instream Array","OKA_sites","Okanogan River"
"184","NMC - Ninemile Creek Instream Array","OKA_sites","Okanogan River"
"185","OBF - Omak Creek below Mission Falls","OKA_sites","Okanogan River"
"186","OKC - Okanagan Channel at VDS-3","OKA_sites","Okanogan River"
"187","OKI - Inkaneep Creek ","OKA_sites","Okanogan River"
"188","OKL - Lower Okanogan Instream Array","OKA_sites","Okanogan River"
"189","OKM - McIntyre Dam","OKA_sites","Okanogan River"
"190","OKP - Penticton Channel PIT Array","OKA_sites","Okanogan River"
"191","OKS - Shingle Creek","OKA_sites","Okanogan River"
"192","OKV - Vasuex Creek, BC, Canada","OKA_sites","Okanogan River"
"193","OKW - Shuttleworth Creek","OKA_sites","Okanogan River"
"194","OMF - Omak Creek above Mission Falls","OKA_sites","Okanogan River"
"195","OMH - Omak Creek Haley Creek Road","OKA_sites","Okanogan River"
"196","OMK - Omak Creek Instream Array","OKA_sites","Okanogan River"
"197","OMP - Omak Acclimation Pond","OKA_sites","Okanogan River"
"198","RVP - Riverside Acclimation Pond","OKA_sites","Okanogan River"
"199","SA0 - Salmon Creek below OID Div.","OKA_sites","Okanogan River"
"200","SA1 - Salmon Creek Instream Array","OKA_sites","Okanogan River"
"201","SAD - Salmon Creek Above OID Div.","OKA_sites","Okanogan River"
"202","SKA - Skaha Dam Fish Ladder","OKA_sites","Okanogan River"
"203","TNK - Tunk Creek Instream Array","OKA_sites","Okanogan River"
"204","TON - Tonasket Creek","OKA_sites","Okanogan River"
"205","WAN - Wanacut Creek","OKA_sites","Okanogan River"
"206","WHS - Wildhorse Spring Creek","OKA_sites","Okanogan River"
"207","ZSL - Zosel Dam Combined","OKA_sites","Okanogan River"
"208","18M - Eighteenmile Creek","SAL_sites","Salmon River"
"209","AGC - Agency Creek, Lemhi R. Basin","SAL_sites","Salmon River"
"210","BHC - Bohannon Creek Lemhi R Basin","SAL_sites","Salmon River"
"211","BRC - Bear Valley Adult Video Weir","SAL_sites","Salmon River"
"212","BTC - Big Timber Creek","SAL_sites","Salmon River"
"213","BTL - Lower Big Timber, Lemhi Basin","SAL_sites","Salmon River"
"214","BTM - Big Timber Creek - Middle","SAL_sites","Salmon River"
"215","BTU - Big Timber Creek - Upper","SAL_sites","Salmon River"
"216","CAC - Canyon Creek ISA @ km 1","SAL_sites","Salmon River"
"217","CEY - Cearley Creek Side Channel","SAL_sites","Salmon River"
"218","CHN - CHALLIS DIVERSION NORTH","SAL_sites","Salmon River"
"219","CHS - CHALLIS DIVERSION SOUTH","SAL_sites","Salmon River"
"220","CRC - Carmen Creek, Salmon R. Basin","SAL_sites","Salmon River"
"221","ESS - EFSF Salmon River at Parks Cr.","SAL_sites","Salmon River"
"222","EVL - Eagle Valley Ranch - Lower","SAL_sites","Salmon River"
"223","EVU - Eagle Valley Ranch - Upper","SAL_sites","Salmon River"
"224","HEC - Hawley Cr/18 Mile Cr Array","SAL_sites","Salmon River"
"225","HYC - Hayden Creek In-stream Array","SAL_sites","Salmon River"
"226","KEN - Kenney Creek In-stream Arrays","SAL_sites","Salmon River"
"227","KRS - SF Salmon River at Krassel Cr.","SAL_sites","Salmon River"
"228","LB8 - Big Eightmile Creek","SAL_sites","Salmon River"
"229","LBS - Big Springs Creek","SAL_sites","Salmon River"
"230","LCL - Lee Creek, Lemhi R. Basin","SAL_sites","Salmon River"
"231","LLR - Lower Lemhi River","SAL_sites","Salmon River"
"232","LLS - Lemhi Little Springs Instream","SAL_sites","Salmon River"
"233","LRW - Lemhi River Weir","SAL_sites","Salmon River"
"234","MAR - Marsh Cr at Lola Cr Campground","SAL_sites","Salmon River"
"235","NFS - North Fork Salmon River","SAL_sites","Salmon River"
"236","PCA - Panther Creek Array","SAL_sites","Salmon River"
"237","RFL - Redfish Lake Creek","SAL_sites","Salmon River"
"238","RPJ - Rapid River Hatchery Pond","SAL_sites","Salmon River"
"239","S2I - Lemhi Sub-reach 2 SC Inlet","SAL_sites","Salmon River"
"240","S2O - Lemhi Sub-reach 2 SC Outlet","SAL_sites","Salmon River"
"241","S3A - Eagle Valley Ranch S3A","SAL_sites","Salmon River"
"242","S3B - Eagle Valley Ranch S3B","SAL_sites","Salmon River"
"243","SAJ - Salmon River Trap","SAL_sites","Salmon River"
"244","SFG - SF Salmon at Guard Station Br.","SAL_sites","Salmon River"
"245","STL - Sawtooth Hatchery Adult Trap","SAL_sites","Salmon River"
"246","STR - SF Salmon Satellite Facility","SAL_sites","Salmon River"
"247","TAY - Big Creek at Taylor Ranch","SAL_sites","Salmon River"
"248","USE - Upper Salmon River at rkm 437","SAL_sites","Salmon River"
"249","USI - Upper Salmon River at rkm 460","SAL_sites","Salmon River"
"250","VC1 - Valley Creek, Upstream Site","SAL_sites","Salmon River"
"251","VC2 - Valley Creek, Downstream Site","SAL_sites","Salmon River"
"252","WB1 - White Bird Cr Seasonal IPTDS","SAL_sites","Salmon River"
"253","WPC - Wimpey Creek, Lemhi R. Basin","SAL_sites","Salmon River"
"254","YFK - Yankee Fork Salmon River","SAL_sites","Salmon River"
"255","YPP - Yellow Pine Pit Lake","SAL_sites","Salmon River"
"256","ZEN - Secesh River at Zena Cr. Ranch","SAL_sites","Salmon River"
"257","LTR - Lower Tucannon River","TUC_sites","Tucannon River"
"258","MTR - Middle Tucannon River","TUC_sites","Tucannon River"
"259","TFH - Tucannon Fish Hatchery","TUC_sites","Tucannon River"
"260","TPJ - Tucannon at Panjab Creek","TUC_sites","Tucannon River"
"261","UTR - Upper Tucannon River","TUC_sites","Tucannon River"
"262","BC1 - Birch Creek Taylor Lane","UMA_sites","Umatilla River"
"263","FDC - Feed Canal","UMA_sites","Umatilla River"
"264","FDD - Feed Diversion Dam","UMA_sites","Umatilla River"
"265","MWC - Maxwell Canal","UMA_sites","Umatilla River"
"266","TMA - 3-Mile Falls Dam Adult Fishway","UMA_sites","Umatilla River"
"267","TMF - Three Mile Falls Dam Combined","UMA_sites","Umatilla River"
"268","TMJ - 3-Mile Falls Dam Smolt Bypass","UMA_sites","Umatilla River"
"269","UM1 - Umatilla River USFWS","UMA_sites","Umatilla River"
"270","UM2 - Umatilla River Instream Array","UMA_sites","Umatilla River"
"271","UMF - Umatilla R below Feed Dam","UMA_sites","Umatilla River"
"272","UMW - Umatilla R Recycled Water Fac","UMA_sites","Umatilla River"
"273","BBT - Touchet River at Bolles Bridge","WAWA_sites","Walla Walla River"
"274","BGM - Burlingame Dam and Canal","WAWA_sites","Walla Walla River"
"275","COP - Lower Coppei Instream Array","WAWA_sites","Walla Walla River"
"276","HST - Touchet River at Harvey Shaw","WAWA_sites","Walla Walla River"
"277","JPT - Juvenile Pond Touchet","WAWA_sites","Walla Walla River"
"278","KCB - Kiwanis Camp Bridge, Mill C","WAWA_sites","Walla Walla River"
"279","LWD - Lowden Diversion Dam","WAWA_sites","Walla Walla River"
"280","MBD - Mill Crk Bennington Diversion","WAWA_sites","Walla Walla River"
"281","MCD - Mill Creek Diversion Project","WAWA_sites","Walla Walla River"
"282","MCI - Mill Creek Intake Dam","WAWA_sites","Walla Walla River"
"283","MDR - McDonald Road Bridge","WAWA_sites","Walla Walla River"
"284","MDW - Mill Creek Division Works","WAWA_sites","Walla Walla River"
"285","NBA - Nursery Bridge Adult","WAWA_sites","Walla Walla River"
"286","NFW - North Fork Walla Walla River","WAWA_sites","Walla Walla River"
"287","ORB - Oasis Road Bridge","WAWA_sites","Walla Walla River"
"288","PAT - Pattit Creek Instream Site","WAWA_sites","Walla Walla River"
"289","PRV - Walla Walla R at Pierce RV Prk","WAWA_sites","Walla Walla River"
"290","RSB - Roosevelt Street Bridge","WAWA_sites","Walla Walla River"
"291","WW1 - Harris Bridge S F Walla Walla","WAWA_sites","Walla Walla River"
"292","WW2 - SF Walla Walla at Bear Creek","WAWA_sites","Walla Walla River"
"293","WWB - Walla Walla River Barge Array","WAWA_sites","Walla Walla River"
"294","YHC - Yellowhawk Creek","WAWA_sites","Walla Walla River"
"295","BBP - Blackbird Pond Accl. Site","WEN_sites","Wenatchee River"
"296","BCP - Butcher Creek Acclimation Pond","WEN_sites","Wenatchee River"
"297","BMT - Big Meadow Temporary Array","WEN_sites","Wenatchee River"
"298","BVP - Beaver Creek Acclimation Pond","WEN_sites","Wenatchee River"
"299","BVT - Beaver Creek Temporary Array","WEN_sites","Wenatchee River"
"300","CCM - Chumstick Creek at Merry","WEN_sites","Wenatchee River"
"301","CCS - Chumstick Creek at Sunitsch","WEN_sites","Wenatchee River"
"302","CCT - Chikamin Creek Temporary Array","WEN_sites","Wenatchee River"
"303","CHL - Lower Chiwawa River","WEN_sites","Wenatchee River"
"304","CHM - Chumstick Creek","WEN_sites","Wenatchee River"
"305","CHP - Chiwawa Acc. Pond","WEN_sites","Wenatchee River"
"306","CHU - Upper Chiwawa River","WEN_sites","Wenatchee River"
"307","CHW - Chiwaukum Creek","WEN_sites","Wenatchee River"
"308","CLP - Coulter Creek Acclimation Pond","WEN_sites","Wenatchee River"
"309","DRP - Dryden Acc. Pond","WEN_sites","Wenatchee River"
"310","ICL - Lower Icicle Instream Array","WEN_sites","Wenatchee River"
"311","ICM - Middle Icicle Instream Array","WEN_sites","Wenatchee River"
"312","ICU - Upper Icicle Instream Array","WEN_sites","Wenatchee River"
"313","LHC - Leavenworth NFH Coho Releases","WEN_sites","Wenatchee River"
"314","LNF - Leavenworth NFH Adult Ladder","WEN_sites","Wenatchee River"
"315","LWB - Lower Wenatchee Barge","WEN_sites","Wenatchee River"
"316","LWE - Lower Wenatchee River","WEN_sites","Wenatchee River"
"317","LWN - Little Wenatchee River","WEN_sites","Wenatchee River"
"318","MCL - Lower Mission Creek Instream","WEN_sites","Wenatchee River"
"319","MWE - Middle Wenatchee River","WEN_sites","Wenatchee River"
"320","NAL - Lower Nason Creek","WEN_sites","Wenatchee River"
"321","NAS - Nason Creek Releases","WEN_sites","Wenatchee River"
"322","NAU - Upper Nason Creek","WEN_sites","Wenatchee River"
"323","PES - Peshastin Creek","WEN_sites","Wenatchee River"
"324","PEU - Upper Peshastin Creek","WEN_sites","Wenatchee River"
"325","RFP - Rolfing Acclimation Pond","WEN_sites","Wenatchee River"
"326","TCT - Tronsen Creek Temporary Array","WEN_sites","Wenatchee River"
"327","TUF - Tumwater Dam Adult Fishway","WEN_sites","Wenatchee River"
"328","UCT - Upper Chiwawa Temporary Array","WEN_sites","Wenatchee River"
"329","UNT - Upper Nason Temporary Array","WEN_sites","Wenatchee River"
"330","UPT - Upper Peshastin Temporary Arr.","WEN_sites","Wenatchee River"
"331","UWE - Upper Wenatchee River","WEN_sites","Wenatchee River"
"332","WPT - White Pine Temporary Array","WEN_sites","Wenatchee River"
"333","WTL - White River, Wenatchee Basin","WEN_sites","Wenatchee River"
"334","1BC - Upper Big Creek, Yakima Basin","YAK_sites","Yakima River"
"335","1LC - Upper Little Creek, Yakima","YAK_sites","Yakima River"
"336","2BC - Lower Big Creek, Yakima Basin","YAK_sites","Yakima River"
"337","2LC - Lower Little Creek, Yakima","YAK_sites","Yakima River"
"338","AH1 - Ahtanum at Lasalle HS","YAK_sites","Yakima River"
"339","CFJ - Clark Flat Acc. Pond","YAK_sites","Yakima River"
"340","CLE - Cle Elum Dam Interim Bypass","YAK_sites","Yakima River"
"341","ESJ - Easton Acc. Pond","YAK_sites","Yakima River"
"342","JCJ - Jack Creek Acc. Pond","YAK_sites","Yakima River"
"343","LMC - Lower Manastash Creek","YAK_sites","Yakima River"
"344","LMT - Lower Mainstem Teanaway River","YAK_sites","Yakima River"
"345","LNR - Lower Naches River","YAK_sites","Yakima River"
"346","LWC - Lower Wenas Creek","YAK_sites","Yakima River"
"347","NFT - North Fork Teanaway River","YAK_sites","Yakima River"
"348","PRJ - Prosser Dam (Chandler Dvrsn.)","YAK_sites","Yakima River"
"349","PRO - Prosser Diversion Dam Combined","YAK_sites","Yakima River"
"350","ROZ - Roza Diversion Dam (Combined)","YAK_sites","Yakima River"
"351","RZF - Roza Dam Fishway","YAK_sites","Yakima River"
"352","SAT - Lower Satus Creek","YAK_sites","Yakima River"
"353","SM1 - Simcoe Creek at Stephensen Rd","YAK_sites","Yakima River"
"354","SSJ - SUNNYSIDE JUVENILE","YAK_sites","Yakima River"
"355","SUN - Sunnyside Instream Array","YAK_sites","Yakima River"
"356","SWK - Lower Swauk Creek","YAK_sites","Yakima River"
"357","TAN - Taneum Creek Instream","YAK_sites","Yakima River"
"358","TKC - Tucker Creek, Yakima Basin","YAK_sites","Yakima River"
"359","TLC - Tillman Creek, Yakima Basin","YAK_sites","Yakima River"
"360","TOP - Lower Toppenish Creek","YAK_sites","Yakima River"
"361","TP2 - Toppenish Creek at Simcoe Ck","YAK_sites","Yakima River"
"362","UMC - Upper Manastash Creek","YAK_sites","Yakima River"
"363","UMT - Upper main stem Teanaway River","YAK_sites","Yakima River"
"364","WPJ - WAPATO DIVERSION JUVENILE","YAK_sites","Yakima River"
"365","Y1J - YAKIMA RIVER TRAP JUVENILE","YAK_sites","Yakima River"
"366","85M - Eightmile Ck at Fivemile Ck","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"367","CAL - Carson NFH Adult Return Ladder","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"368","CBL - Clear Branch below the Dam","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"369","CBS - Clear Branch Dam spillway","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"370","CFF - Castile Falls Fishway","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"371","HLX - Hemlock Dam Fish Ladder Exp.","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"372","KLR - Klickitat Riv. Floating Array","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"373","LFF - Lyle Falls Fishway","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"374","LKR - Little Klickitat River Array","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"375","LWL - Ltl. White Salmon NFH returns","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"376","MIN - Mine Reach of Wind River, WA","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"377","MTD - Mill Creek at The Dalles","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"378","RCL - Rock Creek (WA) at rkm 5","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"379","RCS - Rock Creek (WA) at rkm 14","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"380","RCX - Rattlesnake Creek Flat Plates","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"381","SCL - Spring Creek NFH Adult Ladder","BON_MCN_other_trib_sites","BON to MCN other tributaries"
