"","event_type_name","event_site_name","start_antenna_id","end_antenna_id","start_ant_group","end_ant_group","ant_config","non_ascent"
"118","Observation","RCS - Rock Creek (WA) at rkm 14","B6","B6","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"119","Observation","USI - Upper Salmon River at rkm 460","A1","A1","ARRAY","ARRAY",100,NA
"120","Observation","IR3 - Upper Imnaha River ISA @ km 41","C4","C4","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"121","Observation","ACM - Asotin Creek near mouth","F3","F1","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"122","Observation","HLM - Potlatch River near Helmer","A1","A3","UPPER LEFT 20-FT ANTENNA","LOWER LEFT 20-FT ANTENNA",100,NA
"123","Observation","MWC - Maxwell Canal","A1","B1","HEADGATE","DIVERSION SCREEN",100,NA
"124","Observation","SAT - Lower Satus Creek","13","12","Downstream","Upstream",100,NA
"125","Observation","UGR - Upper Grande Ronde at rkm 155","A5","A5","SINGLE ARRAY","SINGLE ARRAY",100,NA
"126","Observation","LBC - Libby Creek, Methow River","C4","C4","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA",100,NA
"127","Observation","UTR - Upper Tucannon River","A1","A1","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"128","Observation","TLT - Tillicum Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"129","Observation","MRT - Methow River at Twisp","02","02","Upstream array","Upstream array",120,NA
"130","Observation","BR0 - Bridge Creek Gauge","B2","B2","Downstream","Downstream",100,NA
"131","Observation","BR1 - Bridge Creek Kiosk","F2","F1","Downstream","Upstream",100,NA
"132","Observation","BR2 - Bridge Creek Gable","F4","F4","Downstream Bridge Creek","Downstream Bridge Creek",90,NA
"133","Observation","LRL - Lower Lochsa River Array Site","A1","A1","Instream Array","Instream Array",100,NA
"134","Observation","158 - Fifteenmile Ck at Eightmile Ck","D6","D1","Downstream Fifteenmile Ck","Upstream Eightmile Ck",100,NA
"135","Observation","TR1 - Lower Trout Cr - Deschutes","04","04","Middle Array","Middle Array",100,NA
"136","Observation","TR2 - Trout/Antelope Cr - Deschutes","F3","F1","Trout C. Array","Trout C. Array",100,NA
"137","Observation","SJ2 - SF John Day (Murderer's)","D6","D6","Murderers Creek","Murderers Creek",100,NA
"138","Observation","OMK - Omak Creek Instream Array","A2","A2","UPSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"139","Observation","BR3 - Bridge Creek Ranch","F4","F2","Downstream","Upstream",100,NA
"140","Observation","MRW - Methow River at Winthrop","B3","B6","UPSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"141","Observation","SJ1 - SF John Day (Mid)","E1","E1","Upstream","Upstream",100,NA
"142","Observation","UMR - Upper Mad Rv. Temporary Array","01","01","Instream Array","Instream Array",100,NA
"143","Observation","URT - Upper Roaring Temporary Array","01","01","Instream Array","Instream Array",100,NA
"144","Observation","PD1 - Top of Chelan PUD side channel","04","04","PASS THROUGH ANTENNA","PASS THROUGH ANTENNA",100,NA
"145","Observation","BVC - Beaver Creek, Methow River","B5","B2","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"146","Observation","LC1 - Lower Lolo Creek at rkm 21","B4","B4","SINGLE ARRAY","SINGLE ARRAY",100,NA
"147","Observation","ZSL - Zosel Dam Combined","04","03","RIGHT LADDER WEIR 3","RIGHT LADDER WEIR 2",100,NA
"148","Observation","TOP - Lower Toppenish Creek","26","23","Downstream","Upstream",100,NA
"149","Observation","NFW - North Fork Walla Walla River","03","03","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"150","Observation","15D - Fifteenmile Ck at Dry Ck","C6","C6","Downstream Dry Ck","Downstream Dry Ck",100,NA
"151","Observation","SWK - Lower Swauk Creek","C3","C3","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"152","Observation","WFC - Wolf Creek, Methow River","11","11","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA",100,NA
"153","Observation","NFT - North Fork Teanaway River","F3","F1","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"154","Observation","LMT - Lower Mainstem Teanaway River","B6","B3","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"155","Observation","HST - Touchet River at Harvey Shaw","01","01","Upstream Array","Upstream Array",100,NA
"156","Observation","USE - Upper Salmon River at rkm 437","B6","B6","ARRAY","ARRAY",100,NA
"157","Observation","LC2 - Upper Lolo Creek at rkm 25","A1","A1","SINGLE ARRAY","SINGLE ARRAY",100,NA
"158","Observation","YFK - Yankee Fork Salmon River","A4","A2","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"159","Observation","MSH - Methow Fish Hatchery Outfall","03","03","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"160","Observation","15R - Fifteenmile Ck at Ramsey Ck","E2","E4","Downstream Ramsey Ck","Upstream Fifteenmile Ck",100,NA
"161","Observation","MDR - McDonald Road Bridge","01","01","Single Array","Single Array",100,NA
"162","Observation","MRC - Methow River at Carlton","06","06","Single Array","Single Array",100,NA
"163","Observation","John Day Dam Adult Fishways (combined)","07","04","WEIR 246","WEIR 181",100,NA
"164","Observation","BPC - Bonaparte Creek Instream Array","C3","C1","Three Antenna Series","Three Antenna Series",100,NA
"165","Observation","3D4 - Bottom of 3D Side Channel","13","13","Pass Through Antenna","Pass Through Antenna",100,NA
"166","Observation","HN3 - Bottom Harrison Side Channel","09","09","Pass Through Antenna","Pass Through Antenna",100,NA
"167","Observation","HN2 - Middle Harrison Side Channel","08","08","Pass Through Antenna","Pass Through Antenna",100,NA
"168","Observation","PD2 - Bot of Chelan PUD side channel","03","03","PASS THROUGH ANTENNA","PASS THROUGH ANTENNA",100,NA
"169","Observation","MVP - Mid-Valley Acclimation Pond","03","03","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"170","Observation","OKL - Lower Okanogan Instream Array","0C","06","Downstream Array","Upstream Array",100,NA
"171","Observation","JOH - Johnson Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"172","Observation","EWC - Early Winters Creek rkm 0.36","B5","B3","Downstream Array","Upstream Array",100,NA
"173","Observation","LLC - Loup Loup Creek Instream Array","D3","D3","Three Antenna Series","Three Antenna Series",100,NA
"174","Observation","FDC - Feed Canal","B3","B3","DIVERSION SCREEN","DIVERSION SCREEN",100,NA
"175","Observation","TAN - Taneum Creek Instream","03","03","Single Antenna","Single Antenna",120,NA
"176","Observation","OKC - Okanagan Channel at VDS-3","A3","A3","CHANNEL-WIDTH ARRAY","CHANNEL-WIDTH ARRAY",100,NA
"177","Observation","CHP - Chiwawa Acc. Pond","01","01","POND 2","POND 2",110,NA
"178","Observation","SR2 - Bot of Entiat R side channel","01","01","SINGLE ANTENNA","SINGLE ANTENNA",100,NA
"179","Observation","SR1 - Top of Entiat R side channel","02","02","SINGLE ANTENNA","SINGLE ANTENNA",100,NA
"180","Observation","DSF - Deschutes Sherars Falls","02","01","Main Fishway","Main Fishway",100,NA
"181","Observation","WSR - Warm Springs River PIT Array","01","04","PIT Tag Array","PIT Tag Array",100,NA
"182","Observation","DBO - Bakeoven Ck Deschutes Trib","A6","A4","Downstream","Upstream",100,NA
"183","Observation","LFF - Lyle Falls Fishway","03","01","BYPASS CHANNEL","BYPASS CHANNEL",100,NA
"184","Observation","DBH - Buck Hollow Ck Deschutes Trib","96","95","Downstream","Middle",100,NA
"185","Observation","BBP - Blackbird Pond Accl. Site","01","01","Pond Outfall","Pond Outfall",100,NA
"186","Observation","LTP - Lower Twisp Acclimation Pond","03","03","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"187","Observation","LBT - Little Bridge Creek (Twisp R.)","02","01","Downstream","Upstream",100,NA
"188","Observation","TY1 - Low Flow Top of Tyee Channel","14","14","Low Flow Top","Low Flow Top",100,NA
"189","Observation","MWF - Whitefish SC in Methow River","E1","E1","Upper Site - Upper Array","Upper Site - Upper Array",100,NA
"190","Observation","HSU - Hancock Springs Upper","A1","A2","Hancock Springs 01","Hancock Springs 01",100,NA
"191","Observation","HSM - Hancock Springs Middle","B2","B2","Hancock Springs 02","Hancock Springs 02",100,NA
"192","Observation","WPC - Wimpey Creek, Lemhi R. Basin","01","01","Upstream Array","Upstream Array",100,NA
"193","Observation","SUN - Sunnyside Instream Array","08","08","Upstream Array","Upstream Array",100,NA
"194","Observation","TNK - Tunk Creek Instream Array","A1","A1","Single Antenna","Single Antenna",100,NA
"195","Observation","CRT - Crooked River Satellite Fac.","A1","A2","ADULT RETURN LADDER","ADULT RETURN LADDER",100,NA
"196","Observation","UMF - Umatilla R below Feed Dam","02","02","Streamwidth array","Streamwidth array",100,NA
"197","Observation","FST - Foster Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"198","Observation","CLC - Clear Creek near Kooskia NFH","04","03","Clear Creek Array","Clear Creek Array",100,NA
"199","Observation","WPT - White Pine Temporary Array","01","01","Instream Array","Instream Array",100,NA
"200","Observation","COP - Lower Coppei Instream Array","02","02","Downstream Array","Downstream Array",100,NA
"201","Observation","GRS - Lower Granite Dam Spillway","09","09","Downstream","Downstream",100,NA
"202","Observation","EVL - Eagle Valley Ranch - Lower","04","01","Downstream Array","Upstream Array",100,NA
"203","Observation","EVU - Eagle Valley Ranch - Upper","06","03","Downstream Array","Upstream Array",100,NA
"204","Observation","BHC - Bohannon Creek Lemhi R Basin","02","01","Downstream Antenna","Upstream Antenna",120,NA
